月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
9/9（土）,巨人 0 - 4 ヤクルト,東京ドーム 14:00,,勝：小川 敗：畠
,中日 5 - 9 広島,ナゴヤドーム 14:00,,勝：九里 敗：谷元
,阪神 2 - 1 DeNA,甲子園 18:00,,勝：藤川 敗：田中健
,楽天 3 - 5 オリックス,Koboパーク宮城 14:00,,勝：山岡 敗：辛島
,西武 0 - 1 日本ハム,メットライフ 14:00,,勝：加藤 敗：多和田
,ロッテ 1 - 2 ソフトバンク,ZOZOマリン 14:00,,勝：千賀 敗：涌井
9/10（日）,巨人 6 - 1 ヤクルト,東京ドーム 14:00,,勝：マイコラス 敗：成瀬
,中日 3 - 4 広島,ナゴヤドーム 14:00,,勝：大瀬良 敗：又吉
,阪神 7 - 6 DeNA,甲子園 18:00,,勝：ドリス 敗：三上
,楽天 2 - 1 オリックス,Koboパーク宮城 13:00,,勝：則本 敗：松葉
,西武 8 - 7 日本ハム,メットライフ 13:00,,勝：平井 敗：玉井
,ロッテ 3 - 6 ソフトバンク,ZOZOマリン 14:00,,勝：和田 敗：二木
9/11（月）,,,,
9/12（火）,ヤクルト 1 - 8 中日,神　宮 18:00,,勝：山井 敗：石川
,阪神 5 - 5 巨人,甲子園 18:00,,分：岩崎 分：マシソン
,広島 1 - 3 DeNA,マツダスタジアム 18:00,,勝：ウィーランド 敗：野村
,日本ハム 7 - 0 楽天,札幌ドーム 18:00,,勝：大谷 敗：美馬
,ロッテ 7 - 5 オリックス,ZOZOマリン 18:15,,勝：大谷 敗：近藤
9/13（水）,ヤクルト 2 - 1 中日,神　宮 18:00,,勝：原樹 敗：大野
,阪神 2 - 7 巨人,甲子園 18:00,,勝：吉川光 敗：岩田
,広島 12 - 4 DeNA,マツダスタジアム 18:00,,勝：九里 敗：飯塚
,日本ハム 1 - 4 ロッテ,札幌ドーム 18:00,,勝：佐々木 敗：上沢
,楽天 3 - 7 西武,Koboパーク宮城 18:00,,勝：十亀 敗：藤平
,ソフトバンク 2 - 5 オリックス,ヤフオクドーム 18:00,,勝：金子千尋 敗：バンデンハーク
9/14（木）,ヤクルト 1 - 2 中日,神　宮 18:00,,勝：又吉 敗：秋吉
,阪神 2 - 2 巨人,甲子園 18:00,,分：石崎 分：西村
,広島 5 - 4 DeNA,マツダスタジアム 18:00,,勝：今村 敗：エスコバー
,日本ハム 4 - 6 ロッテ,札幌ドーム 18:00,,勝：チェン・グァンユウ 敗：有原
,楽天 1 - 2 西武,Koboパーク宮城 18:00,,勝：菊池 敗：岸
,ソフトバンク 7 - 4 オリックス,ヤフオクドーム 18:00,,勝：石川 敗：金田
9/15（金）,,,,
9/16（土）,巨人 0 - 1 DeNA,東京ドーム 18:00,,勝：井納 敗：マイコラス
,阪神 中止 中日,甲子園 14:00,,
,広島 4 - 5 ヤクルト,マツダスタジアム 14:00,,勝：近藤 敗：今村
,日本ハム 6 - 3 オリックス,札幌ドーム 14:00,,勝：高梨 敗：山岡
,楽天 13 - 5 ロッテ,Koboパーク宮城 14:00,,勝：西宮 敗：涌井
,西武 3 - 7 ソフトバンク,メットライフ 14:00,,勝：東浜 敗：野上
9/17（日）,巨人 6 - 1 DeNA,東京ドーム 14:00,,勝：畠 敗：濵口
,阪神 中止 中日,甲子園 14:00,,
,広島 中止 ヤクルト,マツダスタジアム 13:30,,
,日本ハム 2 - 4 オリックス,札幌ドーム 14:00,,勝：平野 敗：宮西
,楽天 中止 ロッテ,Koboパーク宮城 13:00,,
,西武 3 - 2 ソフトバンク,メットライフ 13:00,,勝：牧田 敗：モイネロ
9/18（月）,DeNA 4 - 2 ヤクルト,横　浜 17:00,,勝：三上 敗：近藤
,中日 2 - 0 巨人,ナゴヤドーム 14:00,,勝：笠原 敗：マシソン
,阪神 2 - 3 広島,甲子園 14:00,,勝：一岡 敗：岩崎
,日本ハム 7 - 1 オリックス,札幌ドーム 13:00,,勝：吉田 敗：山﨑福
,楽天 4 - 3 ロッテ,Koboパーク宮城 13:00,,勝：則本 敗：石川
,西武 14 - 13 ソフトバンク,メットライフ 13:00,,勝：牧田 敗：モイネロ
9/19（火）,中日 10 - 2 巨人,ナゴヤドーム 18:00,,勝：小笠原 敗：吉川光
,楽天 6 - 0 日本ハム,Koboパーク宮城 18:00,,勝：美馬 敗：上原
,西武 3 - 6 ロッテ,メットライフ 18:00,,勝：二木 敗：岡本
9/20（水）,ヤクルト 1 - 6 中日,神　宮 18:00,,勝：大野 敗：原樹
,阪神 0 - 2 巨人,甲子園 18:00,,勝：菅野 敗：秋山
,日本ハム 1 - 4 ソフトバンク,札幌ドーム 18:00,,勝：バンデンハーク 敗：上沢
,楽天 4 - 8 オリックス,Koboパーク宮城 18:00,,勝：金子千尋 敗：藤平
,西武 1 - 3 ロッテ,メットライフ 18:00,,勝：酒居 敗：十亀
9/21（木）,広島 5 - 7 阪神,マツダスタジアム 18:00,,勝：桑原 敗：中田
,日本ハム 6 - 4 ソフトバンク,札幌ドーム 18:00,,勝：大谷 敗：武田
,楽天 4 - 7 オリックス,Koboパーク宮城 18:00,,勝：ヘルメン 敗：岸
,西武 3 - 4 ロッテ,メットライフ 18:00,,勝：佐々木 敗：シュリッター
9/22（金）,広島 5 - 0 巨人,マツダスタジアム 18:00,,勝：中村祐 敗：マイコラス
9/23（土）,ヤクルト 1 - 8 阪神,神　宮 18:00,,勝：小野 敗：由規
,中日 5 - 13 DeNA,ナゴヤドーム 14:00,,勝：石田 敗：伊藤
,広島 3 - 2 巨人,マツダスタジアム 13:30,,勝：薮田 敗：畠
,西武 5 - 0 オリックス,メットライフ 18:00,,勝：野上 敗：山岡
,ロッテ 3 - 4 日本ハム,ZOZOマリン 18:00,,勝：有原 敗：有吉
,ソフトバンク 1 - 3 楽天,ヤフオクドーム 18:00,,勝：塩見 敗：東浜
9/24（日）,ヤクルト 3 - 5 巨人,神　宮 18:00,,勝：田口 敗：ブキャナン
,中日 3 - 2 広島,ナゴヤドーム 14:00,,勝：祖父江 敗：高橋樹
,阪神 0 - 2 DeNA,甲子園 18:00,,勝：今永 敗：岩貞
,西武 8 - 5 オリックス,メットライフ 14:00,,勝：髙橋光 敗：松葉
,ロッテ 4 - 3 日本ハム,ZOZOマリン 14:00,,勝：田中靖 敗：白村
,ソフトバンク 4 - 3 楽天,ヤフオクドーム 14:00,,勝：岩嵜 敗：則本
9/25（月）,ヤクルト 5 - 6 巨人,神　宮 18:00,,勝：マシソン 敗：秋吉
,阪神 0 - 7 DeNA,甲子園 18:00,,勝：ウィーランド 敗：岩田
,ソフトバンク 2 - 10 楽天,ヤフオクドーム 18:00,,勝：美馬 敗：千賀
9/26（火）,巨人 3 - 0 ヤクルト,東京ドーム 18:00,,勝：菅野 敗：岩橋
,オリックス 2 - 6 日本ハム,京セラD大阪 18:00,,勝：公文 敗：ヘルメン
,ソフトバンク 3 - 4 ロッテ,ヤフオクドーム 18:00,,勝：二木 敗：岩嵜
9/27（水）,巨人 2 - 1 中日,東京ドーム 18:00,,勝：マイコラス 敗：小笠原
,DeNA 4 - 4 阪神,横　浜 18:00,,分：三嶋 分：ドリス
,広島 中止 ヤクルト,マツダスタジアム 18:00,,
,オリックス 2 - 3 日本ハム,京セラD大阪 18:00,,勝：増井 敗：比嘉
9/28（木）,DeNA 2 - 11 阪神,横　浜 18:00,,勝：能見 敗：井納
,広島 3 - 1 ヤクルト,マツダスタジアム 18:00,,勝：大瀬良 敗：原樹
,日本ハム 4 - 3 楽天,札幌ドーム 18:00,,勝：増井 敗：松井裕
,ロッテ 中止 オリックス,ZOZOマリン 18:15,,
,ソフトバンク 8 - 5 西武,ヤフオクドーム 18:00,,勝：武田 敗：岡本
9/29（金）,DeNA 6 - 2 阪神,横　浜 18:00,,勝：石田 敗：メンドーサ
,日本ハム 0 - 3 楽天,札幌ドーム 18:00,,勝：青山 敗：堀
,ロッテ 0 - 4 オリックス,ZOZOマリン 18:15,,勝：吉田一 敗：成田
9/30（土）,巨人 1 - 5 阪神,東京ドーム 18:00,,勝：岩貞 敗：畠
,ヤクルト 7 - 5 中日,神　宮 18:00,,勝：秋吉 敗：祖父江
,DeNA 1 - 5 広島,横　浜 18:00,,勝：今村 敗：田中健
,日本ハム 4 - 3 西武,札幌ドーム 18:00,,勝：有原 敗：シュリッター
,楽天 3 - 4 ロッテ,Koboパーク宮城 18:00,,勝：西野 敗：塩見
,オリックス 9 - 7 ソフトバンク,京セラD大阪 18:00,,勝：金田 敗：森
