月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
10/19（月）,阪神 1 - 1 ヤクルト,甲子園 18:00,,分：桑原 分：梅野
,ロッテ 中止 日本ハム,ZOZOマリン 18:00,,
10/20（火）,ヤクルト 1 - 1 巨人,神　宮 18:00,,分：石山 分：ビエイラ
,中日 6 - 1 DeNA,ナゴヤドーム 18:00,,勝：福谷 敗：大貫
,阪神 1 - 5 広島,甲子園 18:00,,勝：九里 敗：ガルシア
,日本ハム 2 - 11 ソフトバンク,札幌ドーム 18:00,,勝：笠谷 敗：上沢
,楽天 2 - 2 オリックス,楽天生命パーク 18:00,,分：牧田 分：ディクソン
,西武 2 - 1 ロッテ,メットライフ 18:00,,勝：増田 敗：益田
10/21（水）,ヤクルト 2 - 1 巨人,神　宮 18:00,,勝：石川 敗：髙橋
,中日 4 - 2 DeNA,ナゴヤドーム 18:00,,勝：谷元 敗：エスコバー
,阪神 2 - 0 広島,甲子園 18:00,,勝：青柳 敗：遠藤
,日本ハム 1 - 9 ソフトバンク,札幌ドーム 18:00,,勝：千賀 敗：バーヘイゲン
,楽天 5 - 6 オリックス,楽天生命パーク 18:00,,勝：ヒギンス 敗：松井
,西武 2 - 1 ロッテ,メットライフ 18:00,,勝：増田 敗：益田
10/22（木）,ヤクルト 0 - 6 巨人,神　宮 18:00,,勝：サンチェス 敗：吉田大喜
,中日 1 - 0 DeNA,ナゴヤドーム 18:00,,勝：大野雄 敗：平良
,阪神 5 - 9 広島,甲子園 18:00,,勝：薮田 敗：岩田
,日本ハム 2 - 4 ソフトバンク,札幌ドーム 18:00,,勝：ムーア 敗：吉田輝
,楽天 6 - 3 オリックス,楽天生命パーク 18:00,,勝：岸 敗：田嶋
,西武 7 - 4 ロッテ,メットライフ 18:00,,勝：ニール 敗：小島
10/23（金）,巨人 5 - 4 阪神,東京ドーム 18:00,,勝：今村 敗：西勇
,ヤクルト 3 - 4 中日,神　宮 18:00,,勝：又吉 敗：梅野
,DeNA 2 - 0 広島,横　浜 18:00,,勝：京山 敗：床田
,楽天 4 - 4 日本ハム,楽天生命パーク 18:00,,分：ジョンソン 分：加藤
,オリックス 7 - 2 ロッテ,京セラD大阪 18:00,,勝：山岡 敗：二木
,ソフトバンク 8 - 1 西武,PayPayドーム 18:00,,勝：石川 敗：今井
10/24（土）,巨人 1 - 2 阪神,東京ドーム 14:00,,勝：髙橋 敗：菅野
,ヤクルト 9 - 5 中日,神　宮 18:30,,勝：小川 敗：松葉
,DeNA 1 - 2 広島,横　浜 14:00,,勝：森下 敗：平田
,楽天 4 - 5 日本ハム,楽天生命パーク 14:00,,勝：堀 敗：ブセニッツ
,オリックス 3 - 0 ロッテ,京セラD大阪 14:00,,勝：アルバース 敗：古谷
,ソフトバンク 1 - 4 西武,PayPayドーム 14:00,,勝：森脇 敗：モイネロ
10/25（日）,巨人 2 - 4 阪神,東京ドーム 14:00,,勝：秋山 敗：畠
,ヤクルト 1 - 5 中日,神　宮 18:30,,勝：柳 敗：スアレス
,DeNA 3 - 0 広島,横　浜 14:00,,勝：伊勢 敗：中村祐
,楽天 13 - 4 日本ハム,楽天生命パーク 13:00,,勝：瀧中 敗：有原
,オリックス 1 - 10 ロッテ,京セラD大阪 13:00,,勝：岩下 敗：張
,ソフトバンク 7 - 2 西武,PayPayドーム 13:00,,勝：大竹 敗：松本
10/26（月）,,,,
10/27（火）,DeNA 9 - 2 巨人,横　浜 18:00,,勝：大貫 敗：戸郷
,阪神 4 - 1 中日,甲子園 18:00,,勝：岩崎 敗：福
,広島 2 - 0 ヤクルト,マツダスタジアム 18:00,,勝：九里 敗：高梨
,西武 4 - 3 楽天,メットライフ 18:00,,勝：髙橋光 敗：則本昂
,オリックス 3 - 5 日本ハム,京セラD大阪 18:00,,勝：加藤 敗：榊原
,ソフトバンク 5 - 1 ロッテ,PayPayドーム 18:00,,勝：和田 敗：石川
10/28（水）,DeNA 10 - 6 巨人,横　浜 18:00,,勝：伊勢 敗：髙橋
,阪神 9 - 1 中日,甲子園 18:00,,勝：岩貞 敗：勝野
,広島 3 - 2 ヤクルト,マツダスタジアム 18:00,,勝：遠藤 敗：石川
,西武 4 - 3 楽天,メットライフ 18:00,,勝：浜屋 敗：涌井
,オリックス 0 - 1 日本ハム,京セラD大阪 18:00,,勝：バーヘイゲン 敗：ディクソン
,ソフトバンク 2 - 0 ロッテ,PayPayドーム 18:00,,勝：千賀 敗：チェン・ウェイン
10/29（木）,DeNA 5 - 2 巨人,横　浜 18:00,,勝：平良 敗：サンチェス
,阪神 3 - 1 中日,甲子園 18:00,,勝：西勇 敗：大野雄
,広島 3 - 3 ヤクルト,マツダスタジアム 18:00,,分：中田 分：石山
,日本ハム 4 - 3 オリックス,札幌ドーム 18:00,,勝：杉浦 敗：山田
,西武 5 - 13 楽天,メットライフ 18:00,,勝：辛島 敗：ニール
,ソフトバンク 4 - 3 ロッテ,PayPayドーム 18:00,,勝：嘉弥真 敗：益田
10/30（金）,巨人 3 - 3 ヤクルト,東京ドーム 18:00,,分：ビエイラ 分：石山
,DeNA 3 - 3 阪神,横　浜 18:00,,分：三嶋 分：岩貞
,中日 3 - 17 広島,ナゴヤドーム 18:00,,勝：床田 敗：谷元
,日本ハム 2 - 3 オリックス,札幌ドーム 18:00,,勝：山岡 敗：マルティネス
,西武 3 - 4 ソフトバンク,メットライフ 18:00,,勝：東浜 敗：平井
,ロッテ 1 - 2 楽天,ZOZOマリン 18:00,,勝：岸 敗：澤村
10/31（土）,巨人 6 - 4 ヤクルト,東京ドーム 14:00,,勝：菅野 敗：小川
,DeNA 5 - 13 阪神,横　浜 14:00,,勝：秋山 敗：井納
,中日 3 - 9 広島,ナゴヤドーム 14:00,,勝：島内 敗：福
,日本ハム 6 - 1 オリックス,札幌ドーム 14:00,,勝：河野 敗：アルバース
,西武 2 - 11 ソフトバンク,メットライフ 14:00,,勝：石川 敗：十亀
,ロッテ 6 - 3 楽天,ZOZOマリン 14:00,,勝：二木 敗：石橋
