月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,広島 1 - 8 中日,マツダスタジアム 18:00,,勝：福谷 敗：野村
,西武 5 - 7 楽天,メットライフ 18:00,,勝：弓削 敗：髙橋光
,ロッテ 3 - 1 日本ハム,ZOZOマリン 18:00,,勝：美馬 敗：上沢
,ソフトバンク 8 - 7 オリックス,PayPayドーム 18:00,,勝：千賀 敗：吉田凌
8/12（水）,巨人 8 - 1 ヤクルト,東京ドーム 18:00,,勝：菅野 敗：原
,DeNA 6 - 7 阪神,横　浜 18:00,,勝：青柳 敗：濵口
,広島 1 - 4 中日,マツダスタジアム 18:00,,勝：柳 敗：ジョンソン
,西武 2 - 6 楽天,メットライフ 18:00,,勝：涌井 敗：伊藤
,ロッテ 4 - 12 日本ハム,ZOZOマリン 18:00,,勝：玉井 敗：小島
,ソフトバンク 6 - 0 オリックス,PayPayドーム 18:00,,勝：和田 敗：田嶋
8/13（木）,巨人 4 - 3 ヤクルト,東京ドーム 18:00,,勝：中川 敗：大下
,西武 4 - 7 楽天,メットライフ 18:00,,勝：酒居 敗：與座
,ロッテ 8 - 6 日本ハム,ZOZOマリン 18:00,,勝：フローレス 敗：金子
,ソフトバンク 3 - 1 オリックス,PayPayドーム 18:00,,勝：大竹 敗：張
8/14（金）,巨人 6 - 1 中日,東京ドーム 18:00,,勝：戸郷 敗：松葉
,DeNA 6 - 2 ヤクルト,横　浜 18:00,,勝：大貫 敗：吉田大喜
,阪神 0 - 6 広島,京セラD大阪 18:00,,勝：森下 敗：藤浪
,西武 13 - 8 楽天,メットライフ 18:00,,勝：今井 敗：津留﨑
,ロッテ 12 - 5 日本ハム,ZOZOマリン 18:00,,勝：石川 敗：北浦
,ソフトバンク 4 - 1 オリックス,PayPayドーム 14:00,,勝：嘉弥真 敗：山﨑福
8/15（土）,巨人 4 - 7 中日,東京ドーム 14:00,,勝：ロドリゲス 敗：田口
,DeNA 0 - 9 ヤクルト,横　浜 18:00,,勝：小川 敗：今永
,阪神 10 - 2 広島,京セラD大阪 18:00,,勝：西勇 敗：大瀬良
,西武 3 - 3 楽天,メットライフ 18:00,,分：平良 分：牧田
,ロッテ 0 - 9 日本ハム,ZOZOマリン 17:00,,勝：有原 敗：二木
,ソフトバンク 2 - 8 オリックス,PayPayドーム 13:00,,勝：吉田凌 敗：二保
8/16（日）,巨人 1 - 4 中日,東京ドーム 13:00,,勝：大野雄 敗：畠
,DeNA 4 - 7 ヤクルト,横　浜 18:00,,勝：山中 敗：平良
,阪神 2 - 2 広島,京セラD大阪 18:00,,分：岩貞 分：フランスア
,西武 11 - 1 楽天,メットライフ 18:00,,勝：本田 敗：福井
,ロッテ 6 - 5 日本ハム,ZOZOマリン 17:00,,勝：ハーマン 敗：宮西
,ソフトバンク 6 - 2 オリックス,PayPayドーム 13:00,,勝：石川 敗：アルバース
8/17（月）,,,,
8/18（火）,巨人 1 - 0 阪神,東京ドーム 18:00,,勝：菅野 敗：髙橋
,ヤクルト 3 - 8 中日,神　宮 18:00,,勝：小笠原 敗：高橋
,広島 3 - 4 DeNA,マツダスタジアム 18:00,,勝：井納 敗：九里
,日本ハム 9 - 4 楽天,札幌ドーム 18:00,,勝：上沢 敗：弓削
,ロッテ 6 - 4 ソフトバンク,ZOZOマリン 18:00,,勝：美馬 敗：千賀
,オリックス 1 - 3 西武,京セラD大阪 18:00,,勝：髙橋光 敗：ヒギンス
8/19（水）,巨人 8 - 0 阪神,東京ドーム 18:00,,勝：田中豊 敗：ガルシア
,ヤクルト 2 - 11 中日,神　宮 18:00,,勝：福谷 敗：原
,広島 2 - 2 DeNA,マツダスタジアム 18:00,,分：薮田 分：三嶋
,日本ハム 2 - 12 楽天,札幌ドーム 18:00,,勝：涌井 敗：杉浦
,ロッテ 2 - 2 ソフトバンク,ZOZOマリン 18:00,,分：東妻 分：板東
,オリックス 3 - 4 西武,京セラD大阪 18:00,,勝：ギャレット 敗：ディクソン
8/20（木）,巨人 2 - 0 阪神,東京ドーム 18:00,,勝：戸郷 敗：青柳
,ヤクルト 7 - 3 中日,神　宮 18:00,,勝：高梨 敗：柳
,広島 1 - 10 DeNA,マツダスタジアム 18:00,,勝：ピープルズ 敗：ジョンソン
,日本ハム 3 - 3 楽天,札幌ドーム 18:00,,分：金子 分：ブセニッツ
,ロッテ 5 - 4 ソフトバンク,ZOZOマリン 18:00,,勝：フローレス 敗：嘉弥真
,オリックス 4 - 6 西武,京セラD大阪 18:00,,勝：平井 敗：吉田一
8/21（金）,ヤクルト 4 - 7 阪神,神　宮 18:00,,勝：藤浪 敗：吉田大喜
,中日 3 - 1 DeNA,ナゴヤドーム 18:00,,勝：福 敗：石田
,広島 7 - 5 巨人,マツダスタジアム 18:00,,勝：森下 敗：田口
,日本ハム 1 - 4 楽天,札幌ドーム 18:00,,勝：則本昂 敗：玉井
,ロッテ 7 - 3 ソフトバンク,ZOZOマリン 18:00,,勝：石川 敗：高橋礼
,オリックス 3 - 1 西武,京セラD大阪 18:00,,勝：ヒギンス 敗：ニール
8/22（土）,ヤクルト 5 - 7 阪神,神　宮 18:00,,勝：西勇 敗：クック
,中日 5 - 0 DeNA,ナゴヤドーム 14:00,,勝：ロドリゲス 敗：阪口
,広島 10 - 4 巨人,マツダスタジアム 18:00,,勝：大瀬良 敗：畠
,日本ハム 5 - 1 楽天,札幌ドーム 14:00,,勝：有原 敗：塩見
,ロッテ 2 - 3 ソフトバンク,ZOZOマリン 17:00,,勝：モイネロ 敗：ハーマン
,オリックス 5 - 2 西武,京セラD大阪 14:00,,勝：張 敗：内海
8/23（日）,ヤクルト 4 - 2 阪神,神　宮 18:00,,勝：小川 敗：ガンケル
,中日 3 - 0 DeNA,ナゴヤドーム 14:00,,勝：大野雄 敗：国吉
,広島 2 - 1 巨人,マツダスタジアム 18:00,,勝：塹江 敗：大竹
,日本ハム 11 - 0 楽天,札幌ドーム 14:00,,勝：バーヘイゲン 敗：福井
,ロッテ 4 - 6 ソフトバンク,ZOZOマリン 17:00,,勝：石川 敗：中村稔
,オリックス 6 - 5 西武,京セラD大阪 13:00,,勝：吉田凌 敗：ギャレット
8/24（月）,,,,
8/25（火）,ヤクルト 4 - 8 巨人,神　宮 18:00,,勝：菅野 敗：長谷川
,DeNA 5 - 4 広島,横　浜 18:00,,勝：三嶋 敗：塹江
,阪神 5 - 1 中日,甲子園 18:00,,勝：髙橋 敗：小笠原
,楽天 4 - 8 ロッテ,楽天生命パーク 18:00,,勝：美馬 敗：J.T.シャギワ
,西武 3 - 4 日本ハム,メットライフ 18:00,,勝：上沢 敗：髙橋光
,ソフトバンク 4 - 0 オリックス,PayPayドーム 18:00,,勝：千賀 敗：山本
8/26（水）,ヤクルト 5 - 12 巨人,神　宮 18:00,,勝：高梨 敗：長谷川
,DeNA 2 - 4 広島,横　浜 18:00,,勝：野村 敗：濵口
,阪神 11 - 3 中日,甲子園 18:00,,勝：ガルシア 敗：福谷
,楽天 0 - 2 ロッテ,楽天生命パーク 18:00,,勝：小島 敗：涌井
,西武 5 - 8 日本ハム,メットライフ 18:00,,勝：杉浦 敗：榎田
,ソフトバンク 4 - 3 オリックス,PayPayドーム 18:00,,勝：森 敗：ディクソン
8/27（木）,ヤクルト 2 - 5 巨人,神　宮 18:00,,勝：戸郷 敗：高梨
,DeNA 3 - 2 広島,横　浜 18:00,,勝：井納 敗：ジョンソン
,阪神 6 - 3 中日,甲子園 18:00,,勝：青柳 敗：柳
,楽天 15 - 0 ロッテ,楽天生命パーク 18:00,,勝：松井 敗：岩下
,西武 8 - 7 日本ハム,メットライフ 18:00,,勝：森脇 敗：堀
,ソフトバンク 4 - 2 オリックス,PayPayドーム 18:00,,勝：笠谷 敗：山岡
8/28（金）,巨人 3 - 5 中日,東京ドーム 18:00,,勝：岡田 敗：鍵谷
,DeNA 6 - 2 ヤクルト,横　浜 18:00,,勝：ピープルズ 敗：吉田大喜
,広島 4 - 3 阪神,マツダスタジアム 18:00,,勝：フランスア 敗：岩崎
,楽天 2 - 1 西武,楽天生命パーク 18:00,,勝：則本昂 敗：ニール
,オリックス 3 - 5 ロッテ,京セラD大阪 18:00,,勝：石川 敗：山﨑福
,ソフトバンク 9 - 1 日本ハム,PayPayドーム 18:00,,勝：武田 敗：金子
8/29（土）,巨人 12 - 3 中日,東京ドーム 14:00,,勝：今村 敗：ロドリゲス
,DeNA 9 - 3 ヤクルト,横　浜 18:00,,勝：国吉 敗：クック
,広島 5 - 6 阪神,マツダスタジアム 18:00,,勝：岩貞 敗：大瀬良
,楽天 3 - 6 西武,楽天生命パーク 18:00,,勝：ノリン 敗：塩見
,オリックス 1 - 5 ロッテ,京セラD大阪 14:00,,勝：二木 敗：張
,ソフトバンク 3 - 0 日本ハム,PayPayドーム 14:00,,勝：ムーア 敗：有原
8/30（日）,巨人 3 - 2 中日,東京ドーム 14:00,,勝：大江 敗：勝野
,DeNA 4 - 6 ヤクルト,横　浜 18:00,,勝：小川 敗：阪口
,広島 3 - 5 阪神,マツダスタジアム 18:00,,勝：岩貞 敗：フランスア
,楽天 2 - 3 西武,楽天生命パーク 17:00,,勝：森脇 敗：ブセニッツ
,オリックス 5 - 0 ロッテ,京セラD大阪 13:00,,勝：アルバース 敗：中村稔
,ソフトバンク 8 - 5 日本ハム,PayPayドーム 13:00,,勝：高橋礼 敗：バーヘイゲン
8/31（月）,,,,
