月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,阪神 7 - 6 巨人,甲子園 18:00,,勝：ドリス 敗：マシソン
,日本ハム 2 - 0 ソフトバンク,札幌ドーム 13:00,,勝：上沢 敗：バンデンハーク
,楽天 5 - 4 西武,Koboパーク宮城 13:00,,勝：福山 敗：武隈
,オリックス 4 - 0 ロッテ,京セラD大阪 13:00,,勝：ディクソン 敗：石川
7/10（月）,巨人 3 - 2 ヤクルト,東京ドーム 18:00,,勝：田口 敗：近藤
,広島 5 - 1 DeNA,マツダスタジアム 18:00,,勝：野村 敗：今永
,西武 5 - 3 ロッテ,メットライフ 18:00,,勝：多和田 敗：スタンリッジ
,オリックス 11 - 0 日本ハム,京セラD大阪 18:00,,勝：山﨑福 敗：浦野
7/11（火）,巨人 2 - 0 ヤクルト,東京ドーム 18:00,,勝：菅野 敗：星
,阪神 10 - 1 中日,倉　敷 18:00,,勝：メッセンジャー 敗：ジョーダン
,広島 2 - 5 DeNA,マツダスタジアム 18:00,,勝：石田 敗：岡田
,西武 16 - 6 ロッテ,メットライフ 18:00,,勝：野上 敗：二木
,オリックス 8 - 1 日本ハム,京セラD大阪 18:00,,勝：西 敗：斎藤佑樹
,ソフトバンク 4 - 5 楽天,ヤフオクドーム 18:00,,勝：福山 敗：サファテ
7/12（水）,巨人 8 - 3 ヤクルト,東京ドーム 18:00,,勝：宮國 敗：ブキャナン
,阪神 5 - 4 中日,甲子園 18:00,,勝：マテオ 敗：又吉
,広島 5 - 1 DeNA,マツダスタジアム 18:00,,勝：ジョンソン 敗：濵口
,西武 6 - 3 ロッテ,メットライフ 18:00,,勝：ファイフ 敗：関谷
,オリックス 6 - 3 日本ハム,京セラD大阪 18:00,,勝：金子千尋 敗：大谷
,ソフトバンク 0 - 2 楽天,ヤフオクドーム 18:00,,勝：岸 敗：松本裕
7/13（木）,,,,
7/14（金）,セ・リーグ 2 - 6 パ・リーグ,ナゴヤドーム 19:00,,勝：山岡 敗：マテオ
7/15（土）,パ・リーグ 3 - 1 セ・リーグ,ZOZOマリン 18:00,,勝：美馬 敗：井納
7/16（日）,,,,
7/17（月）,DeNA 2 - 1 ヤクルト,横　浜 18:00,,勝：今永 敗：原樹
,中日 1 - 5 巨人,ナゴヤドーム 18:00,,勝：マイコラス 敗：小笠原
,阪神 2 - 1 広島,甲子園 18:00,,勝：メッセンジャー 敗：野村
,ロッテ 3 - 2 オリックス,ZOZOマリン 17:00,,勝：内 敗：平野
,ソフトバンク 3 - 1 西武,ヤフオクドーム 18:00,,勝：東浜 敗：十亀
7/18（火）,DeNA 1 - 0 ヤクルト,横　浜 18:00,,勝：ウィーランド 敗：星
,中日 6 - 1 巨人,ナゴヤドーム 18:00,,勝：吉見 敗：高木勇
,阪神 5 - 9 広島,甲子園 18:00,,勝：大瀬良 敗：岩貞
,日本ハム 1 - 5 楽天,函　館 13:00,,勝：辛島 敗：有原
,ロッテ 4 - 0 オリックス,ZOZOマリン 19:00,,勝：有吉 敗：松葉
,ソフトバンク 3 - 1 西武,ヤフオクドーム 18:00,,勝：バンデンハーク 敗：野上
7/19（水）,DeNA 5 - 3 ヤクルト,横　浜 18:00,,勝：パットン 敗：近藤
,中日 5 - 6 巨人,ナゴヤドーム 18:00,,勝：畠 敗：大野
,阪神 3 - 14 広島,甲子園 18:00,,勝：一岡 敗：マテオ
,日本ハム 2 - 3 楽天,札幌ドーム 18:30,,勝：岸 敗：上沢
,ソフトバンク 10 - 6 西武,北九州 18:00,,勝：岩嵜 敗：牧田
7/20（木）,日本ハム 4 - 3 楽天,札幌ドーム 18:00,,勝：宮西 敗：金刃
7/21（金）,ヤクルト 1 - 11 阪神,神　宮 18:00,,勝：秋山 敗：ブキャナン
,DeNA 3 - 3 巨人,横　浜 18:00,,分：山﨑康 分：カミネロ
,広島 5 - 8 中日,マツダスタジアム 18:00,,勝：バルデス 敗：ジョンソン
,楽天 4 - 3 オリックス,Koboパーク宮城 18:00,,勝：福山 敗：平野
,西武 8 - 5 日本ハム,メットライフ 18:00,,勝：菊池 敗：メンドーサ
,ソフトバンク 2 - 1 ロッテ,ヤフオクドーム 18:00,,勝：千賀 敗：涌井
7/22（土）,ヤクルト 6 - 2 阪神,神　宮 18:00,,勝：由規 敗：能見
,DeNA 1 - 3 巨人,横　浜 17:30,,勝：菅野 敗：飯塚
,広島 6 - 3 中日,マツダスタジアム 18:00,,勝：薮田 敗：柳
,楽天 8 - 7 オリックス,Koboパーク宮城 16:00,,勝：美馬 敗：山岡
,西武 4 - 0 日本ハム,メットライフ 18:00,,勝：多和田 敗：白村
,ソフトバンク 2 - 0 ロッテ,ヤフオクドーム 13:00,,勝：武田 敗：二木
7/23（日）,ヤクルト 0 - 5 阪神,神　宮 18:00,,勝：メッセンジャー 敗：小川
,DeNA 8 - 6 巨人,横　浜 17:30,,勝：山﨑康 敗：高木勇
,広島 12 - 1 中日,マツダスタジアム 18:00,,勝：岡田 敗：鈴木
,楽天 3 - 2 オリックス,Koboパーク宮城 14:00,,勝：久保 敗：西
,西武 9 - 2 日本ハム,メットライフ 14:00,,勝：ウルフ 敗：上原
,ソフトバンク 1 - 3 ロッテ,ヤフオクドーム 13:00,,勝：石川 敗：中田
7/24（月）,,,,
7/25（火）,巨人 1 - 2 広島,岐　阜 18:00,,勝：野村 敗：マイコラス
,ヤクルト 9 - 8 中日,神　宮 18:00,,勝：ルーキ 敗：笠原
,阪神 0 - 1 DeNA,甲子園 18:00,,勝：今永 敗：岩貞
,日本ハム 0 - 4 ロッテ,釧　路 13:00,,勝：スタンリッジ 敗：有原
,楽天 中止 ソフトバンク,Koboパーク宮城 18:00,,
,西武 7 - 2 オリックス,メットライフ 18:00,,勝：十亀 敗：ディクソン
7/26（水）,巨人 2 - 7 広島,京セラD大阪 18:00,,勝：大瀬良 敗：畠
,ヤクルト 11 - 10 中日,神　宮 18:00,,勝：石山 敗：伊藤
,阪神 5 - 6 DeNA,甲子園 18:00,,勝：ウィーランド 敗：小野
,日本ハム 4 - 2 ロッテ,帯　広 13:00,,勝：上沢 敗：唐川
,楽天 4 - 1 ソフトバンク,Koboパーク宮城 18:00,,勝：則本 敗：バンデンハーク
,西武 6 - 2 オリックス,メットライフ 18:00,,勝：岡本 敗：松葉
7/27（木）,巨人 4 - 3 広島,京セラD大阪 18:00,,勝：田口 敗：中村祐
,ヤクルト 11 - 2 中日,神　宮 18:00,,勝：山中 敗：小熊
,阪神 10 - 3 DeNA,甲子園 18:00,,勝：岩田 敗：石田
,楽天 1 - 5 ソフトバンク,Koboパーク宮城 14:00,,勝：東浜 敗：岸
,西武 2 - 0 オリックス,メットライフ 18:00,,勝：菊池 敗：山﨑福
7/28（金）,中日 0 - 5 阪神,ナゴヤドーム 18:00,,勝：秋山 敗：バルデス
,広島 7 - 1 ヤクルト,マツダスタジアム 18:00,,勝：九里 敗：ブキャナン
,ロッテ 4 - 5 西武,ZOZOマリン 18:15,,勝：武隈 敗：大谷
,オリックス 11 - 5 楽天,ほっと神戸 18:00,,勝：金子千尋 敗：塩見
7/29（土）,巨人 5 - 1 DeNA,東京ドーム 18:00,,勝：菅野 敗：井納
,中日 2 - 4 阪神,ナゴヤドーム 14:00,,勝：髙橋 敗：田島
,広島 1 - 9 ヤクルト,マツダスタジアム 18:00,,勝：小川 敗：薮田
,ロッテ 1 - 6 西武,ZOZOマリン 17:00,,勝：多和田 敗：二木
,オリックス 5 - 2 楽天,京セラD大阪 14:00,,勝：山岡 敗：美馬
,ソフトバンク 4 - 0 日本ハム,ヤフオクドーム 13:00,,勝：千賀 敗：白村
7/30（日）,巨人 5 - 4 DeNA,東京ドーム 14:00,,勝：カミネロ 敗：山﨑康
,中日 7 - 0 阪神,ナゴヤドーム 14:00,,勝：八木 敗：能見
,広島 14 - 1 ヤクルト,マツダスタジアム 18:00,,勝：岡田 敗：石川
,ロッテ 3 - 7 西武,ZOZOマリン 17:00,,勝：ウルフ 敗：石川
,オリックス 3 - 4 楽天,京セラD大阪 13:00,,勝：久保 敗：黒木
,ソフトバンク 4 - 3 日本ハム,ヤフオクドーム 13:00,,勝：武田 敗：上原
7/31（月）,ソフトバンク 5 - 3 日本ハム,東京ドーム 18:00,,勝：モイネロ 敗：吉田
