月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ロッテ 5 - 8 西武,ZOZOマリン 14:00,,勝：平井 敗：フローレス
,オリックス 2 - 1 日本ハム,京セラD大阪 13:00,,勝：山本 敗：河野
,ソフトバンク 6 - 1 楽天,PayPayドーム 14:00,,勝：石川 敗：石橋
7/13（月）,,,,
7/14（火）,中日 3 - 5 DeNA,ナゴヤドーム 18:00,,勝：大貫 敗：山本
,阪神 6 - 3 ヤクルト,甲子園 18:00,,勝：秋山 敗：石川
,広島 2 - 7 巨人,マツダスタジアム 18:00,,勝：菅野 敗：九里
,日本ハム 2 - 5 ロッテ,札幌ドーム 18:00,,勝：美馬 敗：上沢
,楽天 中止 西武,楽天生命パーク 18:00,,
,オリックス 3 - 10 ソフトバンク,京セラD大阪 18:00,,勝：千賀 敗：アルバース
7/15（水）,中日 2 - 1 DeNA,ナゴヤドーム 18:00,,勝：松葉 敗：濵口
,阪神 5 - 9 ヤクルト,甲子園 18:00,,勝：マクガフ 敗：伊藤和
,広島 1 - 12 巨人,マツダスタジアム 18:00,,勝：戸郷 敗：ジョンソン
,日本ハム 6 - 4 ロッテ,札幌ドーム 18:00,,勝：宮西 敗：小野
,楽天 11 - 0 西武,楽天生命パーク 18:00,,勝：涌井 敗：今井
,オリックス 0 - 7 ソフトバンク,京セラD大阪 18:00,,勝：和田 敗：鈴木
7/16（木）,中日 8 - 0 DeNA,ナゴヤドーム 18:00,,勝：岡野 敗：中川
,阪神 6 - 4 ヤクルト,甲子園 18:00,,勝：岩崎 敗：清水
,広島 4 - 9 巨人,マツダスタジアム 18:00,,勝：メルセデス 敗：薮田
,日本ハム 3 - 4 ロッテ,札幌ドーム 18:00,,勝：岩下 敗：バーヘイゲン
,楽天 7 - 4 西武,楽天生命パーク 18:00,,勝：安樂 敗：髙橋光
,オリックス 4 - 3 ソフトバンク,京セラD大阪 18:00,,勝：山﨑福 敗：バンデンハーク
7/17（金）,DeNA 1 - 2 巨人,横　浜 18:00,,勝：今村 敗：井納
,阪神 4 - 1 中日,甲子園 18:00,,勝：青柳 敗：大野雄
,広島 9 - 2 ヤクルト,マツダスタジアム 18:00,,勝：大瀬良 敗：吉田大喜
,日本ハム 7 - 4 ロッテ,札幌ドーム 18:00,,勝：有原 敗：石川
,楽天 2 - 10 西武,楽天生命パーク 18:00,,勝：ニール 敗：則本昂
,オリックス 1 - 9 ソフトバンク,京セラD大阪 18:00,,勝：笠谷 敗：榊原
7/18（土）,DeNA 2 - 4 巨人,横　浜 18:00,,勝：サンチェス 敗：今永
,阪神 8 - 3 中日,甲子園 18:00,,勝：西勇 敗：勝野
,広島 4 - 9 ヤクルト,マツダスタジアム 18:00,,勝：小川 敗：床田
,日本ハム 2 - 5 ロッテ,札幌ドーム 14:00,,勝：種市 敗：村田
,楽天 3 - 4 西武,楽天生命パーク 14:00,,勝：松本 敗：塩見
,オリックス 1 - 2 ソフトバンク,京セラD大阪 18:00,,勝：石川 敗：田嶋
7/19（日）,DeNA 3 - 5 巨人,横　浜 18:00,,勝：大竹 敗：山﨑
,阪神 11 - 3 中日,甲子園 18:00,,勝：能見 敗：梅津
,広島 3 - 3 ヤクルト,マツダスタジアム 18:00,,分：ジョンソン 分：石山
,日本ハム 9 - 2 ロッテ,札幌ドーム 14:00,,勝：河野 敗：有吉
,楽天 9 - 5 西武,楽天生命パーク 13:00,,勝：ブセニッツ 敗：平井
,オリックス 2 - 3 ソフトバンク,京セラD大阪 13:00,,勝：二保 敗：山本
7/20（月）,,,,
7/21（火）,DeNA 4 - 6 ヤクルト,横　浜 18:00,,勝：原 敗：ピープルズ
,中日 0 - 4 巨人,ナゴヤドーム 18:00,,勝：菅野 敗：山本
,阪神 9 - 4 広島,甲子園 18:00,,勝：秋山 敗：九里
,楽天 3 - 10 オリックス,楽天生命パーク 18:00,,勝：アルバース 敗：宋家豪
,西武 8 - 3 ロッテ,メットライフ 18:00,,勝：今井 敗：美馬
,ソフトバンク 1 - 2 日本ハム,PayPayドーム 18:00,,勝：杉浦 敗：千賀
7/22（水）,DeNA 5 - 5 ヤクルト,横　浜 18:00,,分：三嶋 分：石山
,中日 5 - 0 巨人,ナゴヤドーム 18:00,,勝：松葉 敗：戸郷
,阪神 3 - 3 広島,甲子園 18:00,,分：馬場 分：ジョンソン
,楽天 7 - 11 オリックス,楽天生命パーク 18:00,,勝：吉田一 敗：森原
,西武 1 - 2 ロッテ,メットライフ 18:00,,勝：小島 敗：髙橋光
,ソフトバンク 3 - 2 日本ハム,PayPayドーム 18:00,,勝：椎野 敗：マルティネス
7/23（木）,DeNA 6 - 0 ヤクルト,横　浜 18:00,,勝：大貫 敗：高橋
,中日 1 - 6 巨人,ナゴヤドーム 14:00,,勝：メルセデス 敗：福
,阪神 2 - 4 広島,甲子園 18:00,,勝：森下 敗：藤浪
,楽天 2 - 2 オリックス,楽天生命パーク 18:00,,分：牧田 分：ディクソン
,西武 3 - 2 ロッテ,メットライフ 18:00,,勝：與座 敗：岩下
,ソフトバンク 2 - 3 日本ハム,PayPayドーム 18:00,,勝：バーヘイゲン 敗：笠谷
7/24（金）,ヤクルト 5 - 5 巨人,神　宮 18:00,,分：中澤 分：中川
,DeNA 9 - 6 広島,横　浜 18:00,,勝：国吉 敗：一岡
,中日 2 - 5 阪神,ナゴヤドーム 18:00,,勝：青柳 敗：谷元
,楽天 2 - 6 オリックス,楽天生命パーク 18:00,,勝：榊原 敗：則本昂
,西武 3 - 2 ロッテ,メットライフ 18:00,,勝：増田 敗：益田
,ソフトバンク 4 - 1 日本ハム,PayPayドーム 18:00,,勝：東浜 敗：有原
7/25（土）,ヤクルト 6 - 5 巨人,神　宮 18:00,,勝：石山 敗：中川
,DeNA 6 - 2 広島,横　浜 18:00,,勝：今永 敗：床田
,中日 1 - 0 阪神,ナゴヤドーム 14:00,,勝：福 敗：西勇
,楽天 3 - 6 オリックス,楽天生命パーク 18:00,,勝：山田 敗：森原
,西武 0 - 5 ロッテ,メットライフ 18:00,,勝：種市 敗：本田
,ソフトバンク 7 - 9 日本ハム,PayPayドーム 14:00,,勝：金子 敗：椎野
7/26（日）,ヤクルト 4 - 9 巨人,神　宮 18:00,,勝：桜井 敗：高梨
,DeNA 6 - 10 広島,横　浜 18:00,,勝：菊池保 敗：山﨑
,中日 3 - 9 阪神,ナゴヤドーム 14:00,,勝：藤川 敗：福
,楽天 5 - 4 オリックス,楽天生命パーク 17:00,,勝：牧田 敗：ヒギンス
,西武 4 - 2 ロッテ,メットライフ 18:00,,勝：平井 敗：小野
,ソフトバンク 6 - 1 日本ハム,PayPayドーム 13:00,,勝：二保 敗：河野
7/27（月）,,,,
7/28（火）,巨人 4 - 2 DeNA,東京ドーム 18:00,,勝：菅野 敗：井納
,ヤクルト 5 - 20 阪神,神　宮 18:00,,勝：秋山 敗：イノーア
,広島 2 - 3 中日,マツダスタジアム 18:00,,勝：岡田 敗：塹江
,日本ハム 5 - 1 オリックス,札幌ドーム 18:00,,勝：上沢 敗：アルバース
,ロッテ 13 - 12 楽天,ZOZOマリン 18:00,,勝：益田 敗：J.T.シャギワ
,ソフトバンク 9 - 4 西武,PayPayドーム 18:00,,勝：千賀 敗：平井
7/29（水）,巨人 2 - 3 DeNA,東京ドーム 18:00,,勝：濵口 敗：戸郷
,ヤクルト 3 - 1 阪神,神　宮 18:00,,勝：原 敗：ガルシア
,広島 2 - 0 中日,マツダスタジアム 18:00,,勝：野村 敗：松葉
,日本ハム 6 - 2 オリックス,札幌ドーム 18:00,,勝：玉井 敗：山田
,ロッテ 1 - 5 楽天,ZOZOマリン 18:00,,勝：涌井 敗：小島
,ソフトバンク 4 - 2 西武,PayPayドーム 18:00,,勝：和田 敗：松本
7/30（木）,巨人 2 - 4 DeNA,東京ドーム 18:00,,勝：大貫 敗：メルセデス
,ヤクルト 6 - 0 阪神,神　宮 18:00,,勝：高橋 敗：藤浪
,広島 4 - 4 中日,マツダスタジアム 18:00,,分：塹江 分：岡田
,日本ハム 7 - 3 オリックス,札幌ドーム 18:00,,勝：杉浦 敗：山﨑福
,ロッテ 3 - 4 楽天,ZOZOマリン 18:00,,勝：久保 敗：岩下
,ソフトバンク 0 - 6 西武,PayPayドーム 18:00,,勝：與座 敗：板東
7/31（金）,巨人 2 - 1 広島,東京ドーム 18:00,,勝：大江 敗：森下
,中日 5 - 3 ヤクルト,ナゴヤドーム 18:00,,勝：大野雄 敗：中澤
,阪神 3 - 3 DeNA,甲子園 18:00,,分：藤川 分：三嶋
,日本ハム 2 - 7 オリックス,札幌ドーム 18:00,,勝：齋藤 敗：有原
,ロッテ 5 - 4 楽天,ZOZOマリン 18:00,,勝：石川 敗：則本昂
,ソフトバンク 5 - 4 西武,PayPayドーム 18:00,,勝：嘉弥真 敗：ニール
