月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,DeNA 9 - 2 巨人,横　浜 14:00,,勝：国吉 敗：澤村
,広島 10 - 3 阪神,マツダスタジアム 14:00,,勝：床田 敗：岩貞
,日本ハム 3 - 16 西武,東京ドーム 15:00,,勝：今井 敗：金子
,オリックス 3 - 1 楽天,京セラD大阪 14:00,,勝：東明 敗：美馬
,ソフトバンク 3 - 7 ロッテ,ヤフオクドーム 14:00,,勝：二木 敗：ミランダ
4/7（日）,ヤクルト 1 - 3 中日,神　宮 13:00,,勝：柳 敗：高梨
,DeNA 5 - 1 巨人,横　浜 13:00,,勝：井納 敗：畠
,広島 0 - 9 阪神,マツダスタジアム 13:30,,勝：西 敗：九里
,日本ハム 2 - 4 西武,東京ドーム 14:00,,勝：髙橋光 敗：ハンコック
,オリックス 5 - 5 楽天,京セラD大阪 13:00,,分：山﨑福 分：森原
,ソフトバンク 11 - 1 ロッテ,ヤフオクドーム 13:00,,勝：高橋礼 敗：有吉
4/8（月）,,,,
4/9（火）,中日 1 - 3 巨人,ナゴヤドーム 18:00,,勝：山口 敗：大野雄
,阪神 12 - 8 DeNA,甲子園 18:00,,勝：桑原 敗：パットン
,広島 1 - 10 ヤクルト,マツダスタジアム 18:00,,勝：原 敗：ジョンソン
,西武 6 - 7 楽天,県営大宮 18:00,,勝：辛島 敗：ニール
,ロッテ 5 - 4 オリックス,ZOZOマリン 18:15,,勝：益田 敗：近藤
,ソフトバンク 3 - 3 日本ハム,長　崎 18:00,,分：森 分：浦野
4/10（水）,中日 3 - 2 巨人,ナゴヤドーム 18:00,,勝：ロメロ 敗：メルセデス
,阪神 0 - 2 DeNA,甲子園 18:00,,勝：濵口 敗：青柳
,広島 3 - 15 ヤクルト,マツダスタジアム 18:00,,勝：マクガフ 敗：中﨑
,西武 5 - 7 楽天,メットライフ 18:00,,勝：福井 敗：武隈
,ロッテ 中止 オリックス,ZOZOマリン 18:15,,
,ソフトバンク 2 - 3 日本ハム,ヤフオクドーム 18:00,,勝：宮西 敗：加治屋
4/11（木）,阪神 2 - 5 DeNA,甲子園 18:00,,勝：大貫 敗：秋山
,広島 2 - 6 ヤクルト,マツダスタジアム 18:00,,勝：寺原 敗：岡田
,ロッテ 1 - 2 オリックス,ZOZOマリン 18:15,,勝：山本 敗：益田
,ソフトバンク 5 - 2 日本ハム,ヤフオクドーム 18:00,,勝：武田 敗：加藤
4/12（金）,巨人 6 - 1 ヤクルト,東京ドーム 18:00,,勝：菅野 敗：小川
,DeNA 6 - 0 広島,横　浜 18:00,,勝：今永 敗：大瀬良
,阪神 4 - 9 中日,甲子園 18:00,,勝：笠原 敗：メッセンジャー
,日本ハム 4 - 1 ロッテ,札幌ドーム 18:00,,勝：上沢 敗：二木
,楽天 4 - 2 ソフトバンク,楽天生命パーク 18:00,,勝：ハーマン 敗：モイネロ
,西武 1 - 0 オリックス,メットライフ 18:00,,勝：多和田 敗：比嘉
4/13（土）,巨人 6 - 11 ヤクルト,東京ドーム 14:00,,勝：マクガフ 敗：吉川
,DeNA 1 - 6 広島,横　浜 14:00,,勝：床田 敗：京山
,阪神 2 - 10 中日,甲子園 14:00,,勝：柳 敗：岩貞
,日本ハム 3 - 0 ロッテ,札幌ドーム 14:00,,勝：バーベイト 敗：ボルシンガー
,楽天 0 - 1 ソフトバンク,楽天生命パーク 14:00,,勝：加治屋 敗：ハーマン
,西武 3 - 10 オリックス,メットライフ 14:00,,勝：山﨑福 敗：今井
4/14（日）,巨人 6 - 11 ヤクルト,東京ドーム 14:00,,勝：五十嵐 敗：宮國
,DeNA 4 - 2 広島,横　浜 13:00,,勝：井納 敗：九里
,阪神 5 - 2 中日,甲子園 14:00,,勝：西 敗：吉見
,日本ハム 3 - 1 ロッテ,札幌ドーム 14:00,,勝：有原 敗：松永
,楽天 1 - 6 ソフトバンク,楽天生命パーク 13:00,,勝：高橋礼 敗：近藤
,西武 11 - 3 オリックス,メットライフ 13:00,,勝：髙橋光 敗：松葉
4/15（月）,,,,
4/16（火）,巨人 8 - 2 広島,鹿児島 18:00,,勝：山口 敗：ジョンソン
,ヤクルト 9 - 5 阪神,松　山 18:20,,勝：原 敗：ガルシア
,中日 7 - 1 DeNA,ナゴヤドーム 18:00,,勝：大野雄 敗：上茶谷
,楽天 5 - 4 西武,楽天生命パーク 18:00,,勝：高梨 敗：マーティン
,ロッテ 6 - 0 ソフトバンク,ZOZOマリン 18:15,,勝：涌井 敗：東浜
,オリックス 9 - 0 日本ハム,京セラD大阪 18:00,,勝：アルバース 敗：上原
4/17（水）,巨人 4 - 5 広島,熊　本 18:00,,勝：フランスア 敗：クック
,ヤクルト 2 - 2 阪神,神　宮 18:30,,分：マクガフ 分：島本
,中日 3 - 1 DeNA,ナゴヤドーム 18:00,,勝：山井 敗：濵口
,楽天 7 - 4 西武,楽天生命パーク 18:00,,勝：福井 敗：本田
,ロッテ 1 - 0 ソフトバンク,ZOZOマリン 18:15,,勝：岩下 敗：大竹
,オリックス 6 - 4 日本ハム,京セラD大阪 18:00,,勝：榊原 敗：ロドリゲス
4/18（木）,ヤクルト 5 - 13 阪神,神　宮 18:00,,勝：岩田 敗：大下
,ロッテ 5 - 2 ソフトバンク,ZOZOマリン 18:15,,勝：二木 敗：武田
,オリックス 3 - 7 日本ハム,ほっと神戸 18:00,,勝：金子 敗：山本
4/19（金）,中日 4 - 2 ヤクルト,ナゴヤドーム 18:00,,勝：笠原 敗：小川
,阪神 4 - 12 巨人,甲子園 18:00,,勝：菅野 敗：メッセンジャー
,広島 2 - 1 DeNA,マツダスタジアム 18:00,,勝：フランスア 敗：パットン
,楽天 4 - 5 オリックス,楽天生命パーク 18:00,,勝：山岡 敗：青山
,西武 0 - 2 ソフトバンク,メットライフ 18:00,,勝：千賀 敗：多和田
4/20（土）,中日 3 - 5 ヤクルト,ナゴヤドーム 14:00,,勝：五十嵐 敗：鈴木博
,阪神 0 - 2 巨人,甲子園 14:00,,勝：ヤングマン 敗：岩貞
,広島 9 - 2 DeNA,マツダスタジアム 14:00,,勝：床田 敗：井納
,楽天 5 - 3 オリックス,楽天生命パーク 14:00,,勝：美馬 敗：東明
,西武 6 - 4 ソフトバンク,メットライフ 14:00,,勝：今井 敗：スアレス
,ロッテ 3 - 1 日本ハム,ZOZOマリン 14:00,,勝：ボルシンガー 敗：上沢
4/21（日）,中日 7 - 5 ヤクルト,ナゴヤドーム 14:00,,勝：佐藤 敗：高梨
,阪神 0 - 3 巨人,甲子園 14:00,,勝：メルセデス 敗：西
,広島 7 - 4 DeNA,マツダスタジアム 13:30,,勝：ジョンソン 敗：国吉
,楽天 7 - 3 オリックス,楽天生命パーク 13:00,,勝：釜田 敗：松葉
,西武 5 - 16 ソフトバンク,メットライフ 13:00,,勝：高橋礼 敗：髙橋光
,ロッテ 1 - 2 日本ハム,ZOZOマリン 14:00,,勝：有原 敗：石川
4/22（月）,ソフトバンク 3 - 1 オリックス,東京ドーム 18:00,,勝：泉 敗：吉田一
4/23（火）,ヤクルト 0 - 9 巨人,神　宮 18:00,,勝：山口 敗：原
,DeNA 3 - 8 阪神,横　浜 18:00,,勝：青柳 敗：上茶谷
,広島 3 - 2 中日,マツダスタジアム 18:00,,勝：中﨑 敗：R.マルティネス
,日本ハム 1 - 4 楽天,札幌ドーム 18:00,,勝：ハーマン 敗：秋吉
,ロッテ 9 - 9 西武,ZOZOマリン 18:15,,分：チェン・グァンユウ 分：佐野
4/24（水）,ヤクルト 2 - 7 巨人,神　宮 18:00,,勝：髙橋 敗：ブキャナン
,DeNA 1 - 3 阪神,横　浜 18:00,,勝：才木 敗：大貫
,広島 5 - 0 中日,マツダスタジアム 18:00,,勝：野村 敗：山井
,日本ハム 15 - 5 楽天,札幌ドーム 18:00,,勝：ロドリゲス 敗：福井
,ロッテ 1 - 4 西武,ZOZOマリン 18:15,,勝：本田 敗：岩下
,ソフトバンク 2 - 3 オリックス,ヤフオクドーム 18:00,,勝：近藤 敗：森
4/25（木）,ヤクルト 11 - 2 巨人,神　宮 18:00,,勝：スアレス 敗：菅野
,DeNA 3 - 5 阪神,横　浜 18:00,,勝：ジョンソン 敗：山﨑
,広島 2 - 0 中日,マツダスタジアム 18:00,,勝：大瀬良 敗：ロドリゲス
,日本ハム 6 - 5 楽天,札幌ドーム 18:00,,勝：堀 敗：青山
,ロッテ 8 - 9 西武,ZOZOマリン 18:15,,勝：増田 敗：唐川
,ソフトバンク 3 - 0 オリックス,ヤフオクドーム 18:00,,勝：森 敗：山﨑福
4/26（金）,,,,
4/27（土）,巨人 5 - 4 DeNA,東京ドーム 14:00,,勝：メルセデス 敗：井納
,ヤクルト 0 - 2 広島,神　宮 18:00,,勝：床田 敗：小川
,中日 5 - 4 阪神,ナゴヤドーム 14:00,,勝：又吉 敗：西
,日本ハム 1 - 5 ソフトバンク,札幌ドーム 14:00,,勝：千賀 敗：上原
,楽天 5 - 6 ロッテ,楽天生命パーク 13:00,,勝：唐川 敗：松井
,オリックス 7 - 11 西武,京セラD大阪 13:00,,勝：平井 敗：澤田
4/28（日）,巨人 7 - 2 DeNA,東京ドーム 14:00,,勝：今村 敗：京山
,ヤクルト 4 - 2 広島,神　宮 18:00,,勝：高梨 敗：ジョンソン
,中日 2 - 4 阪神,ナゴヤドーム 14:00,,勝：藤川 敗：田島
,日本ハム 4 - 0 ソフトバンク,札幌ドーム 14:00,,勝：有原 敗：ミランダ
,楽天 8 - 10 ロッテ,楽天生命パーク 13:00,,勝：松永 敗：安樂
,オリックス 2 - 4 西武,京セラD大阪 13:00,,勝：今井 敗：近藤
4/29（月）,巨人 3 - 5 DeNA,東京ドーム 14:00,,勝：国吉 敗：宮國
,ヤクルト 7 - 4 広島,神　宮 18:00,,勝：五十嵐 敗：九里
,中日 0 - 2 阪神,ナゴヤドーム 14:00,,勝：青柳 敗：阿知羅
,日本ハム 6 - 9 ソフトバンク,札幌ドーム 14:00,,勝：泉 敗：加藤
,楽天 2 - 4 ロッテ,楽天生命パーク 13:00,,勝：種市 敗：近藤
,オリックス 5 - 3 西武,京セラD大阪 13:00,,勝：澤田 敗：小川
4/30（火）,巨人 1 - 3 中日,東京ドーム 13:00,,勝：大野雄 敗：髙橋
,DeNA 8 - 9 ヤクルト,横　浜 14:00,,勝：五十嵐 敗：エスコバー
,阪神 8 - 3 広島,甲子園 18:00,,勝：秋山 敗：アドゥワ
