月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ロッテ 5 - 3 楽天,QVCマリン 18:30,,勝：二　木 敗：釜　田
,オリックス 3 - 2 ソフトバンク,京セラD大阪 18:00,,勝：比　嘉 敗：バリオス
8/11（木）,巨人 4 - 5 DeNA,東京ドーム 14:00,,勝：ペトリック 敗：今　村
,中日 2 - 8 ヤクルト,ナゴヤドーム 15:00,,勝：杉　浦 敗：伊　藤
,広島 5 - 3 阪神,マツダスタジアム 18:00,,勝：薮　田 敗：藤　浪
,日本ハム 0 - 2 西武,札幌ドーム 14:00,,勝：多和田 敗：増　井
,ロッテ 4 - 0 楽天,QVCマリン 17:00,,勝：唐　川 敗：美　馬
,オリックス 4 - 3 ソフトバンク,京セラD大阪 13:00,,勝：金子千尋 敗：東　浜
8/12（金）,ヤクルト 5 - 4 巨人,神　宮 18:00,,勝：ルーキ 敗：高　木
,DeNA 2 - 3 広島,横　浜 18:00,,勝：ジャクソン 敗：山﨑康
,阪神 4 - 2 中日,京セラD大阪 18:00,,勝：メッセンジャー 敗：バルデス
,楽天 4 - 3 日本ハム,Koboスタ宮城 18:00,,勝：福　山 敗：鍵　谷
,西武 8 - 3 オリックス,西武プリンス 18:00,,勝：菊　池 敗：松　葉
,ロッテ 2 - 0 ソフトバンク,QVCマリン 18:30,,勝：石　川 敗：和　田
8/13（土）,ヤクルト 2 - 1 巨人,神　宮 18:00,,勝：山　中 敗：大竹寛
,DeNA 2 - 1 広島,横　浜 18:00,,勝：須　田 敗：薮　田
,阪神 5 - 2 中日,京セラD大阪 18:00,,勝：青　柳 敗：ジョーダン
,楽天 0 - 2 日本ハム,Koboスタ宮城 18:00,,勝：高　梨 敗：則　本
,西武 1 - 9 オリックス,西武プリンス 18:00,,勝：ディクソン 敗：十　亀
,ロッテ 0 - 3 ソフトバンク,QVCマリン 17:00,,勝：千　賀 敗：関　谷
8/14（日）,ヤクルト 2 - 9 巨人,神　宮 18:00,,勝：マイコラス 敗：館　山
,DeNA 2 - 3 広島,横　浜 18:00,,勝：大瀬良 敗：今　永
,阪神 8 - 1 中日,京セラD大阪 18:00,,勝：岩　崎 敗：小笠原
,楽天 1 - 2 日本ハム,Koboスタ宮城 17:00,,勝：加　藤 敗：辛　島
,西武 5 - 1 オリックス,西武プリンス 18:00,,勝：髙橋光 敗：山﨑福
,ロッテ 3 - 2 ソフトバンク,QVCマリン 17:00,,勝：　南 敗：バリオス
8/15（月）,,,,
8/16（火）,ヤクルト 中止 DeNA,神　宮 18:00,,
,中日 0 - 2 巨人,ナゴヤドーム 18:00,,勝：菅　野 敗：吉　見
,阪神 0 - 5 広島,京セラD大阪 18:00,,勝：ジョンソン 敗：能　見
,日本ハム 3 - 2 オリックス,札幌ドーム 18:00,,勝：白　村 敗：海　田
,楽天 ノーゲーム ロッテ,Koboスタ宮城 18:00,,
,ソフトバンク 4 - 6 西武,ヤフオクドーム 18:00,,勝：　岸 敗：武　田
8/17（水）,ヤクルト 9 - 1 DeNA,神　宮 18:00,,勝：小　川 敗：久保康
,中日 3 - 1 巨人,ナゴヤドーム 18:00,,勝：又　吉 敗：内　海
,阪神 2 - 7 広島,京セラD大阪 18:00,,勝：福　井 敗：藤　浪
,日本ハム 4 - 2 オリックス,札幌ドーム 18:00,,勝：鍵　谷 敗：山　田
,楽天 10 - 5 ロッテ,Koboスタ宮城 18:00,,勝：塩　見 敗：スタンリッジ
8/18（木）,ヤクルト 中止 DeNA,神　宮 18:00,,
,中日 2 - 3 巨人,ナゴヤドーム 18:00,,勝：山　口 敗：又　吉
,日本ハム 6 - 1 オリックス,札幌ドーム 18:00,,勝：増　井 敗：松　葉
,楽天 3 - 1 ロッテ,Koboスタ宮城 18:00,,勝：美　馬 敗：唐　川
,ソフトバンク 3 - 6 西武,京セラD大阪 18:00,,勝：多和田 敗：東　浜
8/19（金）,巨人 6 - 3 阪神,東京ドーム 18:00,,勝：田　口 敗：メッセンジャー
,中日 2 - 0 DeNA,ナゴヤドーム 18:00,,勝：ジョーダン 敗：石　田
,広島 6 - 4 ヤクルト,マツダスタジアム 18:00,,勝：大瀬良 敗：ルーキ
,日本ハム 0 - 3 ソフトバンク,札幌ドーム 18:00,,勝：和　田 敗：有　原
,西武 5 - 3 ロッテ,西武プリンス 18:00,,勝：菊　池 敗：石　川
,オリックス 0 - 3 楽天,京セラD大阪 18:00,,勝：安　樂 敗：金子千尋
8/20（土）,巨人 3 - 0 阪神,東京ドーム 14:00,,勝：大竹寛 敗：青　柳
,中日 1 - 2 DeNA,ナゴヤドーム 15:00,,勝：山　口 敗：小笠原
,広島 2 - 0 ヤクルト,マツダスタジアム 18:00,,勝：黒　田 敗：石　川
,日本ハム 2 - 3 ソフトバンク,札幌ドーム 14:00,,勝：千　賀 敗：宮　西
,西武 10 - 4 ロッテ,西武プリンス 18:00,,勝：十　亀 敗：関　谷
,オリックス 11 - 1 楽天,京セラD大阪 14:00,,勝：ディクソン 敗：則　本
8/21（日）,巨人 1 - 4 阪神,東京ドーム 14:00,,勝：松　田 敗：山　口
,中日 3 - 0 DeNA,ナゴヤドーム 14:00,,勝：大　野 敗：今　永
,広島 3 - 0 ヤクルト,マツダスタジアム 18:00,,勝：ヘーゲンズ 敗：山　中
,日本ハム 4 - 2 ソフトバンク,札幌ドーム 14:00,,勝：加　藤 敗：岩　嵜
,西武 7 - 8 ロッテ,西武プリンス 18:00,,勝：涌　井 敗：髙橋光
,オリックス 4 - 4 楽天,京セラD大阪 13:00,,分：赤　間 分：青　山
8/22（月）,,,,
8/23（火）,巨人 1 - 0 広島,東京ドーム 18:00,,勝：澤　村 敗：ジャクソン
,ヤクルト 2 - 3 中日,静　岡 18:00,,勝：吉　見 敗：由　規
,DeNA 3 - 9 阪神,横　浜 18:00,,勝：能　見 敗：井　納
,ロッテ 1 - 4 日本ハム,QVCマリン 18:15,,勝：バース 敗：スタンリッジ
,オリックス 3 - 14 西武,ほっと神戸 18:00,,勝：　岸 敗：　西
,ソフトバンク 2 - 3 楽天,ヤフオクドーム 18:00,,勝：ミコライオ 敗：サファテ
8/24（水）,巨人 3 - 7 広島,東京ドーム 18:00,,勝：福　井 敗：菅　野
,ヤクルト 5 - 2 中日,神　宮 18:00,,勝：小　川 敗：バルデス
,DeNA 1 - 5 阪神,横　浜 18:00,,勝：藤　浪 敗：久保康
,ロッテ 3 - 5 日本ハム,QVCマリン 18:15,,勝：谷　元 敗：　南
,オリックス 2 - 6 西武,ほっと神戸 18:00,,勝：多和田 敗：東　明
,ソフトバンク 5 - 0 楽天,ヤフオクドーム 18:00,,勝：中　田 敗：塩　見
8/25（木）,巨人 4 - 6 広島,東京ドーム 18:00,,勝：一　岡 敗：澤　村
,ヤクルト 10 - 9 中日,神　宮 18:00,,勝：平　井 敗：　福
,DeNA 3 - 9 阪神,横　浜 18:00,,勝：メッセンジャー 敗：ペトリック
,ロッテ 1 - 4 日本ハム,QVCマリン 18:15,,勝：増　井 敗：古　谷
,ソフトバンク 5 - 7 楽天,ヤフオクドーム 18:00,,勝：福　山 敗：スアレス
8/26（金）,DeNA 11 - 5 巨人,横　浜 18:00,,勝：石　田 敗：内　海
,中日 2 - 3 広島,ナゴヤドーム 18:00,,勝：ジャクソン 敗：田　島
,阪神 3 - 5 ヤクルト,甲子園 18:00,,勝：デイビーズ 敗：岩　崎
,楽天 4 - 3 オリックス,Koboスタ宮城 18:00,,勝：ミコライオ 敗：海　田
,西武 7 - 1 日本ハム,県営大宮 18:00,,勝：菊　池 敗：有　原
,ソフトバンク 11 - 3 ロッテ,ヤフオクドーム 18:00,,勝：和　田 敗：石　川
8/27（土）,DeNA 7 - 3 巨人,横　浜 18:00,,勝：山　口 敗：大竹寛
,中日 4 - 11 広島,ナゴヤドーム 15:00,,勝：大瀬良 敗：祖父江
,阪神 2 - 5 ヤクルト,甲子園 18:00,,勝：石　川 敗：青　柳
,楽天 7 - 6 オリックス,Koboスタ宮城 18:00,,勝：青　山 敗：松　葉
,西武 4 - 7 日本ハム,西武プリンス 18:00,,勝：高　梨 敗：髙橋光
,ソフトバンク 14 - 3 ロッテ,ヤフオクドーム 14:00,,勝：千　賀 敗：関　谷
8/28（日）,DeNA 6 - 5 巨人,横　浜 18:00,,勝：田　中 敗：マシソン
,中日 7 - 5 広島,ナゴヤドーム 14:00,,勝：大　野 敗：ヘーゲンズ
,阪神 1 - 3 ヤクルト,甲子園 18:00,,勝：山　中 敗：岩　貞
,楽天 4 - 13 オリックス,Koboスタ宮城 16:00,,勝：山﨑福 敗：辛　島
,西武 4 - 3 日本ハム,西武プリンス 18:00,,勝：ウルフ 敗：加　藤
,ソフトバンク 5 - 7 ロッテ,ヤフオクドーム 13:00,,勝：松　永 敗：スアレス
8/29（月）,,,,
8/30（火）,巨人 5 - 2 ヤクルト,福　井 18:00,,勝：菅　野 敗：杉　浦
,中日 9 - 3 阪神,ナゴヤドーム 18:00,,勝：バルデス 敗：藤　浪
,広島 8 - 2 DeNA,マツダスタジアム 18:00,,勝：ジョンソン 敗：井　納
,日本ハム 2 - 9 楽天,東京ドーム 18:30,,勝：菊　池 敗：バース
,西武 3 - 6 ソフトバンク,西武プリンス 18:00,,勝：武　田 敗：　岸
,ロッテ 4 - 6 オリックス,QVCマリン 18:15,,勝：　西 敗：スタンリッジ
8/31（水）,巨人 0 - 4 ヤクルト,富　山 18:00,,勝：小　川 敗：田　口
,中日 1 - 0 阪神,ナゴヤドーム 18:00,,勝：吉　見 敗：メッセンジャー
,広島 3 - 0 DeNA,マツダスタジアム 18:00,,勝：薮　田 敗：三　嶋
,日本ハム 4 - 13 楽天,東京ドーム 18:30,,勝：塩　見 敗：メンドーサ
,西武 8 - 7 ソフトバンク,西武プリンス 18:00,,勝：大　石 敗：サファテ
,ロッテ 7 - 5 オリックス,QVCマリン 18:15,,勝：高　野 敗：東　明
