月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ソフトバンク 2 - 1 巨人,ヤフオクドーム 18:00,,勝：　森 敗：菅　野
6/11（土）,日本ハム 0 - 3 阪神,札幌ドーム 14:00,,勝：メッセンジャー 敗：吉　川
,楽天 2 - 1 広島,Koboスタ宮城 14:00,,勝：金　刃 敗：ヘーゲンズ
,西武 2 - 4 中日,西武プリンス 14:00,,勝：大　野 敗：小　石
,ロッテ 4 - 2 ヤクルト,QVCマリン 14:00,,勝：スタンリッジ 敗：山　中
,オリックス 0 - 7 DeNA,京セラD大阪 14:00,,勝：今　永 敗：近　藤
,ソフトバンク 8 - 3 巨人,ヤフオクドーム 18:00,,勝：千　賀 敗：今　村
6/12（日）,日本ハム 6 - 0 阪神,札幌ドーム 14:00,,勝：大　谷 敗：岩　崎
,楽天 4 - 3 広島,Koboスタ宮城 13:00,,勝：福　山 敗：中　﨑
,西武 3 - 2 中日,西武プリンス 13:00,,勝：武　隈 敗：山　井
,ロッテ 7 - 1 ヤクルト,QVCマリン 13:00,,勝：唐　川 敗：　原樹
,オリックス 0 - 4 DeNA,京セラD大阪 13:00,,勝：山　口 敗：ディクソン
,ソフトバンク 7 - 5 巨人,ヤフオクドーム 14:00,,勝：武　田 敗：高　木
6/13（月）,,,,
6/14（火）,巨人 1 - 4 楽天,東京ドーム 18:00,,勝：則　本 敗：田　口
,ヤクルト 6 - 4 ソフトバンク,神　宮 18:00,,勝：村　中 敗：スアレス
,DeNA 0 - 4 日本ハム,新　潟 18:00,,勝：有　原 敗：モスコーソ
,中日 2 - 4 ロッテ,岐　阜 18:00,,勝：石　川 敗：バルデス
,阪神 2 - 0 オリックス,甲子園 18:00,,勝：能　見 敗：　西
,広島 3 - 2 西武,マツダスタジアム 18:00,,勝：中　﨑 敗：増　田
6/15（水）,巨人 3 - 2 楽天,東京ドーム 18:00,,勝：マシソン 敗：青　山
,ヤクルト 4 - 6 ソフトバンク,神　宮 18:00,,勝：和　田 敗：古　野
,DeNA 2 - 3 日本ハム,横　浜 18:00,,勝：増　井 敗：三　上
,中日 2 - 6 ロッテ,ナゴヤドーム 18:00,,勝：関　谷 敗：若　松
,阪神 1 - 5 オリックス,甲子園 18:00,,勝：吉田一 敗：髙　橋
,広島 6 - 2 西武,マツダスタジアム 18:00,,勝：ジョンソン 敗：武　隈
6/16（木）,巨人 10 - 7 楽天,東京ドーム 18:00,,勝：マシソン 敗：青　山
,ヤクルト 3 - 12 ソフトバンク,神　宮 18:00,,勝：東　浜 敗：小　川
,DeNA 中止 日本ハム,横　浜 18:00,,
,中日 1 - 3 ロッテ,ナゴヤドーム 18:00,,勝：二　木 敗：小笠原
,阪神 中止 オリックス,甲子園 18:00,,
,広島 6 - 0 西武,マツダスタジアム 18:00,,勝：野　村 敗：バンヘッケン
6/17（金）,巨人 1 - 5 ロッテ,東京ドーム 18:00,,勝：涌　井 敗：菅　野
,ヤクルト 5 - 1 西武,神　宮 18:00,,勝：山　中 敗：　岸
,DeNA 5 - 8 楽天,横　浜 18:00,,勝：塩　見 敗：久保康
,中日 1 - 0 日本ハム,ナゴヤドーム 18:00,,勝：ジョーダン 敗：メンドーサ
,阪神 3 - 2 ソフトバンク,甲子園 18:00,,勝：ドリス 敗：サファテ
,広島 6 - 4 オリックス,マツダスタジアム 18:00,,勝：ヘーゲンズ 敗：比　嘉
6/18（土）,巨人 2 - 6 ロッテ,東京ドーム 14:00,,勝：スタンリッジ 敗：小　山
,ヤクルト 5 - 4 西武,神　宮 14:00,,勝：ルーキ 敗：野　上
,DeNA 3 - 6 楽天,横　浜 14:00,,勝：釜　田 敗：今　永
,中日 3 - 2 日本ハム,ナゴヤドーム 15:00,,勝：大　野 敗：吉　川
,阪神 0 - 1 ソフトバンク,甲子園 14:00,,勝：千　賀 敗：メッセンジャー
,広島 4 - 3 オリックス,マツダスタジアム 14:00,,勝：今　村 敗：平　野
6/19（日）,巨人 5 - 1 ロッテ,東京ドーム 14:00,,勝：宮　國 敗：唐　川
,ヤクルト 5 - 7 西武,神　宮 13:00,,勝：多和田 敗：村　中
,DeNA 3 - 5 楽天,横　浜 14:00,,勝：戸　村 敗：山　口
,中日 2 - 3 日本ハム,ナゴヤドーム 14:00,,勝：大　谷 敗：吉　見
,阪神 4 - 8 ソフトバンク,甲子園 14:00,,勝：武　田 敗：岩　貞
,広島 5 - 4 オリックス,マツダスタジアム 13:30,,勝：ジャクソン 敗：山﨑福
6/20（月）,DeNA 2 - 5 日本ハム,横　浜 18:00,,勝：バース 敗：砂　田
,阪神 2 - 0 オリックス,甲子園 18:00,,勝：藤　川 敗：佐藤達
6/21（火）,,,,
6/22（水）,,,,
6/23（木）,,,,
6/24（金）,ヤクルト 5 - 1 中日,神　宮 18:00,,勝：小　川 敗：若　松
,DeNA 12 - 6 巨人,横　浜 18:00,,勝：井　納 敗：菅　野
,広島 4 - 2 阪神,マツダスタジアム 18:00,,勝：ジャクソン 敗：藤　川
,楽天 3 - 6 ソフトバンク,Koboスタ宮城 18:00,,勝：和　田 敗：則　本
,西武 6 - 7 ロッテ,前　橋 18:00,,勝：石　川 敗：髙橋光
,オリックス 中止 日本ハム,ほっと神戸 18:00,,
6/25（土）,ヤクルト 13 - 9 中日,神　宮 14:00,,勝：デイビーズ 敗：ジョーダン
,DeNA 7 - 6 巨人,横　浜 14:00,,勝：ザガースキー 敗：マシソン
,広島 4 - 2 阪神,マツダスタジアム 14:00,,勝：岡　田 敗：能　見
,楽天 4 - 2 ソフトバンク,Koboスタ宮城 14:00,,勝：金　刃 敗：東　浜
,西武 10 - 9 ロッテ,西武プリンス 18:00,,勝：武　隈 敗：　南
,オリックス 8 - 10 日本ハム,ほっと神戸 14:00,,勝：有　原 敗：松　葉
6/26（日）,ヤクルト 5 - 4 中日,神　宮 13:00,,勝：村　中 敗：小　川
,DeNA 4 - 9 巨人,横　浜 13:00,,勝：内　海 敗：モスコーソ
,広島 4 - 3 阪神,マツダスタジアム 13:30,,勝：オスカル 敗：岩　貞
,楽天 1 - 5 ソフトバンク,Koboスタ宮城 14:00,,勝：中　田 敗：戸　村
,西武 4 - 10 ロッテ,西武プリンス 13:00,,勝：スタンリッジ 敗：多和田
,オリックス 0 - 6 日本ハム,京セラD大阪 13:00,,勝：大　谷 敗：ディクソン
6/27（月）,日本ハム 8 - 7 西武,札幌ドーム 18:00,,勝：白　村 敗：　岸
,ソフトバンク 6 - 9 ロッテ,東京ドーム 18:00,,勝：涌　井 敗：武　田
6/28（火）,巨人 0 - 5 中日,東京ドーム 18:00,,勝：大　野 敗：田　口
,阪神 5 - 3 DeNA,甲子園 18:00,,勝：メッセンジャー 敗：山　口
,広島 3 - 2 ヤクルト,三　次 18:00,,勝：野　村 敗：山　中
,日本ハム 3 - 0 西武,札幌ドーム 18:00,,勝：吉　川 敗：ポーリーノ
,オリックス 3 - 2 楽天,那　覇 18:30,,勝：　西 敗：塩　見
6/29（水）,巨人 3 - 2 中日,東京ドーム 18:00,,勝：宮　國 敗：又　吉
,阪神 中止 DeNA,甲子園 18:00,,
,広島 8 - 1 ヤクルト,マツダスタジアム 18:00,,勝：黒　田 敗：　原樹
,日本ハム 5 - 3 西武,札幌ドーム 18:00,,勝：宮　西 敗：十　亀
,オリックス 3 - 5 楽天,那　覇 18:30,,勝：釜　田 敗：東　明
,ソフトバンク 7 - 6 ロッテ,ヤフオクドーム 18:00,,勝：　森 敗：西　野
6/30（木）,巨人 1 - 3 中日,東京ドーム 18:00,,勝：若　松 敗：澤　村
,阪神 0 - 3 DeNA,甲子園 18:00,,勝：久保康 敗：岩　崎
,広島 2 - 5 ヤクルト,マツダスタジアム 18:00,,勝：村　中 敗：中村恭
,ソフトバンク 2 - 1 ロッテ,ヤフオクドーム 18:00,,勝：岩　嵜 敗：唐　川
