月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,オリックス 5 - 2 日本ハム,ほっと神戸 18:00,,勝：金田 敗：有原
,ソフトバンク 7 - 0 西武,ヤフオクドーム 18:00,,勝：バンデンハーク 敗：ウルフ
8/23（水）,ヤクルト 4 - 7 阪神,神　宮 18:00,,勝：藤川 敗：原樹
,DeNA 7 - 6 広島,横　浜 18:00,,勝：エスコバー 敗：中田
,中日 4 - 1 巨人,ナゴヤドーム 18:00,,勝：大野 敗：内海
,ロッテ 5 - 3 楽天,ZOZOマリン 18:15,,勝：スタンリッジ 敗：美馬
,オリックス 2 - 3 日本ハム,ほっと神戸 18:00,,勝：高梨 敗：小林
,ソフトバンク 9 - 0 西武,ヤフオクドーム 18:00,,勝：石川 敗：岡本
8/24（木）,ヤクルト 3 - 6 阪神,神　宮 18:00,,勝：秋山 敗：星
,DeNA 5 - 4 広島,横　浜 18:00,,勝：山﨑康 敗：中﨑
,ロッテ 2 - 1 楽天,ZOZOマリン 18:15,,勝：関谷 敗：安樂
,ソフトバンク 10 - 1 西武,ヤフオクドーム 18:00,,勝：中田 敗：菊池
8/25（金）,巨人 6 - 3 阪神,東京ドーム 18:00,,勝：田口 敗：青柳
,ヤクルト 6 - 8 DeNA,神　宮 18:00,,勝：井納 敗：ブキャナン
,広島 9 - 1 中日,マツダスタジアム 18:00,,勝：ジョンソン 敗：バルデス
,楽天 3 - 5 日本ハム,Koboパーク宮城 18:00,,勝：増井 敗：久保
,西武 8 - 0 オリックス,県営大宮 18:00,,勝：野上 敗：ディクソン
,ソフトバンク 3 - 10 ロッテ,ヤフオクドーム 18:00,,勝：酒居 敗：東浜
8/26（土）,巨人 4 - 8 阪神,東京ドーム 18:00,,勝：能見 敗：谷岡
,ヤクルト 5 - 4 DeNA,神　宮 18:00,,勝：小川 敗：尾仲
,広島 6 - 2 中日,マツダスタジアム 18:00,,勝：薮田 敗：小熊
,楽天 4 - 5 日本ハム,Koboパーク宮城 16:00,,勝：加藤 敗：則本
,西武 0 - 9 オリックス,メットライフ 18:00,,勝：山岡 敗：多和田
,ソフトバンク 3 - 6 ロッテ,ヤフオクドーム 18:00,,勝：涌井 敗：千賀
8/27（日）,巨人 6 - 0 阪神,東京ドーム 14:00,,勝：畠 敗：藤浪
,ヤクルト 3 - 7 DeNA,神　宮 18:00,,勝：濵口 敗：山中
,広島 5 - 6 中日,マツダスタジアム 18:00,,勝：小笠原 敗：岡田
,楽天 2 - 5 日本ハム,Koboパーク宮城 16:00,,勝：上沢 敗：釜田
,西武 9 - 10 オリックス,メットライフ 18:00,,勝：黒木 敗：シュリッター
,ソフトバンク 3 - 0 ロッテ,ヤフオクドーム 13:00,,勝：和田 敗：二木
8/28（月）,,,,
8/29（火）,巨人 1 - 2 広島,東京ドーム 18:00,,勝：野村 敗：マイコラス
,中日 7 - 6 DeNA,ナゴヤドーム 18:00,,勝：又吉 敗：エスコバー
,阪神 3 - 0 ヤクルト,甲子園 18:00,,勝：小野 敗：石川
,日本ハム 中止 ソフトバンク,旭　川 18:00,,
,楽天 1 - 3 西武,Koboパーク宮城 18:00,,勝：十亀 敗：塩見
,ロッテ 6 - 2 オリックス,ZOZOマリン 18:15,,勝：唐川 敗：山田
8/30（水）,巨人 6 - 4 広島,東京ドーム 18:00,,勝：田原 敗：大瀬良
,中日 3 - 6 DeNA,ナゴヤドーム 18:00,,勝：飯塚 敗：大野
,阪神 4 - 3 ヤクルト,甲子園 18:00,,勝：髙橋 敗：近藤
,日本ハム 3 - 1 ソフトバンク,旭　川 18:00,,勝：有原 敗：バンデンハーク
,楽天 8 - 8 西武,Koboパーク宮城 18:00,,分：濱矢 分：野田
,ロッテ 2 - 7 オリックス,ZOZOマリン 18:15,,勝：金子千尋 敗：南
8/31（木）,巨人 3 - 1 広島,東京ドーム 18:00,,勝：田口 敗：中村祐
,中日 4 - 2 DeNA,ナゴヤドーム 18:00,,勝：山井 敗：今永
,阪神 1 - 0 ヤクルト,甲子園 18:00,,勝：秋山 敗：ブキャナン
,日本ハム 3 - 4 ソフトバンク,札幌ドーム 18:00,,勝：石川 敗：大谷
,楽天 2 - 6 西武,Koboパーク宮城 18:00,,勝：菊池 敗：安樂
,ロッテ 4 - 14 オリックス,ZOZOマリン 19:00,,勝：山本 敗：関谷
