月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ヤクルト 7 - 3 オリックス,神　宮 14:00,,勝：カラシティー 敗：ディクソン
,DeNA 4 - 3 日本ハム,横　浜 14:00,,勝：エスコバー 敗：西村
,中日 3 - 0 ソフトバンク,ナゴヤドーム 14:00,,勝：ガルシア 敗：バンデンハーク
,阪神 3 - 2 ロッテ,甲子園 14:00,,勝：能見 敗：南
,広島 2 - 1 楽天,マツダスタジアム 14:00,,勝：ジョンソン 敗：則本
6/10（日）,巨人 3 - 2 西武,東京ドーム 14:00,,勝：カミネロ 敗：増田
,ヤクルト 9 - 5 オリックス,神　宮 13:00,,勝：小川 敗：田嶋
,DeNA 6 - 3 日本ハム,横　浜 13:00,,勝：今永 敗：加藤
,中日 2 - 5 ソフトバンク,ナゴヤドーム 14:00,,勝：中田 敗：大野雄
,阪神 2 - 3 ロッテ,甲子園 14:00,,勝：ボルシンガー 敗：髙橋遥
,広島 3 - 0 楽天,マツダスタジアム 13:30,,勝：今村 敗：美馬
6/11（月）,阪神 中止 ロッテ,甲子園 18:00,,
6/12（火）,日本ハム 5 - 10 阪神,札幌ドーム 18:00,,勝：メッセンジャー 敗：斎藤佑樹
,楽天 5 - 1 中日,楽天生命パーク 18:00,,勝：古川 敗：山井
,西武 1 - 3 ヤクルト,県営大宮 18:00,,勝：石川 敗：カスティーヨ
,ロッテ 3 - 0 DeNA,ZOZOマリン 18:15,,勝：石川 敗：ウィーランド
,オリックス 4 - 1 広島,京セラD大阪 18:00,,勝：アルバース 敗：福井
,ソフトバンク 2 - 8 巨人,ヤフオクドーム 18:00,,勝：山口俊 敗：武田
6/13（水）,日本ハム 8 - 7 阪神,札幌ドーム 18:00,,勝：上沢 敗：尾仲
,楽天 3 - 6 中日,楽天生命パーク 18:00,,勝：小笠原 敗：近藤
,西武 7 - 4 ヤクルト,メットライフ 18:00,,勝：今井 敗：ブキャナン
,ロッテ 6 - 1 DeNA,ZOZOマリン 18:15,,勝：有吉 敗：バリオス
,オリックス 12 - 5 広島,京セラD大阪 18:00,,勝：近藤 敗：岡田
,ソフトバンク 4 - 2 巨人,ヤフオクドーム 18:00,,勝：攝津 敗：今村
6/14（木）,日本ハム 11 - 3 阪神,札幌ドーム 18:00,,勝：マルティネス 敗：秋山
,楽天 4 - 0 中日,楽天生命パーク 18:00,,勝：岸 敗：吉見
,西武 4 - 6 ヤクルト,メットライフ 18:00,,勝：近藤 敗：増田
,ロッテ 1 - 4 DeNA,ZOZOマリン 18:15,,勝：パットン 敗：田中
,オリックス 8 - 2 広島,京セラD大阪 18:00,,勝：金子千尋 敗：フランスア
,ソフトバンク 4 - 6 巨人,ヤフオクドーム 18:00,,勝：鍬原 敗：石川
6/15（金）,日本ハム 11 - 4 ヤクルト,札幌ドーム 18:00,,勝：宮西 敗：風張
,楽天 0 - 4 阪神,楽天生命パーク 18:00,,勝：藤浪 敗：辛島
,西武 3 - 2 中日,メットライフ 18:00,,勝：大石 敗：鈴木博
,ロッテ 0 - 5 巨人,ZOZOマリン 18:15,,勝：菅野 敗：涌井
,オリックス 7 - 3 DeNA,京セラD大阪 18:00,,勝：西 敗：東
,ソフトバンク 8 - 0 広島,ヤフオクドーム 18:00,,勝：千賀 敗：大瀬良
6/16（土）,日本ハム 2 - 1 ヤクルト,札幌ドーム 14:00,,勝：トンキン 敗：中尾
,楽天 1 - 2 阪神,楽天生命パーク 14:00,,勝：桑原 敗：則本
,西武 9 - 2 中日,メットライフ 14:00,,勝：カスティーヨ 敗：ガルシア
,ロッテ 1 - 0 巨人,ZOZOマリン 14:00,,勝：ボルシンガー 敗：田口
,オリックス 0 - 1 DeNA,京セラD大阪 14:00,,勝：三嶋 敗：近藤
,ソフトバンク 6 - 2 広島,ヤフオクドーム 14:00,,勝：バンデンハーク 敗：今村
6/17（日）,日本ハム 1 - 5 ヤクルト,札幌ドーム 14:00,,勝：小川 敗：加藤
,楽天 8 - 0 阪神,楽天生命パーク 13:00,,勝：美馬 敗：才木
,西武 3 - 11 中日,メットライフ 13:00,,勝：藤嶋 敗：榎田
,ロッテ 2 - 1 巨人,ZOZOマリン 14:00,,勝：南 敗：カミネロ
,オリックス 7 - 1 DeNA,京セラD大阪 13:00,,勝：田嶋 敗：今永
,ソフトバンク 4 - 13 広島,ヤフオクドーム 13:00,,勝：九里 敗：中田
6/18（月）,DeNA 4 - 2 西武,横　浜 18:00,,勝：飯塚 敗：多和田
,広島 2 - 6 日本ハム,マツダスタジアム 18:00,,勝：上原 敗：福井
6/19（火）,ヤクルト 4 - 5 ソフトバンク,神　宮 18:00,,勝：加治屋 敗：近藤
,DeNA 1 - 7 楽天,横　浜 18:00,,勝：古川 敗：バリオス
,阪神 1 - 3 ロッテ,甲子園 18:00,,勝：石川 敗：メッセンジャー
6/20（水）,阪神 中止 オリックス,甲子園 18:00,,
6/21（木）,阪神 3 - 3 オリックス,甲子園 18:00,,分：岩崎 分：比嘉
6/22（金）,巨人 8 - 5 ヤクルト,東京ドーム 18:00,,勝：菅野 敗：山田大
,中日 4 - 3 DeNA,ナゴヤドーム 18:00,,勝：鈴木博 敗：三嶋
,阪神 3 - 5 広島,甲子園 18:00,,勝：大瀬良 敗：秋山
,楽天 7 - 8 日本ハム,楽天生命パーク 18:00,,勝：公文 敗：小野
,ロッテ 1 - 5 西武,ZOZOマリン 18:15,,勝：菊池 敗：涌井
,オリックス 3 - 5 ソフトバンク,ほっと神戸 18:00,,勝：モイネロ 敗：近藤
6/23（土）,巨人 7 - 1 ヤクルト,東京ドーム 14:00,,勝：山口俊 敗：ハフ
,中日 5 - 3 DeNA,ナゴヤドーム 14:00,,勝：ガルシア 敗：東
,阪神 3 - 11 広島,甲子園 14:00,,勝：野村 敗：岩貞
,楽天 3 - 2 日本ハム,楽天生命パーク 14:00,,勝：岸 敗：高梨
,ロッテ 4 - 3 西武,ZOZOマリン 14:00,,勝：ボルシンガー 敗：今井
,オリックス 中止 ソフトバンク,ほっと神戸 14:00,,
6/24（日）,巨人 2 - 3 ヤクルト,東京ドーム 14:00,,勝：小川 敗：今村
,中日 1 - 6 DeNA,ナゴヤドーム 14:00,,勝：パットン 敗：田島
,阪神 6 - 11 広島,甲子園 14:00,,勝：アドゥワ 敗：ドリス
,楽天 6 - 5 日本ハム,楽天生命パーク 13:00,,勝：宋家豪 敗：石川直
,ロッテ 6 - 8 西武,ZOZOマリン 14:00,,勝：榎田 敗：酒居
,オリックス 4 - 5 ソフトバンク,京セラD大阪 13:00,,勝：嘉弥真 敗：比嘉
6/25（月）,,,,
6/26（火）,ヤクルト 9 - 1 中日,神　宮 18:00,,勝：ブキャナン 敗：小笠原
,DeNA 0 - 4 阪神,横　浜 18:00,,勝：メッセンジャー 敗：バリオス
,広島 14 - 5 巨人,マツダスタジアム 18:00,,勝：フランスア 敗：鍬原
,日本ハム 5 - 0 ソフトバンク,那　覇 18:30,,勝：上沢 敗：千賀
,西武 2 - 4 オリックス,メットライフ 18:00,,勝：アルバース 敗：十亀
,ロッテ 4 - 1 楽天,ZOZOマリン 18:15,,勝：石川 敗：古川
6/27（水）,ヤクルト 7 - 2 中日,神　宮 18:00,,勝：カラシティー 敗：藤嶋
,DeNA 6 - 16 阪神,横　浜 18:00,,勝：藤浪 敗：飯塚
,広島 8 - 6 巨人,マツダスタジアム 18:00,,勝：九里 敗：田口
,日本ハム 3 - 2 ソフトバンク,那　覇 18:30,,勝：石川直 敗：森
,西武 3 - 3 オリックス,メットライフ 18:00,,分：平井 分：比嘉
,ロッテ 4 - 3 楽天,ZOZOマリン 18:15,,勝：有吉 敗：則本
6/28（木）,ヤクルト 9 - 6 中日,神　宮 18:00,,勝：原 敗：田島
,DeNA 2 - 3 阪神,横　浜 18:00,,勝：能見 敗：山﨑
,広島 4 - 2 巨人,マツダスタジアム 18:00,,勝：高橋昂 敗：菅野
,西武 14 - 11 オリックス,メットライフ 18:00,,勝：多和田 敗：山岡
6/29（金）,ヤクルト 10 - 9 阪神,神　宮 18:00,,勝：中尾 敗：伊藤和
,DeNA 5 - 4 広島,横　浜 18:00,,勝：山﨑 敗：アドゥワ
,中日 4 - 3 巨人,ナゴヤドーム 18:00,,勝：又吉 敗：澤村
,日本ハム 1 - 2 オリックス,札幌ドーム 18:00,,勝：西 敗：マルティネス
,西武 1 - 15 楽天,メットライフ 18:00,,勝：塩見 敗：菊池
,ソフトバンク 6 - 5 ロッテ,ヤフオクドーム 18:00,,勝：嘉弥真 敗：内
6/30（土）,ヤクルト 7 - 15 阪神,神　宮 17:00,,勝：才木 敗：ハフ
,DeNA 2 - 1 広島,横　浜 14:00,,勝：東 敗：野村
,中日 2 - 5 巨人,ナゴヤドーム 14:00,,勝：内海 敗：ガルシア
,日本ハム 5 - 2 オリックス,札幌ドーム 14:00,,勝：高梨 敗：山﨑福
,西武 1 - 9 楽天,メットライフ 14:00,,勝：岸 敗：今井
,ソフトバンク 2 - 5 ロッテ,ヤフオクドーム 14:00,,勝：ボルシンガー 敗：石川
