月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,中日 2 - 7 巨人,ナゴヤドーム 14:00,,勝：戸　根 敗：ネイラー
,阪神 7 - 8 広島,甲子園 14:00,,勝：福　井 敗：藤　川
,楽天 1 - 0 日本ハム,Koboスタ宮城 13:00,,勝：釜　田 敗：大　谷
,ロッテ 4 - 2 西武,QVCマリン 13:00,,勝：スタンリッジ 敗：バンヘッケン
,ソフトバンク 10 - 0 オリックス,熊　本 13:00,,勝：武　田 敗：　西
4/11（月）,,,,
4/12（火）,ヤクルト 6 - 2 巨人,神　宮 18:00,,勝：成　瀬 敗：ポレダ
,阪神 4 - 3 DeNA,甲子園 18:00,,勝：藤　浪 敗：久保康
,広島 3 - 1 中日,呉 18:00,,勝：野　村 敗：若　松
,楽天 1 - 7 ロッテ,Koboスタ宮城 13:00,,勝：二　木 敗：辛　島
,西武 1 - 4 ソフトバンク,西武プリンス 18:00,,勝：和　田 敗：　岸
,オリックス 0 - 4 日本ハム,京セラD大阪 18:00,,勝：吉　川 敗：ディクソン
4/13（水）,ヤクルト 0 - 8 巨人,神　宮 18:00,,勝：菅　野 敗：館　山
,阪神 中止 DeNA,甲子園 18:00,,
,広島 中止 中日,マツダスタジアム 18:00,,
,楽天 4 - 5 ロッテ,Koboスタ宮城 18:00,,勝：益　田 敗：戸　村
,西武 1 - 5 ソフトバンク,県営大宮 18:00,,勝：千　賀 敗：野　上
,オリックス 4 - 3 日本ハム,京セラD大阪 18:00,,勝：平　野 敗：高　梨
4/14（木）,ヤクルト 6 - 4 巨人,神　宮 18:00,,勝：ルーキ 敗：山　口
,阪神 5 - 2 DeNA,甲子園 18:00,,勝：メッセンジャー 敗：今　永
,広島 10 - 1 中日,マツダスタジアム 18:00,,勝：ジョンソン 敗：小　熊
,楽天 2 - 9 ロッテ,Koboスタ宮城 18:00,,勝：涌　井 敗：ブリガム
,オリックス 1 - 0 日本ハム,京セラD大阪 18:00,,勝：山﨑福 敗：バース
4/15（金）,中日 6 - 0 阪神,ナゴヤドーム 18:00,,勝：ジョーダン 敗：能　見
,日本ハム 13 - 3 ロッテ,札幌ドーム 18:00,,勝：メンドーサ 敗：古　谷
,オリックス 7 - 4 西武,京セラD大阪 18:00,,勝：近　藤 敗：菊　池
,ソフトバンク 3 - 2 楽天,ヤフオクドーム 18:00,,勝：東　浜 敗：則　本
4/16（土）,巨人 6 - 5 広島,東京ドーム 14:00,,勝：田原誠 敗：黒　田
,ヤクルト 4 - 0 DeNA,松　山 13:00,,勝：石　川 敗：井　納
,中日 4 - 3 阪神,ナゴヤドーム 15:00,,勝：福　谷 敗：マテオ
,日本ハム 8 - 2 ロッテ,札幌ドーム 14:00,,勝：加　藤 敗：大嶺祐
,オリックス 4 - 7 西武,ほっと神戸 14:00,,勝：牧　田 敗：金子千尋
,ソフトバンク 中止 楽天,ヤフオクドーム 14:00,,
4/17（日）,巨人 2 - 1 広島,東京ドーム 14:00,,勝：マシソン 敗：ジャクソン
,ヤクルト 5 - 4 DeNA,松　山 13:00,,勝：松　岡 敗：山﨑康
,中日 4 - 2 阪神,ナゴヤドーム 14:00,,勝：又　吉 敗：高　宮
,日本ハム 3 - 5 ロッテ,札幌ドーム 14:00,,勝：西　野 敗：増　井
,オリックス 5 - 2 西武,ほっと神戸 13:00,,勝：　西 敗：バンヘッケン
,ソフトバンク 9 - 7 楽天,ヤフオクドーム 13:00,,勝：　森 敗：戸　村
4/18（月）,,,,
4/19（火）,巨人 中止 中日,熊　本 18:00,,
,DeNA 4 - 6 広島,横　浜 18:00,,勝：中　田 敗：ペトリック
,阪神 8 - 4 ヤクルト,甲子園 18:00,,勝：髙　橋 敗：ペレス
,日本ハム 1 - 0 西武,札幌ドーム 18:00,,勝：吉　川 敗：　岸
,楽天 2 - 3 オリックス,東京ドーム 18:00,,勝：塚　原 敗：戸　村
,ロッテ 1 - 2 ソフトバンク,QVCマリン 18:15,,勝：バンデンハーク 敗：石　川
4/20（水）,巨人 中止 中日,鹿児島 18:00,,
,DeNA 10 - 0 広島,横　浜 18:00,,勝：モスコーソ 敗：ジョンソン
,阪神 1 - 5 ヤクルト,甲子園 18:00,,勝：山　中 敗：守　屋
,日本ハム 2 - 9 西武,札幌ドーム 18:00,,勝：野　上 敗：中　村
,楽天 4 - 3 オリックス,Koboスタ宮城 18:00,,勝：濱　矢 敗：塚　原
,ロッテ 0 - 5 ソフトバンク,QVCマリン 18:15,,勝：和　田 敗：二　木
4/21（木）,阪神 中止 ヤクルト,倉　敷 18:00,,
,日本ハム 4 - 3 西武,札幌ドーム 18:00,,勝：バース 敗：菊　池
,楽天 ノーゲーム オリックス,Koboスタ宮城 18:00,,
,ロッテ 中止 ソフトバンク,QVCマリン 18:15,,
4/22（金）,巨人 1 - 1 DeNA,東京ドーム 18:00,,分：田原誠 分：山﨑康
,中日 11 - 6 ヤクルト,ナゴヤドーム 18:00,,勝：若　松 敗：石　川
,広島 9 - 12 阪神,マツダスタジアム 18:00,,勝：メッセンジャー 敗：横　山
,西武 7 - 8 楽天,西武プリンス 18:00,,勝：濱　矢 敗：増　田
4/23（土）,巨人 0 - 3 DeNA,東京ドーム 18:00,,勝：井　納 敗：田原誠
,中日 5 - 7 ヤクルト,ナゴヤドーム 15:00,,勝：ペレス 敗：岩　瀬
,広島 3 - 2 阪神,マツダスタジアム 14:00,,勝：黒　田 敗：岩　貞
,西武 8 - 8 楽天,西武プリンス 14:00,,分：牧　田 分：戸　村
,ロッテ 4 - 3 オリックス,QVCマリン 14:00,,勝：西　野 敗：平　野
,ソフトバンク 2 - 4 日本ハム,ヤフオクドーム 18:00,,勝：谷　元 敗：　森
4/24（日）,巨人 3 - 0 DeNA,東京ドーム 14:00,,勝：今　村 敗：山　口
,中日 5 - 3 ヤクルト,ナゴヤドーム 14:00,,勝：岡　田 敗：ルーキ
,広島 2 - 6 阪神,マツダスタジアム 13:30,,勝：能　見 敗：福　井
,西武 7 - 6 楽天,西武プリンス 13:00,,勝：武　隈 敗：福　山
,ロッテ 3 - 4 オリックス,QVCマリン 13:00,,勝：　西 敗：スタンリッジ
,ソフトバンク 6 - 5 日本ハム,ヤフオクドーム 13:00,,勝：スアレス 敗：増　井
4/25（月）,,,,
4/26（火）,ヤクルト 3 - 11 広島,神　宮 18:00,,勝：ジョンソン 敗：成　瀬
,DeNA 3 - 7 中日,横　浜 18:00,,勝：又　吉 敗：藤　岡
,阪神 3 - 5 巨人,甲子園 18:00,,勝：高　木 敗：藤　浪
,日本ハム 3 - 1 楽天,札幌ドーム 18:00,,勝：有　原 敗：塩　見
,西武 2 - 5 ロッテ,西武プリンス 18:00,,勝：石　川 敗：野　上
,オリックス 3 - 9 ソフトバンク,京セラD大阪 18:00,,勝：バンデンハーク 敗：ディクソン
4/27（水）,ヤクルト 0 - 8 広島,神　宮 18:00,,勝：野　村 敗：山　中
,DeNA 8 - 3 中日,横　浜 18:00,,勝：久保康 敗：山　井
,阪神 1 - 11 巨人,甲子園 18:00,,勝：田　口 敗：岩　田
,日本ハム 7 - 6 楽天,札幌ドーム 18:00,,勝：増　井 敗：福　山
,西武 2 - 7 ロッテ,西武プリンス 18:00,,勝：二　木 敗：菊　池
,オリックス 2 - 5 ソフトバンク,京セラD大阪 18:00,,勝：和　田 敗：東　明
4/28（木）,ヤクルト 6 - 4 広島,神　宮 18:00,,勝：新　垣 敗：岡　田
,DeNA 2 - 9 中日,横　浜 18:00,,勝：小　熊 敗：砂　田
,阪神 3 - 3 巨人,甲子園 18:00,,分：安　藤 分：マシソン
4/29（金）,ヤクルト 4 - 1 巨人,神　宮 18:00,,勝：石　川 敗：ポレダ
,阪神 2 - 1 DeNA,甲子園 18:00,,勝：岩　貞 敗：今　永
,広島 9 - 4 中日,マツダスタジアム 18:00,,勝：横　山 敗：若　松
,ロッテ 4 - 3 日本ハム,QVCマリン 13:00,,勝：涌　井 敗：メンドーサ
,オリックス 3 - 4 楽天,京セラD大阪 14:00,,勝：則　本 敗：平　野
,ソフトバンク 3 - 7 西武,ヤフオクドーム 14:00,,勝：十　亀 敗：中　田
4/30（土）,ヤクルト 4 - 3 巨人,神　宮 18:00,,勝：小　川 敗：山　口
,阪神 2 - 3 DeNA,甲子園 14:00,,勝：井　納 敗：藤　川
,広島 12 - 2 中日,マツダスタジアム 14:00,,勝：黒　田 敗：伊　藤
,ロッテ 5 - 1 日本ハム,QVCマリン 13:00,,勝：スタンリッジ 敗：バース
,オリックス 5 - 0 楽天,京セラD大阪 13:00,,勝：金子千尋 敗：安　樂
,ソフトバンク 4 - 4 西武,ヤフオクドーム 13:00,,分：飯　田 分：増　田
