月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
6/19（水）,巨人 3 - 4 オリックス,東京ドーム 18:00,,勝：比嘉 敗：クック
,ヤクルト 3 - 2 ソフトバンク,神　宮 18:00,,勝：小川 敗：スアレス
,DeNA 7 - 6 日本ハム,横　浜 18:00,,勝：エスコバー 敗：石川直
,中日 2 - 5 西武,ナゴヤドーム 18:00,,勝：平井 敗：大野雄
,阪神 4 - 9 楽天,甲子園 18:00,,勝：森原 敗：守屋
,広島 3 - 6 ロッテ,マツダスタジアム 18:00,,勝：岩下 敗：大瀬良
6/20（木）,巨人 4 - 2 オリックス,東京ドーム 18:00,,勝：澤村 敗：K-鈴木
,ヤクルト 5 - 6 ソフトバンク,神　宮 18:00,,勝：大竹 敗：近藤
,DeNA 4 - 8 日本ハム,横　浜 18:00,,勝：井口 敗：エスコバー
,中日 1 - 2 西武,ナゴヤドーム 18:00,,勝：ニール 敗：山井
,阪神 2 - 3 楽天,甲子園 18:00,,勝：石橋 敗：髙橋遥
,広島 7 - 6 ロッテ,マツダスタジアム 18:00,,勝：フランスア 敗：ブランドン
6/21（金）,巨人 3 - 8 ソフトバンク,東京ドーム 18:00,,勝：千賀 敗：メルセデス
,ヤクルト 3 - 12 ロッテ,神　宮 18:00,,勝：二木 敗：ブキャナン
,DeNA 3 - 2 楽天,横　浜 18:00,,勝：エスコバー 敗：ブセニッツ
,中日 4 - 2 日本ハム,ナゴヤドーム 18:00,,勝：柳 敗：有原
,阪神 5 - 3 西武,甲子園 18:00,,勝：岩崎 敗：佐野
,広島 4 - 5 オリックス,マツダスタジアム 18:00,,勝：エップラー 敗：フランスア
6/22（土）,巨人 7 - 2 ソフトバンク,東京ドーム 14:00,,勝：山口 敗：高橋礼
,ヤクルト 4 - 8 ロッテ,神　宮 14:00,,勝：唐川 敗：石川
,DeNA 9 - 11 楽天,横　浜 14:00,,勝：青山 敗：三嶋
,中日 6 - 1 日本ハム,ナゴヤドーム 14:00,,勝：吉見 敗：金子
,阪神 6 - 2 西武,甲子園 14:00,,勝：岩田 敗：本田
,広島 2 - 3 オリックス,マツダスタジアム 14:00,,勝：荒西 敗：アドゥワ
6/23（日）,巨人 1 - 5 ソフトバンク,東京ドーム 13:00,,勝：和田 敗：菅野
,ヤクルト 6 - 2 ロッテ,神　宮 13:00,,勝：高橋 敗：西野
,DeNA 3 - 0 楽天,横　浜 13:00,,勝：上茶谷 敗：岸
,中日 8 - 4 日本ハム,ナゴヤドーム 14:00,,勝：ロメロ 敗：吉田輝
,阪神 3 - 7 西武,甲子園 14:00,,勝：松本航 敗：ガルシア
,広島 3 - 9 オリックス,マツダスタジアム 13:30,,勝：ディクソン 敗：菊池保
6/24（月）,楽天 中止 広島,楽天生命パーク 18:00,,
,ヤクルト 2 - 6 オリックス,神　宮 18:00,,勝：竹安 敗：清水
6/25（火）,楽天 0 - 2 広島,楽天生命パーク 18:00,,勝：九里 敗：菅原
6/26（水）,,,,
6/27（木）,,,,
6/28（金）,DeNA 13 - 3 広島,横　浜 18:00,,勝：今永 敗：大瀬良
,日本ハム 5 - 7 ソフトバンク,札幌ドーム 18:00,,勝：千賀 敗：有原
,楽天 5 - 6 ロッテ,楽天生命パーク 18:00,,勝：酒居 敗：松井
,西武 0 - 4 オリックス,メットライフ 18:00,,勝：山本 敗：今井
6/29（土）,ヤクルト 2 - 6 巨人,秋　田 18:00,,勝：山口 敗：石川
,DeNA 2 - 1 広島,横　浜 18:00,,勝：国吉 敗：中村恭
,中日 6 - 1 阪神,ナゴヤドーム 14:00,,勝：大野雄 敗：青柳
,日本ハム 4 - 5 ソフトバンク,札幌ドーム 14:00,,勝：髙橋純 敗：石川直
,楽天 2 - 2 ロッテ,楽天生命パーク 14:00,,分：美馬 分：涌井
,西武 7 - 0 オリックス,メットライフ 14:00,,勝：本田 敗：榊原
6/30（日）,ヤクルト 3 - 4 巨人,秋　田 13:30,,勝：大竹 敗：石山
,DeNA 2 - 2 広島,横　浜 18:00,,分：山﨑 分：遠藤
,中日 1 - 0 阪神,ナゴヤドーム 14:00,,勝：福 敗：ドリス
,日本ハム 3 - 4 ソフトバンク,札幌ドーム 14:00,,勝：髙橋純 敗：ロドリゲス
,楽天 中止 ロッテ,楽天生命パーク 13:00,,
,西武 11 - 3 オリックス,メットライフ 13:00,,勝：松本航 敗：K-鈴木
