月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,日本ハム 2 - 0 オリックス,札幌ドーム 14:00,,勝：金子 敗：山本
,楽天 2 - 3 西武,楽天生命パーク 13:00,,勝：小川 敗：森原
,ソフトバンク 9 - 6 ロッテ,ヤフオクドーム 14:00,,勝：モイネロ 敗：東妻
9/9（月）,楽天 6 - 4 オリックス,楽天生命パーク 18:00,,勝：森原 敗：増井
,ソフトバンク 6 - 11 ロッテ,ヤフオクドーム 18:00,,勝：二木 敗：松田遼
9/10（火）,DeNA 2 - 4 巨人,横　浜 18:00,,勝：高木 敗：今永
,阪神 4 - 5 ヤクルト,甲子園 18:00,,勝：石山 敗：ドリス
,広島 3 - 0 中日,マツダスタジアム 18:00,,勝：大瀬良 敗：梅津
,日本ハム 2 - 10 ロッテ,東京ドーム 18:00,,勝：石川 敗：ロドリゲス
9/11（水）,DeNA 10 - 4 巨人,横　浜 18:00,,勝：井納 敗：桜井
,阪神 10 - 3 ヤクルト,甲子園 18:00,,勝：青柳 敗：小川
,広島 2 - 3 中日,マツダスタジアム 18:00,,勝：岡田 敗：レグナルト
,日本ハム 1 - 3 楽天,東京ドーム 18:00,,勝：ブセニッツ 敗：秋吉
,西武 4 - 1 ソフトバンク,メットライフ 18:00,,勝：ニール 敗：高橋礼
,ロッテ 6 - 4 オリックス,ZOZOマリン 18:15,,勝：小島 敗：張
9/12（木）,DeNA 5 - 8 巨人,横　浜 18:00,,勝：田口 敗：平良
,阪神 2 - 12 ヤクルト,甲子園 18:00,,勝：山田大 敗：髙橋遥
,広島 3 - 2 中日,マツダスタジアム 18:00,,勝：フランスア 敗：藤嶋
,日本ハム 4 - 2 楽天,東京ドーム 18:00,,勝：西村 敗：美馬
,西武 2 - 3 ソフトバンク,メットライフ 18:00,,勝：千賀 敗：平井
9/13（金）,巨人 5 - 1 広島,東京ドーム 18:00,,勝：山口 敗：九里
,中日 1 - 7 阪神,ナゴヤドーム 18:00,,勝：西 敗：柳
,西武 6 - 1 ロッテ,メットライフ 18:00,,勝：松本航 敗：ボルシンガー
9/14（土）,巨人 5 - 6 広島,東京ドーム 14:00,,勝：フランスア 敗：鍵谷
,DeNA 7 - 4 ヤクルト,横　浜 17:00,,勝：上茶谷 敗：石川
,中日 3 - 0 阪神,ナゴヤドーム 14:00,,勝：大野雄 敗：望月
,日本ハム 1 - 3 ソフトバンク,札幌ドーム 14:00,,勝：嘉弥真 敗：有原
,西武 4 - 3 ロッテ,メットライフ 13:00,,勝：國場 敗：東妻
,オリックス 3 - 2 楽天,京セラD大阪 14:00,,勝：山岡 敗：辛島
9/15（日）,巨人 6 - 5 阪神,東京ドーム 14:00,,勝：マシソン 敗：ジョンソン
,中日 2 - 6 DeNA,ナゴヤドーム 18:00,,勝：バリオス 敗：三ツ間
,広島 7 - 8 ヤクルト,マツダスタジアム 18:00,,勝：田川 敗：塹江
,日本ハム 7 - 5 ソフトバンク,札幌ドーム 13:00,,勝：堀 敗：甲斐野
,西武 6 - 5 ロッテ,メットライフ 13:00,,勝：平良 敗：大谷
,オリックス 7 - 1 楽天,京セラD大阪 13:00,,勝：山本 敗：石橋
9/16（月）,巨人 1 - 2 阪神,東京ドーム 14:00,,勝：ガルシア 敗：桜井
,中日 8 - 1 DeNA,ナゴヤドーム 14:00,,勝：山本 敗：石田
,広島 4 - 6 ヤクルト,マツダスタジアム 14:00,,勝：高橋 敗：大瀬良
,日本ハム 7 - 2 ソフトバンク,旭　川 14:00,,勝：金子 敗：ミランダ
,西武 3 - 9 ロッテ,メットライフ 13:00,,勝：石川 敗：本田
,オリックス 2 - 8 楽天,京セラD大阪 13:00,,勝：岸 敗：アルバース
9/17（火）,,,,
9/18（水）,DeNA 中止 広島,横　浜 18:00,,
,中日 3 - 1 巨人,ナゴヤドーム 18:00,,勝：R.マルティネス 敗：髙橋
,阪神 3 - 2 ヤクルト,甲子園 18:00,,勝：岩崎 敗：ハフ
,西武 5 - 0 オリックス,メットライフ 18:00,,勝：ニール 敗：荒西
,ソフトバンク 2 - 6 楽天,ヤフオクドーム 18:00,,勝：美馬 敗：高橋礼
9/19（木）,DeNA 11 - 8 広島,横　浜 18:00,,勝：三嶋 敗：今村
,中日 2 - 1 巨人,ナゴヤドーム 18:00,,勝：ロドリゲス 敗：澤村
,阪神 0 - 8 ヤクルト,甲子園 18:00,,勝：小川 敗：髙橋遥
,西武 2 - 0 日本ハム,メットライフ 18:00,,勝：十亀 敗：ロドリゲス
,ロッテ 0 - 2 楽天,ZOZOマリン 18:15,,勝：則本昂 敗：小島
,ソフトバンク 4 - 3 オリックス,ヤフオクドーム 18:00,,勝：モイネロ 敗：増井
9/20（金）,DeNA 4 - 9 巨人,横　浜 18:00,,勝：山口 敗：平良
,西武 5 - 3 楽天,メットライフ 18:00,,勝：増田 敗：松井
,オリックス 11 - 8 ロッテ,京セラD大阪 18:00,,勝：K-鈴木 敗：大谷
,ソフトバンク 1 - 0 日本ハム,ヤフオクドーム 18:00,,勝：バンデンハーク 敗：加藤
9/21（土）,ヤクルト 2 - 14 中日,神　宮 18:00,,勝：柳 敗：清水
,DeNA 2 - 3 巨人,横　浜 17:00,,勝：大竹 敗：三嶋
,阪神 4 - 2 広島,甲子園 14:00,,勝：西 敗：菊池保
,楽天 6 - 1 西武,楽天生命パーク 18:00,,勝：森原 敗：平井
,オリックス 3 - 1 ロッテ,京セラD大阪 14:00,,勝：山岡 敗：西野
,ソフトバンク 1 - 8 日本ハム,ヤフオクドーム 14:00,,勝：有原 敗：二保
9/22（日）,ヤクルト 10 - 3 巨人,神　宮 18:00,,勝：石川 敗：桜井
,阪神 3 - 0 DeNA,甲子園 18:00,,勝：ガルシア 敗：バリオス
,広島 中止 中日,マツダスタジアム 18:00,,
,楽天 7 - 5 西武,楽天生命パーク 14:00,,勝：石橋 敗：榎田
,ロッテ 4 - 0 日本ハム,ZOZOマリン 16:00,,勝：種市 敗：吉田輝
,オリックス 5 - 6 ソフトバンク,京セラD大阪 14:00,,勝：嘉弥真 敗：山本
9/23（月）,ヤクルト 5 - 9 巨人,神　宮 18:00,,勝：古川 敗：梅野
,広島 4 - 3 中日,マツダスタジアム 14:00,,勝：ヘルウェグ 敗：R.マルティネス
,楽天 3 - 5 西武,楽天生命パーク 13:00,,勝：ヒース 敗：ブセニッツ
,ロッテ 6 - 1 日本ハム,ZOZOマリン 14:00,,勝：石川 敗：堀
,オリックス 0 - 8 ソフトバンク,京セラD大阪 13:00,,勝：高橋礼 敗：アルバース
9/24（火）,中日 1 - 7 DeNA,ナゴヤドーム 18:00,,勝：大貫 敗：ロメロ
,阪神 5 - 0 巨人,甲子園 18:00,,勝：ガルシア 敗：髙橋
,楽天 4 - 2 ソフトバンク,楽天生命パーク 18:00,,勝：宋家豪 敗：千賀
,ロッテ 4 - 12 西武,ZOZOマリン 18:15,,勝：ニール 敗：二木
,オリックス 1 - 3 日本ハム,京セラD大阪 18:00,,勝：金子 敗：張
9/25（水）,中日 12 - 0 ヤクルト,ナゴヤドーム 18:00,,勝：梅津 敗：田川
9/26（木）,日本ハム 4 - 1 オリックス,札幌ドーム 18:00,,勝：杉浦 敗：K-鈴木
,楽天 7 - 1 西武,楽天生命パーク 18:00,,勝：則本昂 敗：松本航
9/27（金）,巨人 6 - 4 DeNA,東京ドーム 18:00,,勝：戸郷 敗：濱矢
,広島 1 - 4 中日,マツダスタジアム 18:00,,勝：小笠原 敗：ジョンソン
,日本ハム 1 - 5 オリックス,札幌ドーム 18:00,,勝：山岡 敗：田中瑛
9/28（土）,ヤクルト 2 - 1 巨人,神　宮 18:00,,勝：梅野 敗：鍵谷
,DeNA 0 - 7 阪神,横　浜 14:00,,勝：西 敗：今永
,オリックス 3 - 3 ソフトバンク,京セラD大阪 18:00,,分：山田 分：松田遼
9/29（日）,阪神 6 - 3 中日,甲子園 14:00,,勝：ガルシア 敗：柳
,オリックス 5 - 1 ソフトバンク,京セラD大阪 15:00,,勝：山本 敗：高橋礼
9/30（月）,阪神 3 - 0 中日,甲子園 18:00,,勝：青柳 敗：三ツ間
