月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ロッテ 5 - 3 日本ハム,ZOZOマリン 14:00,,勝：種市 敗：有原
,ソフトバンク 9 - 6 オリックス,ヤフオクドーム 13:00,,勝：東浜 敗：アルバース
5/7（火）,ヤクルト 1 - 3 阪神,神　宮 18:00,,勝：秋山 敗：原
,中日 6 - 0 広島,ナゴヤドーム 18:00,,勝：大野雄 敗：野村
5/8（水）,ヤクルト 7 - 7 阪神,神　宮 18:00,,分：中尾 分：島本
,DeNA 5 - 8 巨人,新　潟 18:00,,勝：菅野 敗：国吉
,中日 2 - 3 広島,ナゴヤドーム 18:00,,勝：大瀬良 敗：ロメロ
,日本ハム 1 - 0 オリックス,札幌ドーム 18:00,,勝：公文 敗：榊原
,楽天 8 - 7 ソフトバンク,楽天生命パーク 13:00,,勝：高梨 敗：森
,西武 1 - 12 ロッテ,前　橋 18:00,,勝：涌井 敗：髙橋光
5/9（木）,日本ハム 1 - 2 オリックス,札幌ドーム 18:00,,勝：山本 敗：加藤
,楽天 4 - 3 ソフトバンク,楽天生命パーク 18:00,,勝：松井 敗：甲斐野
,西武 4 - 5 ロッテ,県営大宮 18:00,,勝：唐川 敗：マーティン
5/10（金）,巨人 19 - 7 ヤクルト,東京ドーム 18:00,,勝：野上 敗：小川
,阪神 7 - 3 中日,甲子園 18:00,,勝：西 敗：又吉
,広島 2 - 6 DeNA,マツダスタジアム 18:00,,勝：今永 敗：床田
,日本ハム 7 - 5 西武,札幌ドーム 18:00,,勝：上沢 敗：多和田
,オリックス 8 - 6 楽天,ほっと神戸 18:00,,勝：山岡 敗：美馬
,ソフトバンク 1 - 9 ロッテ,ヤフオクドーム 18:00,,勝：二木 敗：武田
5/11（土）,巨人 1 - 3 ヤクルト,東京ドーム 18:00,,勝：石川 敗：メルセデス
,阪神 1 - 5 中日,甲子園 14:00,,勝：柳 敗：メッセンジャー
,広島 4 - 0 DeNA,マツダスタジアム 14:00,,勝：ジョンソン 敗：上茶谷
,日本ハム 8 - 0 西武,札幌ドーム 14:00,,勝：杉浦 敗：今井
,オリックス 6 - 3 楽天,ほっと神戸 15:00,,勝：金田 敗：ハーマン
,ソフトバンク 4 - 2 ロッテ,ヤフオクドーム 14:00,,勝：千賀 敗：ボルシンガー
5/12（日）,巨人 1 - 4 ヤクルト,東京ドーム 14:00,,勝：高梨 敗：山口
,阪神 2 - 5 中日,甲子園 14:00,,勝：清水 敗：才木
,広島 8 - 1 DeNA,マツダスタジアム 13:30,,勝：アドゥワ 敗：京山
,日本ハム 3 - 6 西武,札幌ドーム 14:00,,勝：十亀 敗：バーベイト
,オリックス 5 - 8 楽天,ほっと神戸 15:00,,勝：西宮 敗：エップラー
,ソフトバンク 4 - 5 ロッテ,ヤフオクドーム 13:00,,勝：石川 敗：嘉弥真
5/13（月）,,,,
5/14（火）,巨人 2 - 4 阪神,東京ドーム 18:00,,勝：青柳 敗：アダメス
,DeNA 中止 中日,横　浜 17:45,,
,広島 9 - 4 ヤクルト,マツダスタジアム 18:00,,勝：レグナルト 敗：原
,楽天 1 - 13 日本ハム,楽天生命パーク 13:00,,勝：有原 敗：釜田
,ソフトバンク 7 - 11 西武,北九州 18:00,,勝：髙橋光 敗：椎野
5/15（水）,巨人 8 - 13 阪神,東京ドーム 18:00,,勝：守屋 敗：菅野
,DeNA 8 - 2 中日,横　浜 17:45,,勝：東 敗：大野雄
,広島 9 - 7 ヤクルト,マツダスタジアム 18:00,,勝：中﨑 敗：中尾
,楽天 9 - 8 日本ハム,楽天生命パーク 13:00,,勝：宋家豪 敗：玉井
,ロッテ 2 - 3 オリックス,ZOZOマリン 18:15,,勝：榊原 敗：唐川
,ソフトバンク 4 - 5 西武,ヤフオクドーム 18:00,,勝：森脇 敗：森
5/16（木）,DeNA 2 - 3 中日,横　浜 17:45,,勝：ロメロ 敗：大貫
,楽天 0 - 2 日本ハム,東京ドーム 18:00,,勝：堀 敗：辛島
,ロッテ 9 - 2 オリックス,ZOZOマリン 18:15,,勝：種市 敗：山本
,ソフトバンク 5 - 1 西武,ヤフオクドーム 18:00,,勝：高橋礼 敗：榎田
5/17（金）,ヤクルト 3 - 4 DeNA,神　宮 18:00,,勝：今永 敗：小川
,中日 1 - 4 巨人,ナゴヤドーム 18:00,,勝：ヤングマン 敗：勝野
,阪神 2 - 10 広島,甲子園 18:00,,勝：九里 敗：西
,ロッテ 6 - 1 楽天,ZOZOマリン 18:00,,勝：二木 敗：美馬
,オリックス 5 - 7 西武,京セラD大阪 18:00,,勝：増田 敗：小林
5/18（土）,ヤクルト 6 - 11 DeNA,神　宮 18:00,,勝：上茶谷 敗：石川
,中日 1 - 5 巨人,ナゴヤドーム 14:00,,勝：メルセデス 敗：柳
,阪神 0 - 4 広島,甲子園 14:00,,勝：ジョンソン 敗：メッセンジャー
,ロッテ 4 - 6 楽天,ZOZOマリン 14:00,,勝：今野 敗：唐川
,オリックス 2 - 1 西武,京セラD大阪 14:00,,勝：K-鈴木 敗：今井
,ソフトバンク 2 - 1 日本ハム,熊　本 13:00,,勝：千賀 敗：上沢
5/19（日）,ヤクルト 0 - 7 DeNA,神　宮 18:00,,勝：濵口 敗：高梨
,中日 5 - 4 巨人,ナゴヤドーム 14:00,,勝：清水 敗：山口
,阪神 1 - 5 広島,甲子園 14:00,,勝：アドゥワ 敗：秋山
,ロッテ 5 - 10 楽天,ZOZOマリン 14:00,,勝：青山 敗：松永
,オリックス 3 - 9 西武,京セラD大阪 13:00,,勝：松本航 敗：エップラー
,ソフトバンク 4 - 2 日本ハム,鹿児島 14:00,,勝：ミランダ 敗：上原
5/20（月）,,,,
5/21（火）,巨人 中止 DeNA,ひたちなか 18:00,,
,阪神 3 - 2 ヤクルト,甲子園 18:00,,勝：青柳 敗：原
,広島 3 - 2 中日,三　次 18:00,,勝：野村 敗：大野雄
,日本ハム 3 - 13 楽天,札幌ドーム 18:00,,勝：塩見 敗：金子
,西武 7 - 6 ソフトバンク,那　覇 18:30,,勝：十亀 敗：東浜
,オリックス 4 - 8 ロッテ,京セラD大阪 18:00,,勝：酒居 敗：増井
5/22（水）,巨人 1 - 5 DeNA,東京ドーム 18:00,,勝：東 敗：髙橋
,阪神 3 - 2 ヤクルト,甲子園 18:00,,勝：藤川 敗：ハフ
,広島 3 - 1 中日,マツダスタジアム 18:00,,勝：大瀬良 敗：ロメロ
,日本ハム 3 - 5 楽天,札幌ドーム 18:00,,勝：古川 敗：有原
,西武 7 - 3 ソフトバンク,那　覇 18:30,,勝：髙橋光 敗：大竹
,オリックス 5 - 4 ロッテ,京セラD大阪 18:00,,勝：山﨑福 敗：益田
5/23（木）,巨人 7 - 4 DeNA,東京ドーム 18:00,,勝：桜井 敗：大貫
,阪神 1 - 0 ヤクルト,甲子園 18:00,,勝：ドリス 敗：マクガフ
,日本ハム 11 - 2 楽天,札幌ドーム 18:00,,勝：杉浦 敗：辛島
5/24（金）,巨人 3 - 8 広島,東京ドーム 18:00,,勝：床田 敗：ヤングマン
,ヤクルト 1 - 6 中日,神　宮 18:00,,勝：勝野 敗：小川
,DeNA 2 - 3 阪神,横　浜 18:00,,勝：守屋 敗：今永
,楽天 3 - 2 オリックス,楽天生命パーク 18:00,,勝：美馬 敗：山岡
,西武 10 - 5 日本ハム,メットライフ 18:00,,勝：榎田 敗：加藤
,ロッテ 3 - 6 ソフトバンク,ZOZOマリン 18:15,,勝：森 敗：益田
5/25（土）,巨人 5 - 7 広島,東京ドーム 14:00,,勝：ジョンソン 敗：メルセデス
,ヤクルト 3 - 10 中日,神　宮 18:00,,勝：柳 敗：石川
,DeNA 6 - 5 阪神,横　浜 14:00,,勝：上茶谷 敗：メッセンジャー
,楽天 1 - 4 オリックス,楽天生命パーク 14:00,,勝：近藤 敗：宋家豪
,西武 7 - 5 日本ハム,メットライフ 14:00,,勝：森脇 敗：堀
,ロッテ 4 - 3 ソフトバンク,ZOZOマリン 14:00,,勝：東條 敗：松田遼
5/26（日）,巨人 5 - 4 広島,東京ドーム 14:00,,勝：澤村 敗：フランスア
,ヤクルト 8 - 10 中日,神　宮 18:00,,勝：小熊 敗：高梨
,DeNA 0 - 7 阪神,横　浜 13:00,,勝：ガルシア 敗：濵口
,楽天 4 - 1 オリックス,楽天生命パーク 13:00,,勝：石橋 敗：K-鈴木
,西武 5 - 6 日本ハム,メットライフ 13:00,,勝：上沢 敗：マーティン
,ロッテ 8 - 2 ソフトバンク,ZOZOマリン 14:00,,勝：石川 敗：ミランダ
5/27（月）,,,,
5/28（火）,ヤクルト 7 - 8 広島,神　宮 18:00,,勝：レグナルト 敗：原
,中日 中止 DeNA,岐　阜 18:00,,
,阪神 中止 巨人,甲子園 18:00,,
,日本ハム 4 - 3 ロッテ,札幌ドーム 18:00,,勝：金子 敗：涌井
,楽天 7 - 2 西武,盛　岡 18:00,,勝：塩見 敗：今井
,オリックス 3 - 1 ソフトバンク,京セラD大阪 18:00,,勝：山本 敗：二保
5/29（水）,ヤクルト 3 - 5 広島,神　宮 18:00,,勝：大瀬良 敗：高橋
,中日 1 - 2 DeNA,ナゴヤドーム 18:00,,勝：三嶋 敗：鈴木博
,阪神 8 - 4 巨人,甲子園 18:00,,勝：藤川 敗：桜井
,日本ハム 6 - 4 ロッテ,札幌ドーム 18:00,,勝：石川直 敗：酒居
,楽天 1 - 4 西武,弘　前 18:00,,勝：十亀 敗：古川
,オリックス 2 - 5 ソフトバンク,京セラD大阪 18:00,,勝：大竹 敗：松葉
5/30（木）,ヤクルト 0 - 13 広島,神　宮 18:00,,勝：山口 敗：小川
,中日 1 - 8 DeNA,ナゴヤドーム 18:00,,勝：東 敗：勝野
,阪神 5 - 2 巨人,甲子園 18:00,,勝：髙橋遥 敗：ヤングマン
,日本ハム 8 - 0 ロッテ,札幌ドーム 18:00,,勝：有原 敗：種市
,オリックス 4 - 5 ソフトバンク,京セラD大阪 18:00,,勝：武田 敗：澤田
5/31（金）,巨人 3 - 7 中日,東京ドーム 18:00,,勝：柳 敗：髙橋
,DeNA 3 - 2 ヤクルト,横　浜 18:00,,勝：今永 敗：ブキャナン
,広島 2 - 1 阪神,マツダスタジアム 18:00,,勝：レグナルト 敗：能見
,ロッテ 2 - 3 西武,ZOZOマリン 18:15,,勝：髙橋光 敗：二木
,オリックス 0 - 4 日本ハム,京セラD大阪 18:00,,勝：加藤 敗：山岡
,ソフトバンク 1 - 3 楽天,ヤフオクドーム 18:00,,勝：辛島 敗：千賀
