月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,楽天 3 - 7 西武,楽天生命パーク 18:00,,勝：菊池 敗：塩見
,オリックス 2 - 1 ロッテ,京セラD大阪 18:00,,勝：西 敗：二木
,ソフトバンク 5 - 0 日本ハム,ヤフオクドーム 18:00,,勝：千賀 敗：上沢
8/11（土）,DeNA 3 - 8 阪神,横　浜 18:00,,勝：小野 敗：濵口
,中日 7 - 8 ヤクルト,ナゴヤドーム 14:00,,勝：ハフ 敗：又吉
,広島 2 - 2 巨人,マツダスタジアム 18:00,,分：アドゥワ 分：池田
,楽天 0 - 10 西武,楽天生命パーク 18:00,,勝：ウルフ 敗：岸
,オリックス 6 - 3 ロッテ,京セラD大阪 14:00,,勝：山田 敗：益田
,ソフトバンク 1 - 3 日本ハム,ヤフオクドーム 14:00,,勝：トンキン 敗：森
8/12（日）,DeNA 12 - 5 阪神,横　浜 18:00,,勝：今永 敗：馬場
,中日 1 - 3 ヤクルト,ナゴヤドーム 14:00,,勝：近藤 敗：鈴木博
,広島 4 - 8 巨人,マツダスタジアム 18:00,,勝：今村 敗：福井
,楽天 3 - 1 西武,楽天生命パーク 17:00,,勝：宋家豪 敗：齊藤大
,オリックス 3 - 2 ロッテ,京セラD大阪 13:00,,勝：ローチ 敗：岩下
,ソフトバンク 11 - 5 日本ハム,ヤフオクドーム 13:00,,勝：松本裕 敗：高梨
8/13（月）,,,,
8/14（火）,ヤクルト 6 - 5 巨人,神　宮 18:00,,勝：風張 敗：アダメス
,中日 5 - 6 DeNA,ナゴヤドーム 18:00,,勝：三嶋 敗：R.マルティネス
,阪神 7 - 4 広島,京セラD大阪 18:00,,勝：藤川 敗：今村
,日本ハム 1 - 3 ロッテ,札幌ドーム 18:00,,勝：有吉 敗：有原
,西武 7 - 6 オリックス,メットライフ 18:00,,勝：マーティン 敗：岩本
,ソフトバンク 2 - 1 楽天,ヤフオクドーム 18:00,,勝：東浜 敗：則本
8/15（水）,ヤクルト 5 - 11 巨人,神　宮 18:00,,勝：吉川光 敗：古野
,中日 5 - 1 DeNA,ナゴヤドーム 18:00,,勝：小熊 敗：石田
,阪神 4 - 6 広島,京セラD大阪 18:00,,勝：九里 敗：才木
,日本ハム 4 - 1 ロッテ,札幌ドーム 18:00,,勝：村田 敗：酒居
,西武 3 - 4 オリックス,メットライフ 18:00,,勝：山岡 敗：髙橋光
,ソフトバンク 6 - 3 楽天,ヤフオクドーム 18:00,,勝：バンデンハーク 敗：古川
8/16（木）,ヤクルト 7 - 0 巨人,神　宮 18:00,,勝：原 敗：山口俊
,中日 11 - 5 DeNA,ナゴヤドーム 18:00,,勝：松坂 敗：京山
,阪神 3 - 2 広島,京セラD大阪 18:00,,勝：藤川 敗：フランスア
,日本ハム 2 - 6 ロッテ,札幌ドーム 18:00,,勝：土肥 敗：藤岡
,西武 1 - 1 オリックス,メットライフ 18:00,,分：齊藤大 分：増井
,ソフトバンク 2 - 3 楽天,ヤフオクドーム 18:00,,勝：藤平 敗：武田
8/17（金）,巨人 1 - 6 中日,東京ドーム 18:00,,勝：笠原 敗：メルセデス
,ヤクルト 3 - 2 阪神,神　宮 18:00,,勝：ブキャナン 敗：秋山
,DeNA 7 - 5 広島,横　浜 18:00,,勝：三嶋 敗：一岡
,楽天 0 - 1 ロッテ,楽天生命パーク 18:00,,勝：二木 敗：青山
,西武 3 - 5 日本ハム,メットライフ 18:00,,勝：西村 敗：菊池
,オリックス 0 - 9 ソフトバンク,京セラD大阪 18:00,,勝：千賀 敗：西
8/18（土）,巨人 10 - 0 中日,東京ドーム 14:00,,勝：菅野 敗：山井
,ヤクルト 3 - 4 阪神,神　宮 18:00,,勝：小野 敗：カラシティー
,DeNA 1 - 4 広島,横　浜 18:00,,勝：大瀬良 敗：濵口
,楽天 3 - 2 ロッテ,楽天生命パーク 18:00,,勝：青山 敗：松永
,西武 7 - 6 日本ハム,メットライフ 18:00,,勝：野田 敗：トンキン
,オリックス 2 - 7 ソフトバンク,京セラD大阪 18:00,,勝：ミランダ 敗：ローチ
8/19（日）,巨人 6 - 5 中日,東京ドーム 14:00,,勝：中川 敗：R.マルティネス
,ヤクルト 8 - 5 阪神,神　宮 18:00,,勝：石川 敗：岩田
,DeNA 7 - 9 広島,横　浜 18:00,,勝：アドゥワ 敗：今永
,楽天 7 - 8 ロッテ,楽天生命パーク 17:00,,勝：高野 敗：ハーマン
,西武 7 - 4 日本ハム,メットライフ 18:00,,勝：平井 敗：マルティネス
,オリックス 4 - 8 ソフトバンク,京セラD大阪 13:00,,勝：加治屋 敗：山田
8/20（月）,,,,
8/21（火）,DeNA 1 - 4 巨人,横　浜 18:00,,勝：内海 敗：平良
,中日 4 - 1 阪神,ナゴヤドーム 18:00,,勝：ガルシア 敗：岩貞
,広島 5 - 10 ヤクルト,マツダスタジアム 18:00,,勝：近藤 敗：アドゥワ
,日本ハム 5 - 10 ソフトバンク,静　岡 18:00,,勝：東浜 敗：有原
,楽天 6 - 5 オリックス,楽天生命パーク 18:00,,勝：則本 敗：岩本
,ロッテ 6 - 4 西武,東京ドーム 18:30,,勝：有吉 敗：多和田
8/22（水）,DeNA 2 - 0 巨人,横　浜 18:00,,勝：井納 敗：吉川光
,中日 2 - 5 阪神,ナゴヤドーム 18:00,,勝：才木 敗：小熊
,広島 7 - 4 ヤクルト,マツダスタジアム 18:00,,勝：九里 敗：風張
,日本ハム 6 - 9 ソフトバンク,東京ドーム 18:00,,勝：スアレス 敗：浦野
,楽天 1 - 3 オリックス,楽天生命パーク 18:00,,勝：山岡 敗：古川
,ロッテ 3 - 8 西武,ZOZOマリン 18:15,,勝：今井 敗：酒居
8/23（木）,DeNA 6 - 0 巨人,横　浜 18:00,,勝：東 敗：山口俊
,中日 4 - 3 阪神,ナゴヤドーム 18:00,,勝：佐藤 敗：藤川
,広島 9 - 8 ヤクルト,マツダスタジアム 18:00,,勝：今村 敗：石山
,日本ハム 2 - 6 ソフトバンク,東京ドーム 18:00,,勝：石川 敗：トンキン
,ロッテ 2 - 4 西武,ZOZOマリン 18:15,,勝：榎田 敗：シェッパーズ
8/24（金）,巨人 2 - 0 阪神,東京ドーム 18:00,,勝：メルセデス 敗：秋山
,ヤクルト 3 - 6 DeNA,神　宮 18:00,,勝：濵口 敗：ブキャナン
,広島 3 - 5 中日,マツダスタジアム 18:00,,勝：笠原 敗：野村
,日本ハム 7 - 1 楽天,札幌ドーム 18:00,,勝：堀 敗：藤平
,ロッテ 1 - 3 オリックス,ZOZOマリン 18:15,,勝：ディクソン 敗：二木
,ソフトバンク 3 - 2 西武,ヤフオクドーム 18:00,,勝：千賀 敗：菊池
8/25（土）,巨人 6 - 0 阪神,東京ドーム 18:00,,勝：菅野 敗：小野
,ヤクルト 9 - 7 DeNA,神　宮 18:00,,勝：梅野 敗：ウィーランド
,広島 6 - 2 中日,マツダスタジアム 18:00,,勝：大瀬良 敗：大野雄
,日本ハム 3 - 3 楽天,札幌ドーム 15:00,,分：鍵谷 分：ハーマン
,ロッテ 6 - 5 オリックス,ZOZOマリン 18:00,,勝：内 敗：増井
,ソフトバンク 5 - 1 西武,ヤフオクドーム 18:00,,勝：ミランダ 敗：十亀
8/26（日）,巨人 8 - 9 阪神,東京ドーム 14:00,,勝：能見 敗：澤村
,ヤクルト 7 - 3 DeNA,神　宮 18:00,,勝：石川 敗：今永
,広島 1 - 11 中日,マツダスタジアム 18:00,,勝：藤嶋 敗：高橋昂
,日本ハム 4 - 2 楽天,札幌ドーム 14:00,,勝：マルティネス 敗：塩見
,ロッテ 1 - 8 オリックス,ZOZOマリン 18:00,,勝：西 敗：種市
,ソフトバンク 12 - 8 西武,ヤフオクドーム 13:00,,勝：中田 敗：齊藤大
8/27（月）,,,,
8/28（火）,巨人 5 - 10 広島,東京ドーム 18:00,,勝：ジョンソン 敗：内海
,DeNA 5 - 3 中日,横　浜 18:00,,勝：石田 敗：ガルシア
,阪神 0 - 1 ヤクルト,甲子園 18:00,,勝：小川 敗：岩貞
,西武 6 - 5 楽天,前　橋 18:00,,勝：伊藤 敗：則本
,オリックス 0 - 4 日本ハム,宮　崎 18:30,,勝：ロドリゲス 敗：東明
,ソフトバンク 1 - 2 ロッテ,ヤフオクドーム 18:00,,勝：有吉 敗：スアレス
8/29（水）,巨人 4 - 5 広島,東京ドーム 18:00,,勝：中﨑 敗：アダメス
,DeNA 3 - 7 中日,横　浜 18:00,,勝：小熊 敗：井納
,阪神 2 - 4 ヤクルト,甲子園 18:00,,勝：古野 敗：メッセンジャー
,西武 5 - 4 楽天,県営大宮 18:00,,勝：伊藤 敗：ハーマン
,ソフトバンク 7 - 0 ロッテ,ヤフオクドーム 18:00,,勝：石川 敗：シェッパーズ
8/30（木）,巨人 2 - 6 広島,東京ドーム 18:00,,勝：岡田 敗：田口
,DeNA 4 - 1 中日,横　浜 18:00,,勝：東 敗：吉見
,阪神 1 - 3 ヤクルト,甲子園 18:00,,勝：山中 敗：才木
,オリックス 6 - 1 日本ハム,京セラD大阪 18:00,,勝：山岡 敗：村田
8/31（金）,ヤクルト 5 - 6 広島,神　宮 18:00,,勝：中﨑 敗：梅野
,中日 3 - 5 巨人,ナゴヤドーム 18:00,,勝：メルセデス 敗：佐藤
,阪神 ノーゲーム DeNA,甲子園 18:00,,
,楽天 1 - 7 ソフトバンク,楽天生命パーク 18:00,,勝：千賀 敗：藤平
,ロッテ 2 - 7 日本ハム,ZOZOマリン 18:30,,勝：有原 敗：二木
,オリックス 0 - 1 西武,京セラD大阪 18:00,,勝：菊池 敗：ディクソン
