月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,中日 8 - 3 DeNA,岐　阜 18:00,,勝：鈴木 敗：濵口
,日本ハム 2 - 7 西武,札幌ドーム 18:00,,勝：髙橋光 敗：高梨
,楽天 4 - 6 ロッテ,Koboパーク宮城 13:00,,勝：チェン・グァンユウ 敗：辛島
,ソフトバンク 2 - 1 オリックス,ヤフオクドーム 18:00,,勝：千賀 敗：金子千尋
5/10（水）,巨人 9 - 7 阪神,東京ドーム 18:00,,勝：大竹寛 敗：岩貞
,ヤクルト 7 - 8 広島,神　宮 18:00,,勝：薮田 敗：ルーキ
,中日 1 - 3 DeNA,ナゴヤドーム 18:00,,勝：平良 敗：小笠原
,日本ハム 2 - 1 西武,札幌ドーム 18:00,,勝：加藤 敗：十亀
,楽天 5 - 0 ロッテ,Koboパーク宮城 18:00,,勝：則本 敗：スタンリッジ
,ソフトバンク 3 - 2 オリックス,ヤフオクドーム 18:00,,勝：五十嵐 敗：海田
5/11（木）,ヤクルト 12 - 3 広島,神　宮 18:00,,勝：石川 敗：福井
,中日 3 - 4 DeNA,ナゴヤドーム 18:00,,勝：ウィーランド 敗：岡田
,楽天 4 - 1 ロッテ,Koboパーク宮城 18:00,,勝：釜田 敗：佐々木
,ソフトバンク 7 - 0 オリックス,ヤフオクドーム 18:00,,勝：バンデンハーク 敗：ディクソン
5/12（金）,DeNA 1 - 4 阪神,横　浜 18:00,,勝：メッセンジャー 敗：井納
,広島 中止 巨人,マツダスタジアム 18:00,,
,日本ハム 15 - 1 ロッテ,東京ドーム 18:00,,勝：浦野 敗：涌井
,オリックス 0 - 11 西武,ほっと神戸 18:00,,勝：菊池 敗：西
5/13（土）,ヤクルト 3 - 4 中日,松　山 13:00,,勝：アラウホ 敗：秋吉
,DeNA 中止 阪神,横　浜 14:00,,
,広島 11 - 2 巨人,マツダスタジアム 14:00,,勝：岡田 敗：マイコラス
,日本ハム 11 - 6 ロッテ,東京ドーム 14:00,,勝：有原 敗：有吉
,オリックス 2 - 8 西武,京セラD大阪 14:00,,勝：佐野 敗：コーク
,ソフトバンク 3 - 2 楽天,熊　本 13:00,,勝：中田 敗：美馬
5/14（日）,ヤクルト 5 - 1 中日,松　山 13:00,,勝：秋吉 敗：大野
,DeNA 2 - 4 阪神,横　浜 13:00,,勝：マテオ 敗：パットン
,広島 8 - 1 巨人,マツダスタジアム 13:30,,勝：九里 敗：田口
,日本ハム 4 - 2 ロッテ,東京ドーム 14:00,,勝：エスコバー 敗：唐川
,オリックス 1 - 6 西武,京セラD大阪 13:00,,勝：ウルフ 敗：山岡
,ソフトバンク 2 - 9 楽天,ヤフオクドーム 13:00,,勝：岸 敗：寺原
5/15（月）,,,,
5/16（火）,巨人 5 - 1 ヤクルト,東京ドーム 18:00,,勝：菅野 敗：ブキャナン
,阪神 8 - 1 中日,甲子園 18:00,,勝：秋山 敗：鈴木
,広島 10 - 1 DeNA,尾　道 18:00,,勝：野村 敗：濵口
,楽天 6 - 4 日本ハム,秋　田 18:00,,勝：辛島 敗：高梨
,ロッテ 2 - 3 西武,ZOZOマリン 18:15,,勝：野上 敗：チェン・グァンユウ
,オリックス 3 - 2 ソフトバンク,京セラD大阪 18:00,,勝：黒木 敗：森
5/17（水）,巨人 0 - 7 ヤクルト,東京ドーム 18:00,,勝：由規 敗：大竹寛
,阪神 2 - 1 中日,甲子園 18:00,,勝：マテオ 敗：バルデス
,広島 4 - 5 DeNA,マツダスタジアム 18:00,,勝：山﨑康 敗：一岡
,楽天 15 - 6 日本ハム,盛　岡 18:00,,勝：則本 敗：加藤
,ロッテ 4 - 8 西武,ZOZOマリン 18:15,,勝：髙橋光 敗：大嶺祐
,オリックス 3 - 6 ソフトバンク,京セラD大阪 18:00,,勝：東浜 敗：松葉
5/18（木）,巨人 0 - 1 ヤクルト,東京ドーム 18:00,,勝：石川 敗：宮國
,阪神 1 - 2 中日,甲子園 18:00,,勝：ジョーダン 敗：メッセンジャー
,広島 9 - 2 DeNA,マツダスタジアム 18:00,,勝：中村祐 敗：平良
,ロッテ 1 - 5 西武,ZOZOマリン 18:15,,勝：十亀 敗：佐々木
,オリックス 2 - 7 ソフトバンク,ほっと神戸 18:00,,勝：五十嵐 敗：吉田一
5/19（金）,ヤクルト 4 - 2 阪神,神　宮 18:00,,勝：原樹 敗：岩貞
,DeNA 3 - 5 巨人,横　浜 18:00,,勝：マシソン 敗：須田
,中日 5 - 3 広島,ナゴヤドーム 18:00,,勝：佐藤 敗：ジャクソン
,日本ハム 7 - 2 オリックス,札幌ドーム 18:00,,勝：浦野 敗：山田
,西武 1 - 2 ソフトバンク,メットライフ 18:00,,勝：バンデンハーク 敗：菊池
,ロッテ 4 - 3 楽天,ZOZOマリン 18:30,,勝：内 敗：森原
5/20（土）,ヤクルト 8 - 3 阪神,神　宮 18:00,,勝：小川 敗：藤浪
,DeNA 6 - 4 巨人,横　浜 14:00,,勝：加賀 敗：内海
,中日 2 - 1 広島,ナゴヤドーム 14:00,,勝：又吉 敗：九里
,日本ハム 7 - 3 オリックス,札幌ドーム 14:00,,勝：有原 敗：山﨑福
,西武 7 - 5 ソフトバンク,メットライフ 14:00,,勝：佐野 敗：中田
,ロッテ 0 - 2 楽天,ZOZOマリン 14:00,,勝：福山 敗：土肥
5/21（日）,ヤクルト 4 - 5 阪神,神　宮 18:00,,勝：桑原 敗：ルーキ
,DeNA 0 - 4 巨人,横　浜 13:00,,勝：田口 敗：今永
,中日 7 - 4 広島,ナゴヤドーム 14:00,,勝：吉見 敗：福井
,日本ハム 4 - 1 オリックス,札幌ドーム 14:00,,勝：メンドーサ 敗：山岡
,西武 7 - 6 ソフトバンク,メットライフ 13:00,,勝：増田 敗：岩嵜
,ロッテ 3 - 2 楽天,ZOZOマリン 14:00,,勝：大谷 敗：岸
5/22（月）,,,,
5/23（火）,DeNA 9 - 4 中日,横　浜 18:00,,勝：藤岡 敗：バルデス
,阪神 0 - 1 巨人,甲子園 18:00,,勝：菅野 敗：秋山
,広島 3 - 2 ヤクルト,マツダスタジアム 18:00,,勝：薮田 敗：ブキャナン
,西武 2 - 0 日本ハム,前　橋 18:00,,勝：野上 敗：加藤
,オリックス 6 - 10 楽天,京セラD大阪 18:00,,勝：辛島 敗：金子千尋
,ソフトバンク 6 - 1 ロッテ,ヤフオクドーム 18:00,,勝：東浜 敗：石川
5/24（水）,DeNA 2 - 4 中日,横　浜 18:00,,勝：鈴木 敗：ウィーランド
,阪神 1 - 3 巨人,甲子園 18:00,,勝：森福 敗：桑原
,広島 6 - 1 ヤクルト,マツダスタジアム 18:00,,勝：大瀬良 敗：石川
,オリックス 中止 楽天,ほっと神戸 18:00,,
,ソフトバンク 10 - 4 ロッテ,ヤフオクドーム 18:00,,勝：五十嵐 敗：有吉
5/25（木）,DeNA 13 - 5 中日,横　浜 18:00,,勝：熊原 敗：ジョーダン
,阪神 6 - 1 巨人,甲子園 18:00,,勝：メッセンジャー 敗：大竹寛
,西武 8 - 5 日本ハム,県営大宮 18:00,,勝：ガルセス 敗：谷元
,オリックス 1 - 4 楽天,ほっと神戸 18:00,,勝：則本 敗：ディクソン
,ソフトバンク 7 - 12 ロッテ,ヤフオクドーム 18:00,,勝：佐々木 敗：中田
5/26（金）,巨人 2 - 7 広島,東京ドーム 18:00,,勝：岡田 敗：マイコラス
,中日 3 - 2 ヤクルト,ナゴヤドーム 18:00,,勝：福谷 敗：秋吉
,阪神 2 - 5 DeNA,甲子園 18:00,,勝：井納 敗：藤浪
,日本ハム 7 - 5 ソフトバンク,札幌ドーム 18:00,,勝：高梨 敗：バンデンハーク
,楽天 1 - 5 西武,Koboパーク宮城 18:00,,勝：菊池 敗：森原
,ロッテ 5 - 4 オリックス,ZOZOマリン 18:15,,勝：内 敗：平野
5/27（土）,巨人 0 - 9 広島,東京ドーム 18:00,,勝：九里 敗：宮國
,中日 4 - 2 ヤクルト,ナゴヤドーム 14:00,,勝：岩瀬 敗：石山
,阪神 9 - 2 DeNA,甲子園 14:00,,勝：青柳 敗：クライン
,日本ハム 8 - 13 ソフトバンク,札幌ドーム 15:00,,勝：森 敗：有原
,楽天 6 - 1 西武,Koboパーク宮城 14:00,,勝：美馬 敗：佐野
,ロッテ 2 - 1 オリックス,ZOZOマリン 14:00,,勝：二木 敗：松葉
5/28（日）,巨人 2 - 3 広島,東京ドーム 14:00,,勝：今村 敗：カミネロ
,中日 1 - 7 ヤクルト,ナゴヤドーム 14:00,,勝：星 敗：バルデス
,阪神 2 - 6 DeNA,甲子園 14:00,,勝：今永 敗：小野
,日本ハム 1 - 6 ソフトバンク,札幌ドーム 14:00,,勝：千賀 敗：メンドーサ
,楽天 13 - 2 西武,Koboパーク宮城 13:00,,勝：岸 敗：誠
,ロッテ 1 - 2 オリックス,ZOZOマリン 14:00,,勝：山岡 敗：関谷
5/29（月）,,,,
5/30（火）,日本ハム 0 - 3 DeNA,札幌ドーム 18:00,,勝：濵口 敗：加藤
,楽天 13 - 5 巨人,Koboパーク宮城 18:00,,勝：戸村 敗：菅野
,西武 0 - 5 広島,メットライフ 18:00,,勝：薮田 敗：野上
,ロッテ 7 - 15 阪神,ZOZOマリン 18:15,,勝：秋山 敗：石川
,オリックス 9 - 1 ヤクルト,京セラD大阪 18:00,,勝：金子千尋 敗：ブキャナン
,ソフトバンク 10 - 2 中日,ヤフオクドーム 18:00,,勝：東浜 敗：吉見
5/31（水）,日本ハム 6 - 1 DeNA,札幌ドーム 18:00,,勝：斎藤佑樹 敗：熊原
,楽天 6 - 0 巨人,Koboパーク宮城 18:00,,勝：塩見 敗：吉川光
,西武 4 - 9 広島,メットライフ 18:00,,勝：大瀬良 敗：ガルセス
,ロッテ 0 - 5 阪神,ZOZOマリン 18:15,,勝：能見 敗：チェン・グァンユウ
,オリックス 2 - 1 ヤクルト,京セラD大阪 18:00,,勝：小林 敗：ギルメット
,ソフトバンク 7 - 2 中日,ヤフオクドーム 18:00,,勝：石川 敗：大野
