月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ロッテ 4 - 2 ソフトバンク,ZOZOマリン 18:15,,勝：酒居 敗：松田遼
8/7（水）,ヤクルト 11 - 2 阪神,神　宮 18:00,,勝：石川 敗：青柳
,中日 3 - 9 巨人,ナゴヤドーム 18:00,,勝：メルセデス 敗：山本
,広島 0 - 4 DeNA,マツダスタジアム 18:00,,勝：濵口 敗：ジョンソン
,日本ハム 4 - 6 オリックス,札幌ドーム 18:00,,勝：山岡 敗：加藤
,西武 4 - 3 楽天,メットライフ 18:00,,勝：平井 敗：ハーマン
,ロッテ 5 - 3 ソフトバンク,ZOZOマリン 18:15,,勝：松永 敗：甲斐野
8/8（木）,ヤクルト 3 - 5 阪神,神　宮 18:00,,勝：秋山 敗：山田大
,中日 3 - 3 巨人,ナゴヤドーム 18:00,,分：三ツ間 分：澤村
,広島 4 - 1 DeNA,マツダスタジアム 18:00,,勝：野村 敗：京山
,日本ハム 2 - 5 オリックス,旭　川 18:00,,勝：張 敗：村田
,西武 7 - 11 楽天,県営大宮 18:00,,勝：久保 敗：マーティン
,ロッテ 3 - 5 ソフトバンク,ZOZOマリン 18:15,,勝：加治屋 敗：チェン・グァンユウ
8/9（金）,巨人 10 - 9 ヤクルト,東京ドーム 18:00,,勝：デラロサ 敗：マクガフ
,DeNA 10 - 6 中日,横　浜 18:00,,勝：平良 敗：ロメロ
,阪神 5 - 11 広島,京セラD大阪 18:00,,勝：大瀬良 敗：髙橋遥
8/10（土）,巨人 8 - 4 ヤクルト,東京ドーム 14:00,,勝：桜井 敗：星
,DeNA 5 - 4 中日,横　浜 18:00,,勝：山﨑 敗：祖父江
,阪神 6 - 5 広島,京セラD大阪 18:00,,勝：岩崎 敗：フランスア
,楽天 4 - 8 オリックス,楽天生命パーク 18:00,,勝：比嘉 敗：久保
,ロッテ 3 - 8 西武,ZOZOマリン 17:00,,勝：髙橋光 敗：二木
,ソフトバンク 8 - 4 日本ハム,ヤフオクドーム 13:00,,勝：千賀 敗：有原
8/11（日）,巨人 7 - 1 ヤクルト,東京ドーム 14:00,,勝：髙橋 敗：高橋
,DeNA 8 - 10 中日,横　浜 18:00,,勝：又吉 敗：武藤
,阪神 6 - 5 広島,京セラD大阪 18:00,,勝：浜地 敗：フランスア
,楽天 8 - 2 オリックス,楽天生命パーク 18:00,,勝：石橋 敗：比嘉
,ロッテ 2 - 4 西武,ZOZOマリン 17:00,,勝：小川 敗：松永
,ソフトバンク 2 - 0 日本ハム,ヤフオクドーム 13:00,,勝：ミランダ 敗：ロドリゲス
8/12（月）,ヤクルト 5 - 4 DeNA,神　宮 18:00,,勝：マクガフ 敗：山﨑
,中日 5 - 1 阪神,ナゴヤドーム 18:00,,勝：梅津 敗：ガルシア
,広島 7 - 8 巨人,マツダスタジアム 18:00,,勝：大竹 敗：アドゥワ
,楽天 3 - 2 オリックス,楽天生命パーク 18:00,,勝：ハーマン 敗：ディクソン
,ロッテ 2 - 9 西武,ZOZOマリン 17:00,,勝：ニール 敗：ボルシンガー
,ソフトバンク 6 - 3 日本ハム,ヤフオクドーム 13:00,,勝：和田 敗：吉川
8/13（火）,ヤクルト 8 - 7 DeNA,神　宮 18:00,,勝：梅野 敗：エスコバー
,中日 0 - 0 阪神,ナゴヤドーム 18:00,,分：祖父江 分：藤川
,広島 2 - 1 巨人,マツダスタジアム 18:00,,勝：今村 敗：戸根
,日本ハム 1 - 6 ロッテ,東京ドーム 18:00,,勝：東妻 敗：秋吉
,楽天 0 - 3 ソフトバンク,楽天生命パーク 18:00,,勝：高橋礼 敗：弓削
,西武 11 - 4 オリックス,メットライフ 18:00,,勝：佐野 敗：田嶋
8/14（水）,ヤクルト 15 - 2 DeNA,神　宮 18:00,,勝：石川 敗：濵口
,中日 3 - 6 阪神,ナゴヤドーム 18:00,,勝：能見 敗：山井
,広島 1 - 7 巨人,マツダスタジアム 18:00,,勝：菅野 敗：野村
,日本ハム 4 - 9 ロッテ,東京ドーム 18:00,,勝：小島 敗：吉田輝
,楽天 3 - 12 ソフトバンク,楽天生命パーク 18:00,,勝：武田 敗：則本昂
,西武 8 - 7 オリックス,メットライフ 18:00,,勝：小川 敗：海田
8/15（木）,日本ハム 0 - 6 ロッテ,東京ドーム 18:00,,勝：佐々木 敗：杉浦
,楽天 4 - 3 ソフトバンク,楽天生命パーク 17:00,,勝：ブセニッツ 敗：髙橋純
,西武 8 - 20 オリックス,メットライフ 18:00,,勝：張 敗：本田
8/16（金）,巨人 2 - 1 阪神,東京ドーム 18:00,,勝：桜井 敗：髙橋遥
,ヤクルト 2 - 4 中日,神　宮 18:00,,勝：三ツ間 敗：小川
,DeNA 2 - 4 広島,横　浜 18:00,,勝：大瀬良 敗：井納
,オリックス 2 - 1 ロッテ,京セラD大阪 18:00,,勝：アルバース 敗：西野
8/17（土）,巨人 4 - 2 阪神,東京ドーム 14:00,,勝：髙橋 敗：西
,ヤクルト 7 - 5 中日,神　宮 18:00,,勝：星 敗：柳
,DeNA 8 - 3 広島,横　浜 18:00,,勝：石田 敗：モンティージャ
,日本ハム 6 - 1 楽天,札幌ドーム 15:00,,勝：有原 敗：菅原
,オリックス 6 - 0 ロッテ,京セラD大阪 14:00,,勝：竹安 敗：二木
,ソフトバンク 8 - 13 西武,ヤフオクドーム 18:00,,勝：髙橋光 敗：千賀
8/18（日）,巨人 6 - 3 阪神,東京ドーム 13:00,,勝：山口 敗：ガルシア
,ヤクルト 3 - 2 中日,神　宮 18:00,,勝：ブキャナン 敗：山本
,DeNA 1 - 0 広島,横　浜 18:00,,勝：今永 敗：九里
,日本ハム 4 - 4 楽天,札幌ドーム 14:00,,分：村田 分：辛島
,オリックス 2 - 1 ロッテ,京セラD大阪 13:00,,勝：K-鈴木 敗：種市
,ソフトバンク 5 - 4 西武,ヤフオクドーム 14:00,,勝：髙橋純 敗：平井
8/19（月）,ソフトバンク 2 - 1 西武,京セラD大阪 18:00,,勝：椎野 敗：松本航
8/20（火）,中日 1 - 2 巨人,ナゴヤドーム 18:00,,勝：メルセデス 敗：大野雄
,阪神 8 - 0 DeNA,京セラD大阪 18:00,,勝：青柳 敗：濵口
,広島 9 - 8 ヤクルト,マツダスタジアム 18:00,,勝：レグナルト 敗：ハフ
,西武 4 - 2 日本ハム,メットライフ 18:00,,勝：ニール 敗：ロドリゲス
,ロッテ 7 - 3 楽天,ZOZOマリン 18:15,,勝：石川 敗：岸
8/21（水）,中日 2 - 5 巨人,ナゴヤドーム 18:00,,勝：菅野 敗：小笠原
,阪神 3 - 1 DeNA,京セラD大阪 18:00,,勝：秋山 敗：上茶谷
,広島 5 - 4 ヤクルト,マツダスタジアム 18:00,,勝：遠藤 敗：ハフ
,西武 11 - 6 日本ハム,メットライフ 18:00,,勝：榎田 敗：加藤
,ロッテ 1 - 3 楽天,ZOZOマリン 18:15,,勝：則本昂 敗：小島
,ソフトバンク 4 - 14 オリックス,ヤフオクドーム 18:00,,勝：吉田一 敗：松田遼
8/22（木）,中日 7 - 4 巨人,ナゴヤドーム 18:00,,勝：梅津 敗：ヤングマン
,阪神 8 - 0 DeNA,京セラD大阪 18:00,,勝：望月 敗：平良
,広島 4 - 8 ヤクルト,マツダスタジアム 18:00,,勝：小川 敗：山口
,西武 3 - 5 日本ハム,メットライフ 18:00,,勝：公文 敗：本田
,ロッテ 5 - 8 楽天,東京ドーム 18:30,,勝：松井 敗：南
,ソフトバンク 5 - 1 オリックス,ヤフオクドーム 18:00,,勝：和田 敗：張
8/23（金）,巨人 1 - 5 DeNA,東京ドーム 18:00,,勝：東 敗：桜井
,ヤクルト 3 - 8 阪神,神　宮 18:00,,勝：髙橋遥 敗：山田大
,中日 4 - 1 広島,ナゴヤドーム 18:00,,勝：ロメロ 敗：大瀬良
,西武 8 - 6 楽天,メットライフ 18:00,,勝：野田 敗：弓削
,ロッテ 3 - 0 ソフトバンク,ZOZOマリン 18:15,,勝：ボルシンガー 敗：千賀
,オリックス 6 - 4 日本ハム,京セラD大阪 18:00,,勝：山岡 敗：玉井
8/24（土）,巨人 8 - 6 DeNA,東京ドーム 18:00,,勝：田口 敗：エスコバー
,ヤクルト 4 - 7 阪神,神　宮 18:00,,勝：西 敗：田川
,中日 4 - 5 広島,ナゴヤドーム 14:00,,勝：中﨑 敗：岡田
,西武 6 - 5 楽天,メットライフ 17:00,,勝：佐野 敗：松井
,ロッテ 9 - 5 ソフトバンク,ZOZOマリン 17:00,,勝：中村稔 敗：ミランダ
,オリックス 1 - 7 日本ハム,京セラD大阪 14:00,,勝：有原 敗：アルバース
8/25（日）,巨人 0 - 3 DeNA,東京ドーム 14:00,,勝：今永 敗：山口
,ヤクルト 5 - 1 阪神,神　宮 18:00,,勝：ブキャナン 敗：ガルシア
,中日 10 - 4 広島,ナゴヤドーム 14:00,,勝：山本 敗：九里
,西武 2 - 14 楽天,メットライフ 17:00,,勝：石橋 敗：十亀
,ロッテ 4 - 3 ソフトバンク,ZOZOマリン 17:00,,勝：種市 敗：髙橋純
,オリックス 1 - 6 日本ハム,京セラD大阪 13:00,,勝：金子 敗：竹安
8/26（月）,,,,
8/27（火）,巨人 0 - 2 広島,東京ドーム 18:00,,勝：ジョンソン 敗：メルセデス
,DeNA 5 - 3 ヤクルト,横　浜 18:00,,勝：エスコバー 敗：星
,阪神 中止 中日,甲子園 18:00,,
,日本ハム 2 - 8 西武,釧　路 13:00,,勝：ニール 敗：玉井
,楽天 5 - 2 ロッテ,楽天生命パーク 18:00,,勝：宋家豪 敗：酒居
,オリックス 中止 ソフトバンク,京　都 18:00,,
8/28（水）,巨人 6 - 2 広島,東京ドーム 18:00,,勝：菅野 敗：野村
,DeNA 7 - 6 ヤクルト,横　浜 18:00,,勝：武藤 敗：星
,阪神 0 - 1 中日,甲子園 18:00,,勝：小笠原 敗：青柳
,日本ハム 8 - 10 西武,釧　路 13:00,,勝：野田 敗：生田目
,楽天 4 - 5 ロッテ,楽天生命パーク 18:00,,勝：小島 敗：則本昂
,オリックス 中止 ソフトバンク,京　都 18:00,,
8/29（木）,巨人 12 - 4 広島,東京ドーム 18:00,,勝：桜井 敗：大瀬良
,DeNA 4 - 2 ヤクルト,横　浜 18:00,,勝：石田 敗：平井
,阪神 中止 中日,甲子園 18:00,,
,日本ハム 2 - 5 西武,帯　広 13:00,,勝：本田 敗：杉浦
,楽天 4 - 5 ロッテ,楽天生命パーク 18:00,,勝：酒居 敗：松井
8/30（金）,中日 7 - 1 ヤクルト,ナゴヤドーム 18:00,,勝：ロメロ 敗：山田大
,阪神 1 - 4 巨人,甲子園 18:00,,勝：田口 敗：髙橋遥
,広島 4 - 6 DeNA,マツダスタジアム 18:00,,勝：藤岡 敗：遠藤
,楽天 7 - 2 日本ハム,楽天生命パーク 18:00,,勝：弓削 敗：北浦
,西武 4 - 2 ソフトバンク,メットライフ 18:00,,勝：平良 敗：千賀
,ロッテ 4 - 10 オリックス,ZOZOマリン 18:30,,勝：海田 敗：永野
8/31（土）,中日 2 - 5 ヤクルト,ナゴヤドーム 14:00,,勝：平井 敗：藤嶋
,阪神 4 - 2 巨人,甲子園 18:00,,勝：ドリス 敗：山口
,広島 4 - 2 DeNA,マツダスタジアム 18:00,,勝：九里 敗：京山
,楽天 1 - 0 日本ハム,楽天生命パーク 18:00,,勝：辛島 敗：有原
,西武 10 - 5 ソフトバンク,メットライフ 18:00,,勝：髙橋光 敗：和田
,ロッテ 1 - 2 オリックス,ZOZOマリン 17:00,,勝：近藤 敗：益田
