月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,ソフトバンク 10 - 0 西武,ヤフオクドーム 18:00,,勝：東浜 敗：菊池
6/24（土）,巨人 2 - 8 中日,東京ドーム 18:00,,勝：小笠原 敗：マイコラス
,ヤクルト 1 - 5 DeNA,神　宮 14:00,,勝：石田 敗：原樹
,広島 ノーゲーム 阪神,マツダスタジアム 14:00,,
,日本ハム 1 - 2 楽天,札幌ドーム 14:00,,勝：松井裕 敗：玉井
,オリックス 2 - 1 ロッテ,ほっと神戸 15:00,,勝：黒木 敗：大谷
,ソフトバンク 2 - 3 西武,ヤフオクドーム 14:00,,勝：十亀 敗：松本裕
6/25（日）,巨人 4 - 3 中日,東京ドーム 14:00,,勝：マシソン 敗：田島
,ヤクルト 0 - 6 DeNA,神　宮 13:00,,勝：今永 敗：石川
,広島 5 - 0 阪神,マツダスタジアム 13:30,,勝：大瀬良 敗：岩貞
,日本ハム 0 - 6 楽天,札幌ドーム 14:00,,勝：岸 敗：浦野
,オリックス 5 - 1 ロッテ,京セラD大阪 13:00,,勝：西 敗：石川
,ソフトバンク 7 - 6 西武,ヤフオクドーム 13:00,,勝：サファテ 敗：増田
6/26（月）,楽天 4 - 4 オリックス,Koboパーク宮城 18:00,,分：福山 分：金田
6/27（火）,ヤクルト 3 - 4 巨人,山　形 18:00,,勝：田口 敗：石山
,DeNA 3 - 4 広島,横　浜 18:00,,勝：野村 敗：パットン
,中日 3 - 1 阪神,浜　松 18:00,,勝：鈴木 敗：秋山
,西武 ノーゲーム ロッテ,那　覇 18:30,,
,ソフトバンク 6 - 0 日本ハム,ヤフオクドーム 18:00,,勝：石川 敗：高梨
6/28（水）,ヤクルト 4 - 2 巨人,福　島 18:20,,勝：星 敗：大竹寛
,DeNA 11 - 8 広島,横　浜 18:00,,勝：久保 敗：九里
,中日 1 - 0 阪神,ナゴヤドーム 18:00,,勝：ジョーダン 敗：小野
,楽天 3 - 2 オリックス,弘　前 18:00,,勝：辛島 敗：金子千尋
,西武 3 - 4 ロッテ,那　覇 18:30,,勝：内 敗：牧田
,ソフトバンク 6 - 5 日本ハム,ヤフオクドーム 18:00,,勝：岩嵜 敗：マーティン
6/29（木）,中日 2 - 0 阪神,ナゴヤドーム 18:00,,勝：大野 敗：メッセンジャー
,ソフトバンク 1 - 0 日本ハム,ヤフオクドーム 18:00,,勝：松本裕 敗：メンドーサ
6/30（金）,巨人 1 - 3 DeNA,宇都宮 18:00,,勝：井納 敗：菅野
,阪神 3 - 4 ヤクルト,甲子園 18:00,,勝：ブキャナン 敗：青柳
,広島 8 - 3 中日,マツダスタジアム 18:00,,勝：ジョンソン 敗：バルデス
,楽天 4 - 3 ソフトバンク,Koboパーク宮城 18:00,,勝：安樂 敗：東浜
,西武 0 - 3 オリックス,メットライフ 18:00,,勝：山岡 敗：菊池
,ロッテ 4 - 7 日本ハム,ZOZOマリン 18:15,,勝：有原 敗：涌井
