月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,楽天 11 - 7 ロッテ,Koboパーク宮城 18:00,,勝：則本 敗：スタンリッジ
,オリックス 4 - 3 西武,京セラD大阪 18:00,,勝：金子千尋 敗：髙橋光
,ソフトバンク 4 - 1 日本ハム,ヤフオクドーム 18:00,,勝：東浜 敗：村田
4/27（木）,中日 2 - 0 ヤクルト,ナゴヤドーム 18:00,,勝：又吉 敗：原樹
,阪神 5 - 2 DeNA,甲子園 18:00,,勝：藤浪 敗：井納
,広島 1 - 0 巨人,マツダスタジアム 18:00,,勝：大瀬良 敗：宮國
,オリックス 3 - 2 西武,京セラD大阪 18:00,,勝：平野 敗：増田
,ソフトバンク 4 - 5 日本ハム,ヤフオクドーム 18:00,,勝：増井 敗：森
4/28（金）,ヤクルト 0 - 7 巨人,神　宮 18:00,,勝：マイコラス 敗：石川
,DeNA 9 - 3 広島,横　浜 18:00,,勝：ウィーランド 敗：加藤
,阪神 6 - 0 中日,甲子園 18:00,,勝：メッセンジャー 敗：大野
,西武 2 - 2 ロッテ,メットライフ 18:00,,分：大石 分：藤岡
,オリックス 1 - 3 ソフトバンク,京セラD大阪 18:00,,勝：中田 敗：西
4/29（土）,ヤクルト 2 - 1 巨人,神　宮 18:00,,勝：小川 敗：篠原
,DeNA 1 - 6 広島,横　浜 14:00,,勝：岡田 敗：今永
,阪神 3 - 6 中日,甲子園 14:00,,勝：三ツ間 敗：ドリス
,日本ハム 3 - 2 楽天,札幌ドーム 14:00,,勝：増井 敗：松井裕
,西武 3 - 6 ロッテ,メットライフ 14:00,,勝：二木 敗：野上
,オリックス 6 - 4 ソフトバンク,京セラD大阪 18:00,,勝：コーク 敗：攝津
4/30（日）,ヤクルト 3 - 2 巨人,神　宮 18:00,,勝：ルーキ 敗：池田
,DeNA 10 - 9 広島,横　浜 13:30,,勝：久保 敗：九里
,阪神 3 - 2 中日,甲子園 14:00,,勝：桑原 敗：祖父江
,日本ハム 1 - 2 楽天,札幌ドーム 14:00,,勝：森原 敗：増井
,西武 2 - 1 ロッテ,メットライフ 13:00,,勝：ウルフ 敗：唐川
,オリックス 1 - 2 ソフトバンク,京セラD大阪 14:00,,勝：岩嵜 敗：平野
