月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,阪神 7 - 5 中日,甲子園 14:00,,勝：岩貞 敗：R.マルティネス
,日本ハム 6 - 1 ロッテ,札幌ドーム 14:00,,勝：加藤 敗：オルモス
,楽天 0 - 11 西武,楽天生命パーク 13:00,,勝：榎田 敗：藤平
,ソフトバンク 2 - 5 オリックス,ヤフオクドーム 13:00,,勝：田嶋 敗：中田
5/7（月）,,,,
5/8（火）,巨人 0 - 9 阪神,東京ドーム 18:00,,勝：秋山 敗：山口俊
,中日 6 - 6 ヤクルト,福　井 18:00,,分：鈴木博 分：石山
,広島 中止 DeNA,マツダスタジアム 18:00,,
,楽天 5 - 0 ロッテ,楽天生命パーク 18:00,,勝：岸 敗：石川
,西武 0 - 5 ソフトバンク,県営大宮 18:00,,勝：千賀 敗：ワグナー
,オリックス 8 - 4 日本ハム,京セラD大阪 18:00,,勝：アルバース 敗：マルティネス
5/9（水）,巨人 3 - 1 阪神,東京ドーム 18:00,,勝：吉川光 敗：メッセンジャー
,中日 3 - 2 ヤクルト,金　沢 18:00,,勝：鈴木博 敗：近藤
,広島 1 - 1 DeNA,マツダスタジアム 18:00,,分：一岡 分：山﨑
,楽天 中止 ロッテ,郡　山 18:00,,
,西武 0 - 3 ソフトバンク,メットライフ 18:00,,勝：石川 敗：十亀
,オリックス 2 - 8 日本ハム,京セラD大阪 18:00,,勝：上沢 敗：ディクソン
5/10（木）,巨人 4 - 2 阪神,東京ドーム 18:00,,勝：内海 敗：谷川
,オリックス 2 - 1 日本ハム,京セラD大阪 18:00,,勝：吉田一 敗：浦野
5/11（金）,巨人 6 - 0 中日,東京ドーム 18:00,,勝：菅野 敗：小笠原
,DeNA 3 - 7 ヤクルト,横　浜 18:00,,勝：ブキャナン 敗：石田
,広島 14 - 1 阪神,マツダスタジアム 18:00,,勝：ジョンソン 敗：能見
,西武 3 - 12 ロッテ,メットライフ 18:00,,勝：涌井 敗：佐野
,オリックス 2 - 5 楽天,京セラD大阪 18:00,,勝：辛島 敗：西
,ソフトバンク 4 - 5 日本ハム,ヤフオクドーム 18:00,,勝：玉井 敗：田中
5/12（土）,巨人 0 - 6 中日,東京ドーム 18:00,,勝：ガルシア 敗：田口
,DeNA 5 - 6 ヤクルト,横　浜 14:00,,勝：松岡 敗：砂田
,広島 6 - 1 阪神,マツダスタジアム 14:00,,勝：大瀬良 敗：小野
,西武 2 - 11 ロッテ,メットライフ 14:00,,勝：ボルシンガー 敗：多和田
,オリックス 0 - 2 楽天,京セラD大阪 13:00,,勝：則本 敗：山岡
,ソフトバンク 3 - 5 日本ハム,ヤフオクドーム 14:00,,勝：有原 敗：バンデンハーク
5/13（日）,巨人 9 - 5 中日,東京ドーム 18:00,,勝：野上 敗：松坂
,DeNA 10 - 3 ヤクルト,横　浜 13:00,,勝：三上 敗：小川
,広島 中止 阪神,マツダスタジアム 13:30,,
,西武 6 - 0 ロッテ,メットライフ 13:00,,勝：榎田 敗：オルモス
,オリックス 1 - 9 楽天,京セラD大阪 13:00,,勝：青山 敗：田嶋
,ソフトバンク 8 - 0 日本ハム,ヤフオクドーム 13:00,,勝：武田 敗：加藤
5/14（月）,,,,
5/15（火）,ヤクルト 2 - 1 巨人,鹿児島 18:30,,勝：ハフ 敗：山口俊
,中日 10 - 4 広島,ナゴヤドーム 18:00,,勝：R.マルティネス 敗：中村祐
,阪神 2 - 1 DeNA,甲子園 18:00,,勝：メッセンジャー 敗：飯塚
,日本ハム 2 - 0 西武,東京ドーム 18:00,,勝：マルティネス 敗：カスティーヨ
,楽天 1 - 6 ソフトバンク,楽天生命パーク 18:00,,勝：千賀 敗：福山
,ロッテ 2 - 7 オリックス,富　山 18:00,,勝：アルバース 敗：石川
5/16（水）,ヤクルト 4 - 12 巨人,鹿児島 18:30,,勝：吉川光 敗：原
,中日 5 - 2 広島,ナゴヤドーム 18:00,,勝：柳 敗：岡田
,阪神 0 - 5 DeNA,甲子園 18:00,,勝：東 敗：岩貞
,日本ハム 1 - 0 西武,東京ドーム 18:00,,勝：上沢 敗：十亀
,楽天 4 - 12 ソフトバンク,楽天生命パーク 18:00,,勝：石川 敗：美馬
5/17（木）,中日 2 - 3 広島,ナゴヤドーム 18:00,,勝：ジャクソン 敗：鈴木博
,阪神 3 - 6 DeNA,甲子園 18:00,,勝：平良 敗：秋山
,楽天 4 - 3 ソフトバンク,楽天生命パーク 13:00,,勝：ハーマン 敗：森
,ロッテ 3 - 6 オリックス,ZOZOマリン 18:15,,勝：山本 敗：内
5/18（金）,巨人 6 - 3 DeNA,東京ドーム 18:00,,勝：菅野 敗：石田
,中日 1 - 2 阪神,ナゴヤドーム 18:00,,勝：髙橋遥 敗：小笠原
,広島 中止 ヤクルト,マツダスタジアム 18:00,,
,日本ハム 0 - 3 楽天,札幌ドーム 18:00,,勝：辛島 敗：高梨
,ロッテ 3 - 2 ソフトバンク,ZOZOマリン 18:15,,勝：涌井 敗：東浜
5/19（土）,巨人 1 - 5 DeNA,東京ドーム 14:00,,勝：エスコバー 敗：田口
,中日 3 - 2 阪神,ナゴヤドーム 14:00,,勝：ガルシア 敗：小野
,広島 5 - 2 ヤクルト,マツダスタジアム 14:00,,勝：大瀬良 敗：ブキャナン
,日本ハム 0 - 5 楽天,札幌ドーム 14:00,,勝：則本 敗：有原
,ロッテ 8 - 1 ソフトバンク,ZOZOマリン 14:00,,勝：ボルシンガー 敗：バンデンハーク
,オリックス 0 - 7 西武,ほっと神戸 13:00,,勝：多和田 敗：山岡
5/20（日）,巨人 2 - 10 DeNA,東京ドーム 14:00,,勝：ウィーランド 敗：野上
,中日 6 - 1 阪神,ナゴヤドーム 14:00,,勝：松坂 敗：才木
,広島 1 - 0 ヤクルト,マツダスタジアム 13:30,,勝：九里 敗：小川
,日本ハム 7 - 1 楽天,札幌ドーム 14:00,,勝：加藤 敗：塩見
,ロッテ 8 - 4 ソフトバンク,ZOZOマリン 14:00,,勝：益田 敗：武田
,オリックス 3 - 0 西武,ほっと神戸 13:00,,勝：田嶋 敗：榎田
5/21（月）,,,,
5/22（火）,巨人 8 - 0 広島,宇都宮 18:00,,勝：山口俊 敗：中村祐
,DeNA 0 - 8 中日,横　浜 17:45,,勝：山井 敗：飯塚
,阪神 8 - 3 ヤクルト,倉　敷 18:00,,勝：メッセンジャー 敗：石川
,楽天 0 - 10 オリックス,楽天生命パーク 18:00,,勝：アルバース 敗：池田
,ロッテ 2 - 0 日本ハム,ZOZOマリン 18:15,,勝：石川 敗：マルティネス
,ソフトバンク 5 - 3 西武,ヤフオクドーム 18:00,,勝：攝津 敗：カスティーヨ
5/23（水）,巨人 3 - 9 広島,ひたちなか 18:00,,勝：岡田 敗：吉川光
,DeNA 中止 中日,横　浜 17:45,,
,阪神 中止 ヤクルト,甲子園 18:00,,
,楽天 2 - 5 オリックス,楽天生命パーク 14:00,,勝：金子千尋 敗：美馬
,ロッテ 0 - 2 日本ハム,ZOZOマリン 18:15,,勝：上沢 敗：有吉
,ソフトバンク 1 - 2 西武,ヤフオクドーム 18:00,,勝：十亀 敗：石川
5/24（木）,DeNA 3 - 2 中日,横　浜 17:45,,勝：東 敗：吉見
,阪神 2 - 0 ヤクルト,甲子園 18:00,,勝：秋山 敗：中尾
,楽天 4 - 1 オリックス,東京ドーム 18:00,,勝：岸 敗：西
,ロッテ 7 - 6 日本ハム,ZOZOマリン 18:15,,勝：田中 敗：玉井
,ソフトバンク 5 - 12 西武,ヤフオクドーム 18:00,,勝：小石 敗：嘉弥真
5/25（金）,ヤクルト 5 - 14 DeNA,神　宮 18:00,,勝：三嶋 敗：ブキャナン
,阪神 1 - 0 巨人,甲子園 18:00,,勝：岩貞 敗：菅野
,広島 6 - 3 中日,マツダスタジアム 18:00,,勝：大瀬良 敗：柳
,西武 5 - 8 日本ハム,メットライフ 18:00,,勝：高梨 敗：相内
,オリックス 9 - 5 ロッテ,ほっと神戸 18:00,,勝：澤田 敗：涌井
,ソフトバンク 4 - 6 楽天,ヤフオクドーム 18:00,,勝：辛島 敗：東浜
5/26（土）,ヤクルト 5 - 1 DeNA,神　宮 18:00,,勝：中尾 敗：三上
,阪神 5 - 4 巨人,甲子園 14:00,,勝：ドリス 敗：澤村
,広島 6 - 7 中日,マツダスタジアム 14:00,,勝：ガルシア 敗：フランスア
,西武 5 - 6 日本ハム,メットライフ 14:00,,勝：浦野 敗：増田
,オリックス 3 - 6 ロッテ,ほっと神戸 14:00,,勝：ボルシンガー 敗：山岡
,ソフトバンク 4 - 3 楽天,ヤフオクドーム 14:00,,勝：モイネロ 敗：則本
5/27（日）,ヤクルト 5 - 3 DeNA,神　宮 18:00,,勝：小川 敗：平良
,阪神 9 - 1 巨人,甲子園 14:00,,勝：才木 敗：野上
,広島 7 - 8 中日,マツダスタジアム 13:30,,勝：鈴木博 敗：一岡
,西武 8 - 10 日本ハム,メットライフ 13:00,,勝：トンキン 敗：増田
,オリックス 3 - 2 ロッテ,京　都 14:00,,勝：山本 敗：シェッパーズ
,ソフトバンク 4 - 8 楽天,ヤフオクドーム 13:00,,勝：青山 敗：武田
5/28（月）,,,,
5/29（火）,巨人 3 - 5 日本ハム,東京ドーム 18:00,,勝：マルティネス 敗：山口俊
,ヤクルト 1 - 5 ロッテ,神　宮 18:00,,勝：石川 敗：石川
,DeNA 9 - 2 楽天,横　浜 18:00,,勝：ウィーランド 敗：古川
,中日 5 - 8 オリックス,ナゴヤドーム 18:00,,勝：吉田一 敗：福谷
,阪神 0 - 1 ソフトバンク,甲子園 18:00,,勝：加治屋 敗：ドリス
,広島 3 - 7 西武,三　次 18:00,,勝：カスティーヨ 敗：中村祐
5/30（水）,巨人 9 - 8 日本ハム,東京ドーム 18:00,,勝：谷岡 敗：上沢
,ヤクルト 4 - 1 ロッテ,神　宮 18:00,,勝：中尾 敗：大谷
,DeNA 中止 楽天,横　浜 18:00,,
,中日 1 - 5 オリックス,ナゴヤドーム 18:00,,勝：金子千尋 敗：鈴木博
,阪神 3 - 6 ソフトバンク,甲子園 18:00,,勝：石川 敗：髙橋遥
,広島 8 - 7 西武,マツダスタジアム 18:00,,勝：アドゥワ 敗：武隈
5/31（木）,巨人 2 - 4 日本ハム,東京ドーム 18:00,,勝：村田 敗：鍬原
,ヤクルト 3 - 1 ロッテ,神　宮 18:00,,勝：カラシティー 敗：渡邉
,DeNA 4 - 3 楽天,横　浜 18:00,,勝：山﨑 敗：松井
,中日 9 - 2 オリックス,ナゴヤドーム 18:00,,勝：吉見 敗：西
,阪神 2 - 5 ソフトバンク,甲子園 18:00,,勝：中田 敗：秋山
,広島 7 - 12 西武,マツダスタジアム 18:00,,勝：ウルフ 敗：薮田
