月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,中日 7 - 1 ヤクルト,ナゴヤドーム 14:00,,勝：柳 敗：高梨
,阪神 1 - 0 広島,甲子園 18:00,,勝：髙橋遥 敗：床田
,楽天 3 - 6 日本ハム,楽天生命パーク 13:00,,勝：ロドリゲス 敗：菅原
,ロッテ 8 - 2 西武,ZOZOマリン 14:00,,勝：土肥 敗：松本航
,オリックス 5 - 2 ソフトバンク,京セラD大阪 13:00,,勝：近藤 敗：嘉弥真
7/8（月）,ヤクルト 5 - 3 DeNA,神　宮 18:00,,勝：山田大 敗：飯塚
,中日 3 - 2 広島,ナゴヤドーム 18:00,,勝：山井 敗：九里
,阪神 3 - 4 巨人,甲子園 18:00,,勝：大竹 敗：ジョンソン
,楽天 0 - 2 オリックス,山形市 18:00,,勝：山岡 敗：石橋
,ロッテ 3 - 5 日本ハム,ZOZOマリン 18:15,,勝：浦野 敗：岩下
,ソフトバンク 8 - 7 西武,東京ドーム 18:00,,勝：椎野 敗：佐野
7/9（火）,ヤクルト 4 - 9 DeNA,神　宮 18:00,,勝：国吉 敗：梅野
,中日 6 - 3 広島,ナゴヤドーム 18:00,,勝：三ツ間 敗：山口
,阪神 0 - 1 巨人,甲子園 18:00,,勝：桜井 敗：ガルシア
,楽天 6 - 1 オリックス,楽天生命パーク 18:00,,勝：則本昂 敗：山﨑福
,ロッテ 6 - 1 日本ハム,ZOZOマリン 18:15,,勝：佐々木 敗：中村
,ソフトバンク 3 - 2 西武,ヤフオクドーム 18:00,,勝：高橋礼 敗：十亀
7/10（水）,ヤクルト 7 - 2 DeNA,神　宮 18:00,,勝：近藤 敗：国吉
,中日 2 - 1 広島,ナゴヤドーム 18:00,,勝：祖父江 敗：レグナルト
,阪神 1 - 4 巨人,甲子園 18:00,,勝：今村 敗：メッセンジャー
,楽天 6 - 7 オリックス,楽天生命パーク 18:00,,勝：ディクソン 敗：松井
,ロッテ 5 - 0 日本ハム,ZOZOマリン 18:15,,勝：チェン・グァンユウ 敗：村田
,ソフトバンク 3 - 7 西武,ヤフオクドーム 18:00,,勝：ニール 敗：和田
7/11（木）,,,,
7/12（金）,セ・リーグ 3 - 6 パ・リーグ,東京ドーム 19:00,,勝：千賀 敗：大瀬良
7/13（土）,セ・リーグ 11 - 3 パ・リーグ,甲子園 18:30,,勝：菅野 敗：山岡
7/14（日）,,,,
7/15（月）,ヤクルト 4 - 7 巨人,長　野 18:00,,勝：マシソン 敗：五十嵐
,DeNA 5 - 8 広島,横　浜 17:00,,勝：九里 敗：井納
,中日 4 - 2 阪神,ナゴヤドーム 18:00,,勝：大野雄 敗：ジョンソン
,西武 5 - 6 ロッテ,メットライフ 14:00,,勝：岩下 敗：マーティン
,オリックス 2 - 6 楽天,京セラD大阪 15:00,,勝：菅原 敗：田嶋
,ソフトバンク 1 - 5 日本ハム,ヤフオクドーム 18:00,,勝：ロドリゲス 敗：大竹
7/16（火）,ヤクルト 3 - 6 巨人,神　宮 18:00,,勝：山口 敗：高梨
,DeNA 8 - 5 広島,横　浜 18:00,,勝：三嶋 敗：レグナルト
,中日 3 - 2 阪神,ナゴヤドーム 18:00,,勝：岡田 敗：小野
,西武 5 - 1 ロッテ,メットライフ 18:00,,勝：十亀 敗：涌井
,オリックス 1 - 0 楽天,京セラD大阪 18:00,,勝：山岡 敗：則本昂
,ソフトバンク 2 - 3 日本ハム,ヤフオクドーム 18:00,,勝：石川直 敗：甲斐野
7/17（水）,ヤクルト 5 - 4 巨人,神　宮 18:00,,勝：山田大 敗：メルセデス
,DeNA 3 - 1 広島,横　浜 18:00,,勝：濵口 敗：ジョンソン
,中日 6 - 4 阪神,豊　橋 18:00,,勝：ロドリゲス 敗：藤川
,西武 4 - 3 ロッテ,メットライフ 18:00,,勝：本田 敗：小島
,オリックス 3 - 7 楽天,京セラD大阪 18:00,,勝：辛島 敗：山﨑福
,ソフトバンク 0 - 4 日本ハム,北九州 18:00,,勝：有原 敗：スアレス
7/18（木）,DeNA 3 - 7 中日,横　浜 17:45,,勝：ロメロ 敗：今永
7/19（金）,DeNA 3 - 2 中日,横　浜 18:00,,勝：平良 敗：柳
,阪神 中止 ヤクルト,甲子園 18:00,,
,広島 7 - 6 巨人,マツダスタジアム 18:00,,勝：レグナルト 敗：マシソン
,日本ハム 5 - 3 ロッテ,札幌ドーム 18:00,,勝：加藤 敗：二木
,楽天 5 - 1 ソフトバンク,楽天生命パーク 18:00,,勝：美馬 敗：千賀
,西武 5 - 4 オリックス,メットライフ 18:00,,勝：平井 敗：増井
7/20（土）,DeNA 4 - 3 中日,横　浜 18:00,,勝：石田 敗：山井
,阪神 4 - 3 ヤクルト,甲子園 18:00,,勝：ドリス 敗：ハフ
,広島 4 - 2 巨人,マツダスタジアム 18:00,,勝：今村 敗：田口
,日本ハム 4 - 0 ロッテ,札幌ドーム 14:00,,勝：浦野 敗：佐々木
,楽天 1 - 0 ソフトバンク,楽天生命パーク 18:00,,勝：森原 敗：椎野
,西武 1 - 3 オリックス,メットライフ 17:00,,勝：竹安 敗：多和田
7/21（日）,DeNA 5 - 4 中日,横　浜 18:00,,勝：大貫 敗：笠原
,阪神 5 - 2 ヤクルト,甲子園 18:00,,勝：西 敗：山中
,広島 2 - 1 巨人,マツダスタジアム 18:00,,勝：今村 敗：マシソン
,日本ハム 4 - 9 ロッテ,札幌ドーム 14:00,,勝：種市 敗：堀
,楽天 2 - 4 ソフトバンク,楽天生命パーク 17:00,,勝：松田遼 敗：石橋
,西武 10 - 3 オリックス,メットライフ 17:00,,勝：ニール 敗：荒西
7/22（月）,,,,
7/23（火）,巨人 6 - 5 ヤクルト,京セラD大阪 18:00,,勝：中川 敗：近藤
,阪神 6 - 6 DeNA,甲子園 18:00,,分：能見 分：武藤
,広島 6 - 5 中日,マツダスタジアム 18:00,,勝：フランスア 敗：祖父江
,楽天 中止 西武,楽天生命パーク 18:00,,
,オリックス 2 - 5 日本ハム,ほっと神戸 18:00,,勝：金子 敗：田嶋
,ソフトバンク 11 - 7 ロッテ,ヤフオクドーム 18:00,,勝：高橋礼 敗：岩下
7/24（水）,巨人 4 - 10 ヤクルト,京セラD大阪 18:00,,勝：石川 敗：古川
,阪神 1 - 3 DeNA,甲子園 18:00,,勝：濵口 敗：青柳
,広島 2 - 0 中日,マツダスタジアム 18:00,,勝：ジョンソン 敗：山本
,楽天 4 - 3 西武,楽天生命パーク 18:00,,勝：則本昂 敗：今井
,オリックス 4 - 5 日本ハム,ほっと神戸 18:00,,勝：有原 敗：山岡
,ソフトバンク 5 - 4 ロッテ,ヤフオクドーム 18:00,,勝：甲斐野 敗：石川
7/25（木）,巨人 1 - 8 ヤクルト,岐　阜 18:00,,勝：山田大 敗：ヤングマン
,阪神 0 - 6 DeNA,甲子園 18:00,,勝：今永 敗：秋山
,広島 11 - 4 中日,マツダスタジアム 18:00,,勝：野村 敗：ロメロ
,楽天 1 - 5 西武,楽天生命パーク 18:00,,勝：松本航 敗：辛島
,ソフトバンク 4 - 7 ロッテ,ヤフオクドーム 18:00,,勝：ボルシンガー 敗：大竹
7/26（金）,巨人 2 - 4 阪神,東京ドーム 18:00,,勝：島本 敗：田口
,ヤクルト 3 - 12 広島,神　宮 18:00,,勝：大瀬良 敗：高橋
,中日 1 - 2 DeNA,ナゴヤドーム 18:00,,勝：平良 敗：柳
,西武 7 - 12 日本ハム,メットライフ 18:00,,勝：ロドリゲス 敗：森脇
,ロッテ 3 - 6 楽天,ZOZOマリン 18:15,,勝：ブセニッツ 敗：石川
,ソフトバンク 2 - 6 オリックス,ヤフオクドーム 18:00,,勝：K-鈴木 敗：千賀
7/27（土）,巨人 2 - 3 阪神,東京ドーム 14:00,,勝：飯田 敗：田口
,ヤクルト 2 - 3 広島,神　宮 18:00,,勝：床田 敗：小川
,中日 3 - 12 DeNA,ナゴヤドーム 14:00,,勝：石田 敗：松坂
,西武 6 - 10 日本ハム,メットライフ 18:00,,勝：北浦 敗：多和田
,ロッテ 9 - 7 楽天,ZOZOマリン 17:00,,勝：唐川 敗：森原
,ソフトバンク 3 - 5 オリックス,ヤフオクドーム 18:00,,勝：山本 敗：二保
7/28（日）,巨人 16 - 4 阪神,東京ドーム 14:00,,勝：桜井 敗：岩田
,ヤクルト 5 - 12 広島,神　宮 18:00,,勝：九里 敗：高梨
,中日 4 - 2 DeNA,ナゴヤドーム 14:00,,勝：笠原 敗：中川虎
,西武 8 - 7 日本ハム,メットライフ 17:00,,勝：ヒース 敗：宮西
,ロッテ 4 - 3 楽天,ZOZOマリン 17:00,,勝：益田 敗：青山
,ソフトバンク 9 - 2 オリックス,ヤフオクドーム 14:00,,勝：ミランダ 敗：竹安
7/29（月）,,,,
7/30（火）,巨人 8 - 5 広島,東京ドーム 18:00,,勝：山口 敗：モンティージャ
,DeNA 6 - 2 ヤクルト,横　浜 17:45,,勝：上茶谷 敗：ブキャナン
,阪神 7 - 6 中日,甲子園 18:00,,勝：浜地 敗：岡田
,日本ハム 0 - 2 楽天,札幌ドーム 18:00,,勝：弓削 敗：吉川
,西武 5 - 2 ソフトバンク,メットライフ 18:00,,勝：今井 敗：高橋礼
,ロッテ 4 - 1 オリックス,ZOZOマリン 18:15,,勝：岩下 敗：田嶋
7/31（水）,巨人 2 - 3 広島,東京ドーム 18:00,,勝：ジョンソン 敗：髙橋
,DeNA 4 - 3 ヤクルト,横　浜 17:45,,勝：山﨑 敗：近藤
,阪神 2 - 3 中日,甲子園 18:00,,勝：山本 敗：青柳
,日本ハム 4 - 3 楽天,札幌ドーム 18:00,,勝：石川直 敗：則本昂
,西武 2 - 0 ソフトバンク,メットライフ 18:00,,勝：平井 敗：甲斐野
,ロッテ 4 - 8 オリックス,ZOZOマリン 18:15,,勝：山岡 敗：涌井
