月日,対戦カード,球場・開始時間,備考,予告先発／責任投手
,広島 5 - 0 ヤクルト,マツダスタジアム 14:00,,勝：野　村 敗：小　川
,日本ハム 4 - 1 楽天,札幌ドーム 15:00,,勝：増　井 敗：則　本
,西武 3 - 4 ソフトバンク,西武プリンス 14:00,,勝：中　田 敗：　誠
,ロッテ 4 - 3 オリックス,QVCマリン 14:00,,勝：　南 敗：海　田
9/25（日）,中日 1 - 4 阪神,ナゴヤドーム 14:00,,勝：岩　貞 敗：小笠原
,広島 ノーゲーム ヤクルト,マツダスタジアム 13:30,,
,日本ハム 2 - 1 楽天,札幌ドーム 13:00,,勝：鍵　谷 敗：福　山
,西武 7 - 5 ソフトバンク,西武プリンス 13:00,,勝：藤　原 敗：バンデンハーク
,ロッテ 0 - 2 オリックス,QVCマリン 13:00,,勝：山　田 敗：唐　川
9/26（月）,ロッテ 3 - 2 ソフトバンク,QVCマリン 18:15,,勝：　南 敗：スアレス
,オリックス 3 - 4 日本ハム,京セラD大阪 18:00,,勝：加　藤 敗：東　明
9/27（火）,巨人 5 - 1 中日,東京ドーム 18:00,,勝：澤　村 敗：田　島
,阪神 4 - 3 ヤクルト,甲子園 18:00,,勝：サターホワイト 敗：ルーキ
,西武 3 - 0 日本ハム,西武プリンス 18:00,,勝：　岸 敗：吉　川
,ロッテ 2 - 3 ソフトバンク,QVCマリン 18:15,,勝：森　福 敗：田中靖
,オリックス 10 - 3 楽天,京セラD大阪 18:00,,勝：松　葉 敗：辛　島
9/28（水）,巨人 3 - 2 中日,東京ドーム 18:00,,勝：田原誠 敗：祖父江
,ヤクルト 6 - 5 DeNA,神　宮 18:00,,勝：石　川 敗：今　永
,西武 0 - 1 日本ハム,西武プリンス 18:00,,勝：大　谷 敗：菊　池
,ロッテ 5 - 10 ソフトバンク,QVCマリン 18:15,,勝：武　田 敗：二　木
,オリックス 6 - 5 楽天,京セラD大阪 18:00,,勝：　西 敗：金　刃
9/29（木）,巨人 3 - 5 広島,東京ドーム 18:00,,勝：福　井 敗：田　口
,DeNA 6 - 11 ヤクルト,横　浜 18:00,,勝：石　山 敗：三　浦
,オリックス 2 - 10 楽天,京セラD大阪 18:00,,勝：塩　見 敗：金子千尋
9/30（金）,阪神 2 - 1 巨人,甲子園 18:00,,勝：金　田 敗：澤　村
,日本ハム 3 - 1 ロッテ,札幌ドーム 18:00,,勝：増　井 敗：チェン・グァンユウ
,ソフトバンク 8 - 2 楽天,ヤフオクドーム 18:00,,勝：中　田 敗：釜　田
